Name,Type,FileName,ExportName,GiftIconExportName,GoodRewards,GoodIconSlotExportName,GoodAmounts,Probabilities,DiamondThreshold,Price,PriceData,TileWidth,TileHeight,OpenSound,TitleTID,TextTID,Text2TID,Text3TID,OpenGiftMessageTID,UnlockLevel,RepUnlockLevel,WalkGiftAnim,RewardHUDExportName
HolidayGift30_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings1_lv5,Prize2,1,1,,48,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift31_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings2_lv5,Prize2,1,1,,48,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift32_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings3_lv5,Prize2,1,1,,48,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift33_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterBuildings4_lv5,Prize2,1,1,,48,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,51,,WalkExclusiveGift,post_package_exclusive_item_claim
HolidayGift34_week4,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeTom_lv3,Prize2,1,1,,60,Mistletoe,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift1_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Plank,Prize2,2,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift2_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Nail,Prize2,2,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift3_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Bolt,Prize2,2,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift4_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift5_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift6_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift7_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Land Deed,Prize2,5,1,,225,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift8_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher1,Prize2,30,1,,540,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift9_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeTom_lv1,Prize2,1,1,,18,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift10_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,15000,1,,30,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift11_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Screw,Prize2,2,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift12_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Duct Tape,Prize2,2,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift13_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Wood Panel,Prize2,2,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift14_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Bunny springer,Prize2,1,1,,200,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,1,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift15_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher2,Prize2,20,1,,720,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift16_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,25000,1,,40,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift17_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Saw,Prize2,5,1,,25,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift18_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Dynamite,Prize2,5,1,,15,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift19_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Demolition Charge,Prize2,5,1,,35,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift20_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,2,1,,800,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift21_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Axe,Prize2,5,1,,20,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift22_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher5,Prize2,1,1,,250,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift23_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Hammer,Prize2,3,1,,72,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,2,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift24_week1,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Bunny surprise,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,1,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift1_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Bunny bouncy,Prize2,1,1,,1000,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,1,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift2_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,15000,1,,30,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift3_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift4_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,2,1,,800,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift5_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Blueprint,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,71,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift6_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Land Deed,Prize2,5,1,,225,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift7_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher3,Prize2,10,1,,600,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift8_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeTom_lv1,Prize2,1,1,,18,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift9_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Puzzle Piece 1,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,3,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift10_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeCash,Prize2,25000,1,,40,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift11_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher5,Prize2,1,1,,400,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift12_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher3,Prize2,5,1,,188,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift13_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Expansion Key,Prize2,3,1,,100,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,25,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift14_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Demolition Charge,Prize2,5,1,,35,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift15_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Shovel,Prize2,5,1,,50,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift16_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Voucher4,Prize2,5,1,,500,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,20,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift17_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Pickaxe,Prize2,5,1,,60,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,34,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift18_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Mallet,Prize2,5,1,,150,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift19_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Marker Stake,Prize2,5,1,,150,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift20_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Land Deed,Prize2,5,1,,225,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,22,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift21_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Axe,Prize2,5,1,,20,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,17,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift22_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FasterTom_lv3,Prize2,1,1,,12,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift23_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,FreeTom_lv2,Prize2,1,1,,30,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,35,,WalkExclusiveGift,post_package_exclusive_item_claim
EasterGift24_week2,Common,sc/buildings_new.sc,post_package_exclusive,icon_gift_box_exclusive_01,Easter egg hunt,Prize2,1,1,,1000,Chocobunny,1,1,TreasureBox,TID_HOLIDAY_GIFT_TITLE,TID_GIFT_WILL_CONTAIN,,,TID_OPEN_HOLIDAY_GIFT_MESSAGE,1,,WalkExclusiveGift,post_package_exclusive_item_claim
