Name,ShopIconFileName,ShopIconExportName,ShopIconAnimScale,ShopIconClipped,UnlockLevel,RepUnlockLevel,ShopOrder,FileName,ExportName,ExportNameMirror,TileWidth,TileHeight,Price,DiamondPrice,DiscountPercentage,Vouchers,VoucherCount,PriceIncrease,DoPriceIncreaseEveryNObject,ShopDescriptionTID,TID,BuySound,AttractsButterflies,BirdsLand,SpawnsBirds,SpawnsFrogs,TapSound,CanBuy,SpinWheelPrize,BuyExp,Theme,TagSpecial,TagNature,TagDeco,TagSanctuary,TagStatue,HideFromLevelUpScreen,SanctuaryAnimal,PerceivedValue,UseCase,Passable
Aquarium,,,,,1,0,,sc/decos01_generic.sc,aquarium,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AQUARIUM,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Tipping duck,,,,,1,0,,sc/decos01_generic.sc,tipping_duck,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TIPPING_DUCK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Mosaic well,,,,,1,0,,sc/decos01_generic.sc,mosaic_well,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MOSAIC_WELL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pooltoy stack,,,90,,1,0,,sc/decos02_seasonal.sc,pooltoy_stack,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOLTOY_STACK,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Poolside table,,,,,1,0,,sc/decos02_seasonal.sc,poolside_table,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOLSIDE_TABLE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Beach rentals,,,125,,1,0,,sc/decos02_seasonal.sc,beach_rentals,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEACH_RENTALS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Poolside planter,,,110,,1,0,,sc/decos02_seasonal.sc,poolside_planter,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOLSIDE_PLANTER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Pool music,,,110,,1,0,,sc/decos02_seasonal.sc,pool_music,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POOL_MUSIC,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowery crate,,,,,1,0,,sc/decos02_seasonal.sc,flowery_crate,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWERY_CRATE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Flower goat,,,95,,1,0,,sc/decos02_seasonal.sc,flower_goat,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_GOAT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Straw chicken,,,,,1,0,,sc/decos02_seasonal.sc,straw_chicken,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_STRAW_CHICKEN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Flower gate,,,110,,1,0,,sc/decos02_seasonal.sc,flower_gate,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FLOWER_GATE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Bee keeper,,,135,,1,0,,sc/decos02_seasonal.sc,bee_keeper,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BEE_KEEPER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowling pig,,,,,1,0,,sc/decos02_seasonal.sc,pig_bowling,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BOWLING_PIG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Wild grass patch,,,,,1,0,,sc/decos03_features.sc,cogongrass_patch,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WILD_GRASS_PATCH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaffer sheep,,,,,1,0,,sc/decos02_seasonal.sc,gaffer_sheep,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GAFFER_SHEEP,,,,,,TapDecorationGeneric,,,,,TRUE,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sausage grill,,,,,1,0,,sc/decos02_seasonal.sc,sausage_grill,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SAUSAGE_GRILL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Sauerkraut barrel,,,,,1,0,,sc/decos02_seasonal.sc,sauerkraut_barrel,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SAUERKRAUT_BARREL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Pretzel station,,,115,,1,0,,sc/decos02_seasonal.sc,pretzel_stand,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PRETZEL_STATION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Gingerbread hearts,,,,,1,0,,sc/decos02_seasonal.sc,gingerbread_hearts,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GINGERBREAD_HEARTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Autumn picnic,,,,,1,0,,sc/decos02_seasonal.sc,autumn_picnic,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_PICNIC,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Rasberry refreshment,,,,,1,0,,sc/decos02_seasonal.sc,raspberry_refreshment,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RASPBERRY_REFRESHMENTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Autumn maple tree,,,,,1,0,,sc/decos02_seasonal.sc,maple_tree,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_MAPLE_TREE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Hay ride,,,120,,1,0,,sc/decos02_seasonal.sc,hay_ride,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HAY_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Wooden hedgehogs,,,,,1,0,,sc/decos02_seasonal.sc,wooden_hedgehogs,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WOODEN_HEDGEHOGS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Wooden train,,,,,1,0,,sc/decos02_seasonal.sc,wooden_train,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WOODEN_TRAIN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloomy candles,,,,,1,0,,sc/decos02_seasonal.sc,gloomy_candles,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GLOOMY_CANDLES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Scary mausoleum,,,,,1,0,,sc/decos02_seasonal.sc,spooky_mausoleum,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCARY_MAUSOLEUM,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Scary organ music,,,,,1,0,,sc/decos02_seasonal.sc,spooky_organ_player,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCARY_ORGAN_MUSIC,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Scary tomb,,,,,1,0,,sc/decos02_seasonal.sc,spooky_tomb,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SCARY_TOMB,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Black roses,,,,,1,0,,sc/decos02_seasonal.sc,black_roses,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BLACK_ROSES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Lobster ride,,,,,1,0,,sc/decos02_seasonal.sc,lobster_ride,,1,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LOBSTER_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Pig ride,,,115,,1,0,,sc/decos02_seasonal.sc,pig_ride,,1,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PIG_RIDE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Ticket booth,,,,,1,0,,sc/decos02_seasonal.sc,ticket_booth,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_TICKET_BOOTH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Cleaner pig,,,110,,1,0,,sc/decos02_seasonal.sc,mopping_pig,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CLEANER_PIG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Ghost pig,,,,,1,0,,sc/decos02_seasonal.sc,ghost_pig,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GHOST_PIG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Abandoned tombs,,,,,1,0,,sc/decos02_seasonal.sc,abandoned_tombs,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ABANDONED_TOMBS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanksgiving cosplay,,,90,,1,0,,sc/decos02_seasonal.sc,thanksgiving_costume,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_COSPLAY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Thanksgiving wagon,,,115,,1,0,,sc/decos02_seasonal.sc,thanksgiving_wagon,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_WAGON,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Thanksgiving balloon,,,,,1,0,,sc/decos02_seasonal.sc,thanksgiving_balloon,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_BALLOON,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Thanksgiving pavilion,,,,,1,0,,sc/decos02_seasonal.sc,thanksgiving_pavilion,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_PAVILION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Thanksgiving photo shoot,,,,,1,0,,sc/decos02_seasonal.sc,thanksgiving_photoboard,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_THANKSGIVING_PHOTO_SHOOT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Fairground fortune teller,,,115,,1,0,,sc/decos03_features.sc,fairground_fortune_teller,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FAIRGROUND_FORTUNE_TELLER,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pond yachting,,,120,,1,0,,sc/decos02_seasonal.sc,pond_yachting,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_POND_YACHTING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Mushroom picking,,,115,,1,0,,sc/decos02_seasonal.sc,mushroom_picker,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MUSHROOM_PICKING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Boat statue,,,,,1,0,,sc/decos02_seasonal.sc,boat_statue,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BOAT_STATUE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Mushroom log,,,115,,1,0,,sc/decos02_seasonal.sc,mushroom_log,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MUSHROOM_LOG,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seasonal greetings,,,,,1,0,,sc/decos02_seasonal.sc,festive_mail,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SEASONAL_GREETINGS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Mail office,,,,,1,0,,sc/decos02_seasonal.sc,winter_post_office,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_MAIL_OFFICE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Lumberjacks,,,,,1,0,,sc/decos02_seasonal.sc,winter_lumberjacks,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_LUMBERJACKS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Ski rentals,,,,,1,0,,sc/decos02_seasonal.sc,ski_rentals,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SKI_RENTALS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Airmail,,,,,1,0,,sc/decos02_seasonal.sc,airmail,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AIRMAIL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Autumn soup,,,,,1,0,,sc/decos02_seasonal.sc,autumn_soup,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_SOUP,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Autumn sculpture,,,110,,1,0,,sc/decos02_seasonal.sc,autumn_sculpture,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HAY_CHICKEN,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Autumn bird pond,,,115,,1,0,,sc/decos02_seasonal.sc,autumn_bird_pond,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_POND,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Autumn veggie cart,,,,,1,0,,sc/decos02_seasonal.sc,autumn_veggie_cart,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_AUTUMN_HARVEST_CART,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia trigona,,,,,1,0,,sc/decos03_features.sc,euphorbia_trigona,,1,1,5500,,,,,500,1,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_EUPHORBIA_TRIGONA,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,OstrichChick1,,,
Sicklebush,,,,,1,0,,sc/decos03_features.sc,sicklebush,,2,1,,,,Voucher1,5,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SICKLEBUSH,Buy,,,,,TapDecorationGeneric,TRUE,,25,,,TRUE,,TRUE,,,OstrichChick2,,,
,,,,,,,,,,,,,,,,Voucher3,1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candle chimes,,,,,1,0,,sc/decos02_seasonal.sc,candle_chimes,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CANDLE_CHIMES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Holiday baking,,,,,1,0,,sc/decos02_seasonal.sc,holiday_baking,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HOLIDAY_BAKING,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Cow santa,,,,,1,0,,sc/decos02_seasonal.sc,cow_santa,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COW_SANTA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Gift pile santa,,,,,1,0,,sc/decos02_seasonal.sc,giftpile_santa,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GIFTPILE_SANTA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Gingerbread workshop,,,,,1,0,,sc/decos02_seasonal.sc,gingerbread_workshop,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GINGERBREAD_WORKSHOP,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Gift delivery,,,,,1,0,,sc/decos02_seasonal.sc,gift_delivery,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GIFT_DELIVERY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Jolly wreath,,,,,1,0,,sc/decos02_seasonal.sc,jolly_wreath,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JOLLY_WREATH,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Jolly well,,,,,1,0,,sc/decos02_seasonal.sc,jolly_well,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_JOLLY_WELL,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
Wooden santa,,,,,1,0,,sc/decos02_seasonal.sc,wooden_santa,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WOODEN_SANTA,,,,,,TapDecorationGeneric,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disco chicken,,,,,1,0,,sc/decos02_seasonal.sc,discoball_chicken,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DISCO_BALL,,,,,,TapDecorationGeneric,,,,NewYear,,,,,,,,,,
Dance floor,,,135,,1,0,,sc/decos02_seasonal.sc,new_year_ball_room,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_DANCE_FLOOR,,,,,,TapDecorationGeneric,,,,NewYear,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apres ski,,,,,1,0,,sc/decos06_farmpass.sc,farmpass_apresski,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_APRES_SKI,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,
Ski maintenance,,,110,,1,0,,sc/decos06_farmpass.sc,farmpass_skimaintenance,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WAXING_STATION,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,
Chocolate frenzy,,,,,1,0,,sc/decos06_farmpass.sc,farmpass_chocofrenzy,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CHOCOLATE_FRENZY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,
Fruit frenzy,,,110,,1,0,,sc/decos06_farmpass.sc,farmpass_fruitfrenzy,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FRUIT_FRENZY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,
Garden helpers,,,,,1,0,,sc/decos06_farmpass.sc,farmpass_gardenhelpers,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_GARDEN_HELPERS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,
Busy bees,,,110,,1,0,,sc/decos06_farmpass.sc,farmpass_busybees,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BUSY_BEES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,FPE,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine summit,,,,,1,0,,sc/decos07_valley.sc,valley_austria,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_REACHING_HEIGHTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Coral reef,,,,,1,0,,sc/decos07_valley.sc,valley_papuanewguinea,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CORAL_REEF,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Valley,
Feeding birds,,,,,1,0,,sc/decos07_valley.sc,valley_venezuela,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_FEEDING_BIRDS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Chimney nest,,,,,1,0,,sc/decos07_valley.sc,valley_poland,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_OCCUPIED_CHIMNEY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Stone lemurs,,,,,1,0,,sc/decos07_valley.sc,valley_madagascar,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_STONE_LEMURS,,,,,,TapDecorationGeneric,,,,,,,,,TRUE,,,,Valley,
Cheesemonger,,,,,1,0,,sc/decos07_valley.sc,valley_paraguay,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_CHEESY_VENDOR,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Colorful tapestry,,,,,1,0,,sc/decos07_valley.sc,valley_serbia,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COLORFUL_TAPESTRY,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Sturdy yurt,,,,,1,0,,sc/decos07_valley.sc,valley_mongolia,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_STURDY_YURT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Serene temple,,,,,1,0,,sc/decos07_valley.sc,valley_srilanka,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SERENE_TEMPLE,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Colorful hut,,,,,1,0,,sc/decos07_valley.sc,valley_nigeria,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_COLORFUL_HUT,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Picking berries,,,,,1,0,,sc/decos07_valley.sc,valley_estonia,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_PICKING_BERRIES,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
Colorful crafts,,,,,1,0,,sc/decos07_valley.sc,valley_guatemala,,2,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_COLORFUL_CRAFTS,,,,,,TapDecorationGeneric,,,,,,,,,,,,,Valley,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter photo op,,,110,,1,0,,sc/decos02_seasonal.sc,winter_photo_shoot,,2,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_PHOTO_OP,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Rescue patrol,,,,,1,0,,sc/decos02_seasonal.sc,rescue_patrol,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_RESCUE_PATROL,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Winter centerpiece,,,130,,1,0,,sc/decos02_seasonal.sc,winter_centerpiece_right,winter_centerpiece_left,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_CENTERPIECE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Reindeer ride,,,,,1,0,,sc/decos02_seasonal.sc,reindeer_ride,,3,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_REINDEER_RIDE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Winter gate,,,,,1,0,,sc/decos02_seasonal.sc,wonderland_arch,,3,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_GATE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Warm fondue,,,,,1,0,,sc/decos02_seasonal.sc,hot_fondue,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HOT_FONDUE,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Snowman balloon,,,,,1,0,,sc/decos02_seasonal.sc,snowman_balloon,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_SNOWMAN_BALLOON,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Winter park,,,130,,1,0,,sc/decos02_seasonal.sc,winter_park,,3,3,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_PARK,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Icy fountain,,,,,1,0,,sc/decos02_seasonal.sc,icy_fountain,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ICY_FOUNTAIN,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Winter bench,,,,,1,0,,sc/decos02_seasonal.sc,winter_bench,,1,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_WINTER_BENCH,,,,,,TapDecorationGeneric,,,,Christmas,,,,,,,,,,
Ice pig,,,,,1,0,,sc/decos02_seasonal.sc,ice_pig,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_ICE_PIG,,,,,,TapDecorationGeneric,,,,Christmas,,,,,TRUE,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balcony serenade,,,110,,1,0,,sc/decos02_seasonal.sc,heartwarming_serenade,,3,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_BALCONY_SERENADE,,,,,,TapDecorationGeneric,,,,Valentines,,,,,,,,,,
Heartwarming fountain,,,,,1,0,,sc/decos02_seasonal.sc,heartwarming_fountain,,2,2,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HEARTWARMING_FOUNTAIN,,,,,,TapDecorationGeneric,,,,Valentines,,,,,,,,,,
Heartwarming gift,,,,,1,0,,sc/decos02_seasonal.sc,hearthwarming_gift,,1,1,,999,,,,,,TID_DECO_GENERICFARM_DESCRIPTION,TID_DECO_HEARTWARMING_GIFT,,,,,,TapDecorationGeneric,,,,Valentines,,,,,,,,,,
