Name,TaskType,SubTaskType,TID,DescriptionTID,IconTooltipTID,ExportName,SubTaskIcon,MinRequiredQuantity,MaxRequiredQuantity,Deprecated,MinXPLevelForSpawn,SpawnProbabilityWeightLeague1,SpawnProbabilityWeightLeague2,SpawnProbabilityWeightLeague3,SpawnProbabilityWeightLeague4,SpawnProbabilityWeightLeague5,MinEventTimeMinLeftForSpawn,TaskParam1,TaskParam2,TaskParam3,MinRewardNeighborhoodPoints,MaxRewardNeighborhoodPoints,MinTaskDurationMin,MaxTaskDurationMin,CooldownIntervalSeconds,AdminCooldownIntervalSeconds,InstantCompleteCooldown,MinRepLevelForSpawn,TaskTags
CollectGoodEasyMushroomSalad,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,6,,89,2,8,4,2,0,0,MushroomSalad,Salad_Bar,,50,90,576,864,1800,1800,5,,Easy;CollectGood;MushroomSalad
CollectGoodEasySesameSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,5,,93,2,8,4,2,0,0,SesameSmoothie,Smoothie_Mixer,,50,90,324,540,1800,1800,5,,Easy;CollectGood;SesameSmoothie
CollectGoodEasyMushroomSoup,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,4,,104,2,8,4,2,0,0,MushroomSoup,Soup_Kitchen,,50,90,576,768,1800,1800,5,,Easy;CollectGood;MushroomSoup
CollectGoodMediumSesameBrittle,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,14,,78,2,7,6,5,0,0,SesameBrittle,Candy_Machine,,120,190,1254,1596,1800,1800,5,,Medium;CollectGood;SesameBrittle
CollectGoodMediumSesameIceCream,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,5,7,,50,2,7,6,5,0,0,SesameIceCream,Ice_Cream_Maker,,120,190,1140,1596,1800,1800,5,,Medium;CollectGood;SesameIceCream
CollectGoodMediumMushroomPasta,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,6,8,,101,2,7,6,5,0,0,MushroomPasta,Pasta_Kitchen,,120,190,855,1140,1800,1800,5,,Medium;CollectGood;MushroomPasta
CollectGoodMediumMushroomSalad,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,10,13,,89,2,7,6,5,0,0,MushroomSalad,Salad_Bar,,120,190,1140,1482,1800,1800,5,,Medium;CollectGood;MushroomSalad
CollectGoodMediumSesameSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,8,10,,93,2,7,6,5,0,0,SesameSmoothie,Smoothie_Mixer,,120,190,684,855,1800,1800,5,,Medium;CollectGood;SesameSmoothie
CollectGoodMediumMushroomSoup,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,7,9,,104,2,7,6,5,0,0,MushroomSoup,Soup_Kitchen,,120,190,1064,1368,1800,1800,5,,Medium;CollectGood;MushroomSoup
CollectGoodHardSesameBrittle,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,17,25,,78,2,11,15,20,6,0,SesameBrittle,Candy_Machine,,235,320,1836,2700,1800,1800,5,,Hard;CollectGood;SesameBrittle
CollectGoodHardSesameIceCream,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,13,,50,2,11,15,20,6,0,SesameIceCream,Ice_Cream_Maker,,235,320,1944,2808,1800,1800,5,,Hard;CollectGood;SesameIceCream
CollectGoodHardMushroomPasta,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,9,14,,101,2,11,15,20,6,0,MushroomPasta,Pasta_Kitchen,,235,320,1215,1890,1800,1800,5,,Hard;CollectGood;MushroomPasta
CollectGoodHardMushroomSalad,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,16,24,,89,2,11,15,20,6,0,MushroomSalad,Salad_Bar,,235,320,1728,2592,1800,1800,5,,Hard;CollectGood;MushroomSalad
CollectGoodHardSesameSmoothie,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,13,19,,93,2,11,15,20,6,0,SesameSmoothie,Smoothie_Mixer,,235,320,1053,1539,1800,1800,5,,Hard;CollectGood;SesameSmoothie
CollectGoodHardMushroomSoup,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,11,17,,104,2,11,15,20,6,0,MushroomSoup,Soup_Kitchen,,235,320,1584,2448,1800,1800,5,,Hard;CollectGood;MushroomSoup
HarvestCropEasyGinger,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_GINGER_DESCRIPTION,,,,85,144,,78,8,32,13,8,0,60,Ginger,,,50,90,450,750,1800,1800,5,,Easy;Ginger;Crop
HarvestCropEasyMushroom,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_MUSHROOM_DESCRIPTION,,,,116,214,,89,8,32,13,8,0,0,Mushroom,,,50,90,190,230,1800,1800,5,,Easy;Mushroom;Crop
HarvestCropEasySesame,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SESAME_DESCRIPTION,,,,67,118,,50,8,32,13,8,0,0,Sesame,,,50,90,270,390,1800,1800,5,,Easy;Sesame;Crop
HarvestCropMediumGinger,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_GINGER_DESCRIPTION,,,,197,267,,78,7,26,22,20,0,240,Ginger,,,120,190,780,1080,1800,1800,5,,Medium;Ginger;Crop
HarvestCropMediumMushroom,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_MUSHROOM_DESCRIPTION,,,,273,365,,89,7,26,22,20,0,0,Mushroom,,,120,190,300,340,1800,1800,5,,Medium;Mushroom;Crop
HarvestCropMediumSesame,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SESAME_DESCRIPTION,,,,157,211,,50,7,26,22,20,0,24,Sesame,,,120,190,540,540,1800,1800,5,,Medium;Sesame;Crop
HarvestCropHardGinger,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_GINGER_DESCRIPTION,,,,319,441,,78,9,43,55,79,21,1200,Ginger,,,235,320,1410,1710,1800,1800,5,,Hard;Ginger;Crop
HarvestCropHardMushroom,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_MUSHROOM_DESCRIPTION,,,,523,708,,89,9,43,55,79,21,200,Mushroom,,,235,320,410,490,1800,1800,5,,Hard;Mushroom;Crop
HarvestCropHardSesame,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SESAME_DESCRIPTION,,,,272,372,,50,9,43,55,79,21,480,Sesame,,,235,320,690,810,1800,1800,5,,Hard;Sesame;Crop
HarvestCropEasyWheat_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_WHEAT_DESCRIPTION,,,,77,77,,18,8,8,8,8,8,0,Wheat,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Wheat;Minimum
HarvestCropEasyCorn_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CORN_DESCRIPTION,,,,61,61,,18,8,8,8,8,8,0,Corn,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Corn;Minimum
HarvestCropEasySoybean_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SOYBEAN_DESCRIPTION,,,,47,47,,18,8,8,8,8,8,0,Soybean,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Soybean;Minimum
HarvestCropEasySugarcane_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_SUGARCANE_DESCRIPTION,,,,44,44,,18,8,8,8,8,8,0,Sugarcane,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Sugarcane;Minimum
HarvestCropEasyCarrot_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CARROT_DESCRIPTION,,,,53,53,,18,8,8,8,8,8,0,Carrot,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Carrot;Minimum
HarvestCropEasyIndigo_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_INDIGO_DESCRIPTION,,,,39,39,,18,8,8,8,8,8,0,Indigo,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Indigo;Minimum
HarvestCropEasyPumpkin_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_PUMPKIN_DESCRIPTION,,,,38,38,,18,8,8,8,8,8,0,Pumpkin,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Pumpkin;Minimum
HarvestCropEasyCotton_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_COTTON_DESCRIPTION,,,,38,38,,18,8,8,8,8,8,0,Cotton,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Cotton;Minimum
HarvestCropEasyChili_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_CHILI_DESCRIPTION,,,,37,37,,25,8,8,8,8,8,0,Chili,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Chili;Minimum
HarvestCropEasyTomato_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_TOMATO_DESCRIPTION,,,,36,36,,30,8,8,8,8,8,0,Tomato,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Tomato;Minimum
HarvestCropEasyStrawberry_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_STRAWBERRY_DESCRIPTION,,,,36,36,,34,8,8,8,8,8,0,Strawberry,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Strawberry;Minimum
HarvestCropEasyPotato_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_POTATO_DESCRIPTION,,,,37,37,,35,8,8,8,8,8,0,Potato,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Potato;Minimum
HarvestCropEasyRice_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_RICE_DESCRIPTION,,,,42,42,,56,8,8,8,8,8,0,Rice,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Rice;Minimum
HarvestCropEasyLettuce_Minimum,HarvestCrop,,TID_NEIGHBORHOOD_TASK_HARVEST_CROP_TITLE,TID_DERBY_TASK_HARVEST_LETTUCE_DESCRIPTION,,,,37,37,,58,8,8,8,8,8,0,Lettuce,,,50,50,1440,1440,1800,1800,5,,Easy;Crop;Regular;Lettuce;Minimum
CollectAnimalProductEasyEgg_Minimum,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_CHICKEN_DESCRIPTION,,,,16,16,,18,22,22,22,22,22,0,Egg,,,50,50,1440,1440,1800,1800,5,,Easy;AnimalProduct;Regular;Egg;Minimum
CollectAnimalProductEasyMilk_Minimum,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_COW_DESCRIPTION,,,,12,12,,18,22,22,22,22,22,0,Milk,,,50,50,1440,1440,1800,1800,5,,Easy;AnimalProduct;Regular;Milk;Minimum
CollectAnimalProductEasyWool_Minimum,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_SHEEP_DESCRIPTION,,,,11,11,,32,22,22,22,22,22,0,Wool,,,50,50,1440,1440,1800,1800,5,,Easy;AnimalProduct;Regular;Wool;Minimum
CollectAnimalProductEasyBacon_Minimum,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_PIG_DESCRIPTION,,,,11,11,,42,22,22,22,22,22,0,Bacon,,,50,50,1440,1440,1800,1800,5,,Easy;AnimalProduct;Regular;Bacon;Minimum
CollectAnimalProductEasyGoat Milk_Minimum,CollectAnimalProduct,,TID_NEIGHBORHOOD_TASK_COLLECT_ANIMAL_PRODUCT_TITLE,TID_DERBY_TASK_HARVEST_GOAT_DESCRIPTION,,,,8,8,,50,22,22,22,22,22,0,Goat Milk,,,50,50,1440,1440,1800,1800,5,,Easy;AnimalProduct;Regular;Goat Milk;Minimum
FishLureEasy_Minimum,FishLureByWeight,,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_TITLE,TID_NEIGHBORHOOD_TASK_FISH_LURE_BY_WEIGHT_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FISHING_TASK,nh_derby_task_fishing_order,,10,10,,27,101,101,101,101,101,0,,,,50,50,1440,1440,1800,1800,5,,Easy;FishLure;Regular;Minimum
CarOrderEasy_Minimum,CarOrder,,TID_NEIGHBORHOOD_TASK_CAR_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_CAR_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_CARORDERS_TASK,nh_derby_task_car_order,,3,3,,10,101,101,101,101,101,0,,,,50,50,1440,1440,1800,1800,5,,Easy;CarOrder;Regular;Minimum
BoatOrderEasy_Minimum,BoatOrder,,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_TITLE,TID_NEIGHBORHOOD_TASK_BOAT_ORDER_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_BOATORDERS_TASK,nh_derby_task_boat_order,,1,1,,17,72,72,72,72,72,0,,,,50,50,1440,1440,1800,1800,5,,Easy;BoatOrder;Regular;Minimum
ServeTownVisitorEasy_Minimum,ServeTownVisitor,,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_TITLE,TID_NEIGHBORHOOD_TASK_SERVE_TOWN_VISITOR_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_TOWNVISITOR_TASK,nh_derby_task_town_order,,2,2,,36,114,114,114,114,114,0,,,,50,50,1440,1440,1800,1800,5,,Easy;ServeTownVisitor;Regular;Minimum
ExcavateOreEasy_Minimum,ExcavateOre,,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_TITLE,TID_NEIGHBORHOOD_TASK_EXCAVATE_ORE_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_EXCAVATEORE_TASK,nh_derby_task_mine_order,,9,9,,24,104,104,104,104,104,0,,,,50,50,1440,1440,1800,1800,5,,Easy;ExcavateOre;Regular;Minimum
GiveHelpEasy_Minimum,GiveHelp,,TID_NEIGHBORHOOD_TASK_GIVE_HELP_TITLE,TID_NEIGHBORHOOD_TASK_GIVE_HELP_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_HELP_TASK,tool_request_help,,3,3,,18,104,104,104,104,104,0,,,,50,50,1440,1440,1800,1800,5,,Easy;GiveHelp;Regular;Minimum
FeedAnimalEasy_Minimum,FeedAnyAnimal,,TID_NEIGHBORHOOD_TASK_FEED_ANIMAL_TITLE,TID_NEIGHBORHOOD_TASK_FEED_ANIMAL_DESCRIPTION,TID_DERBY_TASKLIST_TOOLTIP_FEEDANIMAL_TASK,tool_feed_question,,18,18,,18,60,60,60,60,60,0,,,,50,50,1440,1440,1800,1800,5,,Easy;FeedAnimal;Regular;Minimum
CollectGoodEasyApple Juice_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,30,2,2,2,2,2,0,Apple Juice,Juice_Press,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Apple Juice;Minimum
CollectGoodEasyBacon and Eggs_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,4,,18,2,2,2,2,2,0,Bacon and Eggs,Barbecue_Grill,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Bacon and Eggs;Minimum
CollectGoodEasyBaked Potato_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,35,2,2,2,2,2,0,Baked Potato,Barbecue_Grill,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Baked Potato;Minimum
CollectGoodEasyBerry Cake_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,23,2,2,2,2,2,0,Berry Cake,Cake_Oven,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Berry Cake;Minimum
CollectGoodEasyBlackberry Muffin_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,26,2,2,2,2,2,0,Blackberry Muffin,Bakery,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Blackberry Muffin;Minimum
CollectGoodEasyCarrot Cake_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,21,2,2,2,2,2,0,Carrot Cake,Cake_Oven,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Carrot Cake;Minimum
CollectGoodEasyChili Popcorn_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,25,2,2,2,2,2,0,Chili Popcorn,Popcorn_Pot,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Chili Popcorn;Minimum
CollectGoodEasyCotton Shirt_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,19,2,2,2,2,2,0,Cotton Shirt,Sewing_Machine,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Cotton Shirt;Minimum
CollectGoodEasyFeta Pie_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,34,2,2,2,2,2,0,Feta Pie,Pie_Oven,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Feta Pie;Minimum
CollectGoodEasyGoat Cheese_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,33,2,2,2,2,2,0,Goat Cheese,Dairy,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Goat Cheese;Minimum
CollectGoodEasyYogurtSmoothie_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,70,2,2,2,2,2,0,YogurtSmoothie,Smoothie_Mixer,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;YogurtSmoothie;Minimum
CollectGoodEasyOliveOil_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,60,2,2,2,2,2,0,OliveOil,Sauce_Mixer,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;OliveOil;Minimum
CollectGoodEasyPotato Bread_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,39,2,2,2,2,2,0,Potato Bread,Bakery,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Potato Bread;Minimum
CollectGoodEasyPumpkin Pie_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,18,2,2,2,2,2,0,Pumpkin Pie,Pie_Oven,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Pumpkin Pie;Minimum
CollectGoodEasyBlue Woolly Hat_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,4,,19,2,2,2,2,2,0,Blue Woolly Hat,Loom,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Blue Woolly Hat;Minimum
CollectGoodEasySyrup_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,18,2,2,2,2,2,0,Syrup,Sugar_Mill,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Syrup;Minimum
CollectGoodEasyToffee_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,52,2,2,2,2,2,0,Toffee,Candy_Machine,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Toffee;Minimum
CollectGoodEasyTofu Dog_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,76,2,2,2,2,2,0,Tofu Dog,Hotdog_Stand,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Tofu Dog;Minimum
CollectGoodEasyTomato Juice_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,3,3,,32,2,2,2,2,2,0,Tomato Juice,Juice_Press,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Tomato Juice;Minimum
CollectGoodEasyVanilla Ice Cream_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,29,2,2,2,2,2,0,Vanilla Ice Cream,Ice_Cream_Maker,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Vanilla Ice Cream;Minimum
CollectGoodEasyStrawberry Candle_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,48,2,2,2,2,2,0,Strawberry Candle,Candle_Maker,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Strawberry Candle;Minimum
CollectGoodEasyRaspberry Candle_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,52,2,2,2,2,2,0,Raspberry Candle,Candle_Maker,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Raspberry Candle;Minimum
CollectGoodEasySweater_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,18,2,2,2,2,2,0,Sweater,Loom,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Sweater;Minimum
CollectGoodEasyHoney Toast_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,4,,69,2,2,2,2,2,0,Honey Toast,Sandwich_Bar,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Honey Toast;Minimum
CollectGoodEasyLemon Curd_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,4,4,,66,2,2,2,2,2,0,Lemon Curd,Sauce_Mixer,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;Lemon Curd;Minimum
CollectGoodEasyGreenSmoothie_Minimum,CollectGood,,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_TITLE,TID_NEIGHBORHOOD_TASK_COLLECT_GOOD_DESCRIPTION,,,,2,2,,66,2,2,2,2,2,0,GreenSmoothie,Smoothie_Mixer,,50,50,1440,1440,1800,1800,5,,Easy;CollectGood;Regular;GreenSmoothie;Minimum
