TID,FR
TID_CATALOG_INFO_PINECONE_SOURCE_TASK,Obtenez des pommes de pin dans l'événement spécial en cours.
TID_CATALOG_INFO_PINECONE_SOURCE_SHOP,Achetez des pommes de pin dans les offres du magasin.
TID_CATALOG_INFO_PINECONE_SOURCE_WHEEL,Obtenez des pommes de pin grâce à la roue de la Fortune.
TID_CATALOG_INFO_PINECONE_SOURCE_ADS,Obtenez des pommes de pin en regardant des publicités.
TID_CATALOG_INFO_PINECONE_CONVERSION,Toutes les pommes de pin restantes à la fin de l'événement seront converties en pièces.
TID_CATALOG_INFO_REWARDS_LIMITED,Les récompenses du catalogue ne sont disponibles que pour une durée limitée.
TID_CATALOG_INFO_HOLLY_SOURCE_TRUCK,Remplissez des commandes du camion pour obtenir du houx.
TID_CATALOG_INFO_HOLLY_SOURCE_BOAT,Remplissez des commandes du bateau pour obtenir du houx.
TID_CATALOG_INFO_HOLLY_EXCHANGE,Échangez votre houx contre des récompenses dans le catalogue.
TID_CATALOG_INFO_HOLLY_SOURCE_TASK,Obtenez du houx dans l'événement spécial en cours.
TID_CATALOG_INFO_HOLLY_SOURCE_SHOP,Achetez du houx dans les offres du magasin.
TID_CATALOG_INFO_HOLLY_SOURCE_WHEEL,Obtenez du houx grâce à la roue de la Fortune.
TID_CATALOG_INFO_HOLLY_SOURCE_ADS,Obtenez du houx en regardant des publicités.
TID_CATALOG_INFO_HOLLY_CONVERSION,Tout le houx restant à la fin de l'événement sera converti en pièces.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TRUCK,Remplissez des commandes du camion pour obtenir des lapins en chocolat.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_BOAT,Remplissez des commandes du bateau pour obtenir des lapins en chocolat.
TID_CATALOG_INFO_CHOCOBUNNY_EXCHANGE,Échangez vos lapins en chocolat contre des récompenses dans le catalogue.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TASK,Obtenez des lapins en chocolat dans l'événement spécial en cours.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_SHOP,Achetez des lapins en chocolat dans les offres du magasin.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_WHEEL,Obtenez des lapins en chocolat grâce à la roue de la Fortune.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_ADS,Obtenez des lapins en chocolat en regardant des publicités.
TID_CATALOG_INFO_CHOCOBUNNY_CONVERSION,Tous les lapins en chocolat restants à la fin de l'événement seront convertis en pièces.
TID_CATALOG_INFO_MUSICNOTES_SOURCE_TRUCK,Remplissez des commandes du camion pour obtenir des notes de musique.
TID_CATALOG_INFO_MUSICNOTES_SOURCE_BOAT,Remplissez des commandes du bateau pour obtenir des notes de musique.
TID_CATALOG_INFO_MUSICNOTES_EXCHANGE,Échangez vos notes de musique contre des récompenses dans le catalogue.
TID_CATALOG_INFO_MUSICNOTES_SOURCE,Obtenez des notes de musique en participant à des événements d'anniversaire.
TID_CATALOG_INFO_MUSICNOTES_CONVERSION,Toutes les notes de musique restantes à la fin de l'événement seront converties en pièces.
TID_DECO_GAFFER_SHEEP,Mouton d'éclairage
TID_FARMPASS_EARLY_BIRD_OFFER_ENDS,Fin de l'offre : <TIME>
TID_FARMPASS_EARLY_BIRD_OFFER_TITLE,Achetez le lot de pass Hay Day exclusif
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE,Gâteau d'anniversaire
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE_DESCRIPTION,Monnaie spéciale de l'événement d'anniversaire. Récupérez-en plus en terminant des commandes du camion. Échangez-les contre des cadeaux dans le catalogue d'événement !
TID_ICON_CATALOGUE_MUSICNOTE,Note de musique
TID_ICON_CATALOGUE_MUSICNOTE_DESCRIPTION,Monnaie spéciale des événements d'anniversaire. Récupérez-en plus en participant aux événements d'anniversaire. Échangez-les contre des cadeaux dans le catalogue d'événement !
TID_FEATURE_DECO_STICKER_BOOK,Livre des collections de décorations
TID_CATALOG_INFO_RAINBOW_CAKE_SOURCE_TRUCK,Remplissez des commandes du camion pour obtenir des gâteaux d'anniversaire.
TID_CUSTOMIZATION_BIRTHDAY2024,Anniversaire rock 'n' roll
TID_GACHA_BONUS_ITEM,Bonus !
TID_CATALOG_INFO_RAINBOWCAKE_SOURCE_TRUCK,Remplissez des commandes du camion pour obtenir des gâteaux d'anniversaire.
TID_CATALOG_INFO_RAINBOWCAKE_EXCHANGE,Échangez vos gâteaux d'anniversaire contre des récompenses dans le catalogue.
TID_CATALOG_INFO_RAINBOWCAKE_CONVERSION,Tous les gâteaux d'anniversaire restants à la fin de l'événement seront convertis en pièces.
TID_DECO_BARRICADE_FENCE,Clôture en bouleau
TID_DECO_LEAFPILE_PATH,Chemin de feuilles d'automne
TID_DECO_WOODEN_HEART_FENCE,Clôture cœur en bois
TID_DECO_SAUSAGE_GRILL,Barbecue géant
TID_DECO_SAUERKRAUT_BARREL,Baril de choucroute
TID_DECO_PRETZEL_STATION,Stand de bretzels
TID_DECO_GINGERBREAD_HEARTS,Cœurs en pain d'épices
TID_DECO_AUTUMN_PICNIC,Pique-nique automnal
TID_DECO_RASPBERRY_REFRESHMENTS,Boissons à la framboise
TID_DECO_AUTUMN_MAPLE_TREE,Érable
TID_DECO_HAY_RIDE,Camion de foin
TID_DECO_WOODEN_HEDGEHOGS,Hérissons en bois
TID_DECO_WOODEN_TRAIN,Petit train en bois
TID_ANIMAL_ACCESSORY_HAT_STRAW_HAT,Chapeau de paille
TID_ANIMAL_ACCESSORY_HAT_GOLDEN_LEAF_TIARA,Couronne de laurier
TID_FLOATER_HABITAT_NO_MORE_ANIMALS,Amélioration indisponible. Un nouvel animal arrive bientôt !
TID_CUSTOMIZATION_IVY,Cottage violet
TID_CUSTOMIZATION_IVY_SUMMER,Cottage jaune
TID_EDIT_MODE_ERASE_TUTORIAL_TITLE,Faites glisser pour effacer
TID_EDIT_MODE_ERASE_TUTORIAL_TEXT,Supprimez des objets en les faisant glisser ou en appuyant dessus. N'oubliez pas de sortir du mode suppression pour déplacer la carte !
TID_EDIT_MODE_ERASE_TUTORIAL_BUTTON,OK
TID_DECO_GLOOMY_CANDLES,Candélabre lugubre
TID_DECO_SCARY_MAUSOLEUM,Mausolée lugubre
TID_DECO_SCARY_ORGAN_MUSIC,Musique d'orgue lugubre
TID_DECO_SCARY_TOMB,Tombe lugubre
TID_DECO_BLACK_ROSES,Roses noires
TID_DECO_LOBSTER_RIDE,Train homard
TID_DECO_PIG_RIDE,Train cochon
TID_DECO_TICKET_BOOTH,Guichet
TID_DECO_CLEANER_PIG,Cochon de ménage
TID_DECO_GHOST_PIG,Cochon Casper
TID_DECO_ABANDONED_TOMBS,Tombes oubliées
TID_DECO_GLASS_WALL,Clôture en vitrail
TID_DECO_CAT_FENCE,Clôture chats noirs
TID_DECO_DINOSAUR_FOOTPRINT_PATH,Chemin d'empreintes de dinos
TID_DECO_CENTIPEDE_FENCE,Clôture mille-pattes
TID_DECO_THANKSGIVING_COSPLAY,Costume de Thanksgiving
TID_DECO_THANKSGIVING_WAGON,Wagon de Thanksgiving
TID_DECO_THANKSGIVING_BALLOON,Ballon de Thanksgiving
TID_DECO_THANKSGIVING_PAVILION,Chapiteau de Thanksgiving
TID_DECO_THANKSGIVING_PHOTO_SHOOT,Passe-têtes de Thanksgiving
TID_DECO_FAIRGROUND_FORTUNE_TELLER,Voyante de la foire
TID_DECO_THANKSGIVING_FENCE,Clôture de Thanksgiving
TID_DECO_THANKSGIVING_PATH,Chemin de Thanksgiving
TID_DECO_POND_YACHTING,Traversée de mare
TID_DECO_MUSHROOM_PICKING,Cueillette de champignons
TID_DECO_BOAT_STATUE,Bateau sculpté
TID_DECO_MUSHROOM_LOG,Bûche couverte de mousse
TID_DECO_MUSHROOM_FENCE,Clôture champignons
TID_DECO_SEASONAL_GREETINGS,Courrier festif
TID_DECO_MAIL_OFFICE,Poste hivernale
TID_DECO_LUMBERJACKS,Bûcherons hivernaux
TID_DECO_SKI_RENTALS,Location de skis
TID_DECO_AIRMAIL,Courrier aérien
TID_DECO_ELECTRIC_CANDLES_FENCE,Clôture de bougies
TID_HALLOWEEN_CANDY_MAKER,Fabrique à bonbons d'Halloween
TID_HALLOWEEN_CANDY_MAKER_DESCRIPTION,Produit des bonbons d'Halloween
TID_HALLOWEEN_CANDY1_24,Dents en gélatine
TID_HALLOWEEN_CANDY2_24,Vers en gélatine
TID_HALLOWEEN_CANDY3_24,Crânes en gélatine
TID_HALLOWEEN_CANDY4_24,Citrouilles en gélatine
TID_HALLOWEEN_CANDY_DESCRIPTION,Produit dans la fabrique de bonbons d'Halloween. Produit à durée limitée !
TID_EDIT_MODE_ERASE,Mode suppression actif
TID_CUSTOMIZATION_HALLOWEEN_2024,Halloween 2024
TID_ICON_GACHA_CURRENCY,Clés dorées
TID_ICON_GACHA_CURRENCY_DESCRIPTION,"Utilisez des clés dorées pour ouvrir des boîtes surprises. Vous pouvez en trouver dans des offres, dans le pass Hay Day, dans les événements et plus. Vous pouvez posséder un nombre de clés limité."
TID_DECO_STICKER_BOOK_TUTORIAL_6,"Si une décoration est disponible dans un événement en cours, le bouton montre un livre ouvert."
TID_DECO_PHASE_UNKNOWN,Inconnu : <TIME>
TID_DECO_PHASE_PREVIEW,Début de la phase de design : <TIME>
TID_DECO_PHASE_DECORATION,Fin de la phase de design : <TIME>
TID_DECO_PHASE_VOTING,Fin du vote : <TIME>
TID_DECO_PHASE_REWARDING,Fin du Festival du design dans <TIME>
TID_DECO_BUTTON_VOTE,Vote
TID_DECO_BUTTON_SUBMIT,Votre design
TID_DECO_BUTTON_EXPO,Galerie d'honneur
TID_HAMBURGER_MENU_PHOTO_MODE_BUTTON,Mode paysage
TID_DECO_VOTE_COUNTDOWN,Vous pourrez revoter dans <TIME>
TID_DECO_VOTE_TT,"Appuyez simplement sur le design que vous préférez. Plus vous votez, plus votre propre design sera mis en avant."
TID_DECO_VOTE_TT_TITLE,Choisissez votre design préféré !
TID_DECO_FEATURED_TITLE,Meilleurs designs
TID_DECO_FEATURED_PREPARE,Les designs seront affichés dans la galerie d'honneur pendant la phase de vote.
TID_DECO_FEATURED_COUNTDOWN,Les designs mis à l'honneur apparaîtront ici pendant la phase de vote et seront mis à jour régulièrement.
TID_DECO_FEATURED_CATEGORY_0,Designs impressionnants
TID_DECO_FEATURED_CATEGORY_1,Designs sublimes
TID_DECO_FEATURED_CATEGORY_2,La crème de la crème
TID_DECO_FEATURED_CLOSEUP_TITLE,Design de <NAME>
TID_DECO_FEATURED_CLOSEUP_TASKS_COMPLETED,Tâche terminée x<COUNT>
TID_DECO_FEATURED_CLOSEUP_VISIT,Visiter
TID_DECO_STICKER_BOOK_COLLECTION_21,Zen & Harmonie
TID_DECO_STICKER_BOOK_COLLECTION_22,Année du Serpent
TID_DECO_STICKER_BOOK_COLLECTION_23,Lit de roses
TID_DECO_STICKER_BOOK_COLLECTION_24,Bonbons & cœurs
TID_DECO_STICKER_BOOK_COLLECTION_25,Le Grand Carnaval
TID_DECO_STICKER_BOOK_COLLECTION_26,Balançoire printanière
TID_DECO_STICKER_BOOK_COLLECTION_27,Fleur de cerisier
TID_DECO_STICKER_BOOK_COLLECTION_28,Chasse aux œufs en chocolat
TID_DECO_STICKER_BOOK_COLLECTION_29,Jour de la Terre
TID_DECO_STICKER_BOOK_COLLECTION_30,Golden Week
TID_DECO_STICKER_BOOK_COLLECTION_31,<TODO:>Placeholder 31
TID_DECO_STICKER_BOOK_COLLECTION_32,Croâ croâ
TID_DECO_STICKER_BOOK_COLLECTION_33,Belle floraison
TID_DECO_STICKER_BOOK_COLLECTION_34,Haie Hay Day
TID_DECO_STICKER_BOOK_COLLECTION_35,Tous happy-culteurs
TID_DECO_STICKER_BOOK_COLLECTION_36,13 anniversaires !
TID_DECO_STICKER_BOOK_COLLECTION_37,Wishlist de la fête bohème
TID_DECO_STICKER_BOOK_COLLECTION_38,Camping avec Greg
TID_DECO_STICKER_BOOK_COLLECTION_39,<TODO:>Placeholder 39
TID_DECO_STICKER_BOOK_COLLECTION_40,<TODO:>Placeholder 40
TID_DECO_STICKER_BOOK_COLLECTION_41,<TODO:>Placeholder 41
TID_DECO_STICKER_BOOK_COLLECTION_42,<TODO:>Placeholder 42
TID_DECO_STICKER_BOOK_COLLECTION_43,<TODO:>Placeholder 43
TID_DECO_STICKER_BOOK_COLLECTION_44,<TODO:>Placeholder 44
TID_DECO_STICKER_BOOK_COLLECTION_45,<TODO:>Placeholder 45
TID_DECO_STICKER_BOOK_COLLECTION_46,<TODO:>Placeholder 46
TID_DECO_STICKER_BOOK_COLLECTION_47,<TODO:>Placeholder 47
TID_DECO_STICKER_BOOK_COLLECTION_48,<TODO:>Placeholder 48
TID_DECO_STICKER_BOOK_COLLECTION_49,<TODO:>Placeholder 49
TID_DECO_STICKER_BOOK_COLLECTION_50,<TODO:>Placeholder 50
TID_DECO_SUBMIT_SUBMITTED,Votre design a été envoyé !
TID_DECO_SUBMIT_NAME,Design de <NAME>
TID_DECO_SUBMIT_DATE,<DAY>/<MONTH>/<YEAR>
TID_DECO_SUBMIT_TASKS,Tâche terminée x<COUNT>
TID_DECO_SUBMIT_SUBMIT,Envoyer le design
TID_DECO_SUBMIT_DETAILS,Votre design ne pourra plus être modifié plus tard !
TID_DECO_SUBMIT_BUTTON,Envoyer
TID_DECO_RESUBMIT_BUTTON,Resoumettre
TID_DECO_SKIP_SUBMIT_BUTTON,Passer
TID_DECO_EVENT_SKIP_VOTING_COOL_DOWN,Réinitialiser le compte à rebours
TID_DECO_VOTING_NOT_STARTED_DESC,La phase de vote commencera une fois la phase de design terminée.
TID_DECO_VOTING_ENDED,Phase de vote terminée
TID_DECO_VOTING_ENDED_DESC,Rendez-vous dans galerie d'honneur pour voir les incroyables designs de vos amis fermiers. N'oubliez pas de dépenser vos pellicules photo dans le magasin !
TID_DECO_EVENT_REPORTED,Design signalé
TID_DECO_PHASE_SUBMITTED,Début de la phase de vote : <TIME>
TID_DECO_EVENT_REPORT_DIALOG_TEXT,Voulez-vous vraiment signaler ce design comme étant offensant ?
TID_DECO_EVENT_REPORT_CONFIRM,Signaler
TID_DECO_SUBMIT_TASKS_NOT_COMPLETED,Terminez les tâches requises pour envoyer votre design
TID_FLOATER_INVALID_OBJECT_POSITION_MODE,Vous ne pouvez pas placer ça ici !
TID_FLOATER_COMPLETED_DECO_EVENT_CHALLENGE_BUT_DID_NOT_SUBMIT_DESIGN,Il est trop tard pour soumettre un design !
TID_DECO_EVENT_CURRENCY,Pellicules photo
TID_DECO_EVENT_CURRENCY_DESC,Les pellicules photo peuvent encore être utilisées dans le magasin après la fin de l'événement.
TID_EVERGREEN_OFFER_VALUE_X,<VALUE>x valeur
TID_EVERGREEN_OFFER_EXTRA_AMOUNT,+<VALUE>
TID_EDIT_MODE_ERASER_DESCRIPTION,Désactivez le mode suppression pour déplacer la carte.
TID_DECO_SUBMIT_PREVIEW,Vous pourrez envoyer votre design pendant la phase de design.
TID_DECO_SUBMIT_PREVIEW_TIMER,Début de phase de design : <TIME>
TID_DECO_ORNATE_MUSHROOM_FENCE,Clôture champ-mignonne
TID_DECO_AUTUMN_HARVEST_CART,Charrette de récolte d'automne
TID_DECO_HAY_CHICKEN,Poule de foin
TID_DECO_GINGERBREAD_PATH,Chemin de pain d'épices
TID_DECO_JOLLY_WREATH,Couronne des fêtes
TID_DECO_JOLLY_WELL,Puits des fêtes
TID_DECO_GIFT_DELIVERY,Livraison de cadeaux
TID_DECO_GINGERBREAD_WORKSHOP,Atelier de pain d'épices
TID_DECO_SKI_TRACKS,Traces de skis
TID_DECO_ICE_PIG,Cochon de glace
TID_DECO_WINTER_PARK,Parc d'hiver
TID_DECO_ICY_FOUNTAIN,Fontaine gelée
TID_DECO_WINTER_BENCH,Banc d'hiver
TID_DECO_JOLLY_PATH,Chemin des fêtes
TID_DECO_COW_SANTA,Vache Noël
TID_DECO_FIREWORKS_FENCE,Clôture feux d'artifice
TID_DECO_DISCO_BALL,Boule à facettes
TID_DECO_CANDLE_CHIMES,Carillon bougies
TID_DECO_HOLIDAY_BAKING,Pâtisserie festive
TID_DECO_WOODEN_SANTA,Père Noël en bois
TID_SUMMER_GAMES_BOTTLE,Bouteille des jeux d'été
TID_SUMMER_GAMES_BOTTLE_DESCRIPTION,Objet de l'événement des jeux d'été. Obtenez-en plus en participant aux événements. Échangez-les contre des récompenses dans le catalogue d'événement.
TID_DECO_EVENT_LIKE_YOUR_DESIGN,<COUNT> fermiers ont aimé votre design !
TID_DECO_EVENT_SHOP,Magasin du Festival du design
TID_DECO_SUBMIT_MISSED,"Malheureusement, vous n'avez pas envoyé votre design à temps. Vous pouvez voter pour d'autres designs et gagner des pellicules photo pendant la phase de vote !"
TID_DECO_EVENT_VOTING_GO_TO_SHOP,Ouvrir le magasin du Festival du design
TID_DECO_EVENT_SUBMIT_AND_WAIT_TEXT,Bravo ! La phase de vote va bientôt commencer. N'oubliez pas de récupérer les récompenses des tâches terminées !
TID_ANIMAL_ACCESSORY_HAT_BAT_HEADBAND,Serre-tête chauves-souris
TID_ANIMAL_ACCESSORY_HAT_PILGRIM,Chapeau de pèlerin
TID_ANIMAL_ACCESSORY_HAT_SNOWFLAKE_HEADBAND,Serre-tête flocons
TID_ANIMAL_ACCESSORY_HAT_PARADE,Chapeau de parade
TID_MYSTERY_BOX_DESCRIPTION_ADS,La boîte mystère que vous avez trouvée est verrouillée ! Vous pouvez l'ouvrir en regardant une publicité.
TID_MYSTERY_BOX_DESCRIPTION_DIAMONDS_ADS,La boîte mystère que vous avez trouvée est verrouillée ! Vous pouvez l'ouvrir en utilisant des diamants ou en regardant une publicité.
TID_MYSTERY_CRATE_DESCRIPTION_ADS,Le coffre au trésor que vous avez trouvé est verrouillé ! Vous pouvez l'ouvrir en regardant une publicité.
TID_MYSTERY_CRATE_DESCRIPTION_DIAMONDS_ADS,Le coffre au trésor que vous avez trouvé est verrouillé ! Vous pouvez l'ouvrir en utilisant des diamants ou en regardant une publicité.
TID_EVERGREEN_STARTER_OFFER,Offre de lancement
TID_EDIT_MODE_ERASER_UNDO_BUTTON_DISABLED_FLOATER,Il n'y a aucun changement à annuler.
TID_EDIT_MODE_ERASER_UNDO_BUTTON_TUTORIAL_TEXT,Vous pouvez annuler un changement grâce au bouton Annuler.
TID_OSTRICHCHICK1,Autruchon gris
TID_OSTRICHCHICK2,Autruchon marron
TID_DECO_EUPHORBIA_TRIGONA,Euphorbia trigona
TID_DECO_SICKLEBUSH,Mimosa clochette
TID_DECO_GIFTPILE_SANTA,Papa Noël encombré
TID_ANDROID_NOTIFICATION_CHANNEL_DECO_EVENT,Festival du design
TID_NOTIFICATIONS_SETTINGS_HEADLINE_DECO_EVENT,Notifications du Festival du design
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_LIKES,Notification des mentions J'aime
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE,<LIKE_SENDER> et <OTHER_COUNT> autres fermiers ont aimé votre design !
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_ONE_LIKE,<LIKE_SENDER> a aimé votre design !
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_NO_SENDER_NAME,<COUNT> fermiers ont aimé votre design !
TID_EDIT_MODE_OBJECT_CONSTRUCTION_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,La construction commence quand vous enregistrez et activez ce plan.
TID_EDIT_MODE_OBJECT_GROWTH_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,La croissance commence quand vous enregistrez et activez ce plan.
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_VOTES_AVAILABLE,Notification de votes disponibles
TID_DECO_EVENT_VOTES_AVAILABLE_NOTIFICATION_MESSAGE,Vous pouvez à nouveau voter ! Choisissez vos designs préférés maintenant.
TID_CARVED_MUSHROOM_FENCE,Clôture sculptée de champignons
TID_DECO_AUTUMN_SOUP,Soupe automnale
TID_DECO_AUTUMN_POND,Mare automnale
TID_DECO_CHALLENGE_DECORATION,Décorations
TID_DECO_CHALLENGE_PLACE_DECO,Placer x<NUM> <DECO>
TID_DECO_CHALLENGE_REMOVE_OBST,Supprimer x<NUM> obstacle(s)
TID_DECO_CHALLENGE_MOVE_DECO,Déplacer x<NUM> <DECO>
TID_DECO_CHALLENGE_SUBMIT,Envoyer le design
TID_DECO_CHALLENGE_SEND_VOTE,Aimer x<NUM> design(s)
TID_DECO_CHALLENGE_GET_VOTE,Recevoir x<NUM> J'aime
TID_DECO_CHALLENGE_PLACE_FENCE,Placer x<NUM> <DECO>
TID_DECO_CHALLENGE_PLACE_PATH,Placer x<NUM> <DECO>
TID_DECO_CHALLENGE_PLACE_FENCE_OR_PATH,Placer x<NUM> <DECO>
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TITLE,Impossible de télécharger le contenu
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TEXT,Impossible de télécharger le nouveau contenu du jeu. Vérifiez que vous avez de l'espace disponible sur cet appareil et réessayez.
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_BUTTON,Réessayer
TID_DECO_EVENT_MAIN_CHALLENGE_DESC,Nécessaire pour envoyer
TID_NO_REAL_NAME,N'utilisez pas votre vrai nom.
TID_DECO_EVENT_INTRO_STEP1_CONFIRM_BUTTON,Absolument !
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NAME,Bonjour <NAME> !
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NONAME,Bonjour !
TID_DECO_EVENT_INTRO_STEP1_GREETING_BODY,"Je me présente, Baptiste, prodige de la photographie. Je prends des photos des plus belles fermes des environs. J'aimerais ajouter quelque chose de spécial à ma collection. Ça vous dit ?"
TID_DECO_EVENT_INTRO_STEP2_CONFIRM_BUTTON,Avec plaisir !
TID_DECO_EVENT_INTRO_STEP2_GREETING_HEADER,<THEME NAME CHRONOS>
TID_DECO_EVENT_INTRO_STEP2_GREETING_BODY,Restez fidèle au thème pour obtenir un meilleur résultat. Psst... C'est dans cette zone cachée que vous allez créer votre chef d'œuvre !
TID_DECO_EVENT_INTRO_STEP3_CONFIRM_BUTTON,Merci !
TID_DECO_EVENT_INTRO_STEP3_GREETING_BODY,Vous avez du temps pour vous préparer avant le début de la phase de design. Bonne chance !
TID_DECO_EVENT_INTRO_STEP4_CONFIRM_BUTTON,Comment participer ?
TID_DECO_EVENT_INTRO_STEP4_GREETING_HEADER,Commencez votre design !
TID_DECO_EVENT_INTRO_STEP4_GREETING_BODY,"Prêt, partez, l'artiste ! ll faut que ce soit magnifique. Terminez des tâches pour que plus de joueurs voient votre design."
TID_DECO_EVENT_INTRO_STEP5_CONFIRM_BUTTON,Comment voter ?
TID_DECO_EVENT_INTRO_STEP5_GREETING_HEADER,Le vote a commencé !
TID_DECO_EVENT_INTRO_STEP5_GREETING_BODY,"Magnifique. Maintenant, allez voter ! Plus vous votez, plus votre design aura de chances d'être vu (et apprécié) par d'autres joueurs !"
TID_DECO_EVENT_INTRO_STEP6_CONFIRM_BUTTON,Ouvrir le magasin du Festival du design
TID_DECO_EVENT_INTRO_STEP6_HEADER,Phase de vote terminée
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NONAME,Bravo !
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NAME,"Bravo, <NAME> !"
TID_DECO_EVENT_INTRO_STEP6_LIKES_SENT,Vous avez aimé <COUNT> designs
TID_DECO_EVENT_INTRO_STEP6_LIKES_RECEIVED,<COUNT> fermiers ont aimé votre design
TID_DECO_EVENT_INTRO_STEP6_CURRENCY_RECEIVED,Vous avez gagné <COUNT> pellicules photo
TID_DECO_EVENT_DECORATION_PHASE_STARTED_NOTIFICATION_MESSAGE,La phase de design commence !
TID_DECO_EVENT_VOTING_PHASE_STARTED_NOTIFICATION_MESSAGE,Les votes commencent ! Votez pour vos designs préférés !
TID_DECO_EVENT_REWARDING_PHASE_STARTED_NOTIFICATION_MESSAGE,La phase de vote est terminée. Allez dépensez vos pellicules photos dans le magasin !
TID_DECO_EVENT_FEATURED_GROUP_1_NOTIFICATION_MESSAGE,Votre design est impressionnant !
TID_DECO_EVENT_FEATURED_GROUP_2_NOTIFICATION_MESSAGE,Votre design est sublime !
TID_DECO_EVENT_FEATURED_GROUP_3_NOTIFICATION_MESSAGE,Votre design est la crème de la crème !
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS_MINUTES,Il vous reste <HOURS> h <MINUTES> min pour envoyer votre design.
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS,Il vous reste <HOURS> h pour envoyer votre design !
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_MINUTES,Il vous reste <MINUTES> min pour envoyer votre design !
TID_DECO_EVENT_SUBMISSION_CELEBRATION,Beau travail ! Je dois fermer cet espace pour pouvoir préparer le prochain festival. Retournons à votre ferme.
TID_DECO_EVENT_INFO_TITLE_PAGE1,Phases de l'événement
TID_DECO_EVENT_INFO_SUBTEXT_PAGE1,L'événement a trois phases.
TID_DECO_EVENT_INFO_PAGE1_BOX1,Découvrez la nouvelle zone et parcourez votre stockage de décorations.
TID_DECO_EVENT_INFO_PAGE1_BOX2,"Montrez votre créativité, terminez des tâches, envoyez votre design et gagnez des pellicules photo."
TID_DECO_EVENT_INFO_PAGE1_BOX3,Votez pour les designs des autres fermiers et recevez des votes en retour.
TID_DECO_EVENT_INFO_PAGE1_BOX4,Échangez vos pellicules photo contre des objets exclusifs dans le magasin du Festival du design. Vous pouvez les garder et les dépenser quand vous voulez !
TID_DECO_EVENT_INFO_TITLE_PAGE2,Phase de préparation
TID_DECO_EVENT_INFO_SUBTEXT_PAGE2,Explorez la zone et préparez-vous à designer !
TID_DECO_EVENT_INFO_PAGE2_BOX1,Supprimez les obstacles de la zone. Sauf si vous voulez les garder.
TID_DECO_EVENT_INFO_PAGE2_BOX2,Consultez le thème et commencez à trouver des idées.
TID_DECO_EVENT_INFO_PAGE2_BOX3,Consultez votre collection de décorations pour trouver l'inspiration.
TID_DECO_EVENT_INFO_PAGE2_BOX4,Rendez-vous au magasin en jeu pour voir les nouvelles offres de décorations.
TID_DECO_EVENT_INFO_TITLE_PAGE3,Phase de design
TID_DECO_EVENT_INFO_SUBTEXT_PAGE3,Terminez des tâches et soyez créatif !
TID_DECO_EVENT_INFO_PAGE3_BOX1,Vous pouvez commencer à placer des décorations dans la zone d'événement.
TID_DECO_EVENT_INFO_PAGE3_BOX2,Créez votre design autour des décorations préétablies.
TID_DECO_EVENT_INFO_PAGE3_BOX3,"Plus vous terminez de tâches, plus les joueurs verront votre design ! Soumettez-le pour gagner des pellicules photo et les échanger contre des récompenses."
TID_DECO_EVENT_INFO_PAGE3_BOX4,Envoyez votre design à temps ! Rendez-vous dans l'onglet Votre design après avoir terminé les tâches requises pour envoyer votre design.
TID_DECO_EVENT_INFO_TITLE_PAGE4,Phase de votes
TID_DECO_EVENT_INFO_SUBTEXT_PAGE4,Votez pour vos designs préférés !
TID_DECO_EVENT_INFO_PAGE4_BOX1,"Appuyez sur les designs que vous préférez. Plus vous votez, plus les autres joueurs verront vos designs !"
TID_DECO_EVENT_INFO_PAGE4_BOX2,"Une fois votre design envoyé, les autres fermiers peuvent voter pour lui."
TID_DECO_EVENT_INFO_PAGE4_BOX3,Récupérez des récompenses supplémentaires pour gagner des pellicules photo et dépensez-les au magasin du Festival du design.
