TID,CH
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR,您的社区完成了1条宾果连线，可以获得1项奖励！
TID_DERBY_BINGO_REWARDS_KEYS_HEADER_SINGULAR_BINGO,您的社区完成了1条宾果连线，可以获得<NUMBER>项奖励！
TID_DERBY_REWARDS_KEYS_HEADER_SINGULAR,您有1块马蹄铁
TID_DERBY_OVER_REWARDS_KEYS_HEADER_SINGULAR,您赢得了1块马蹄铁
TID_PEACOCK2,棕孔雀
TID_PEACOCK3,白孔雀
TID_MASTERY_INFO_POPUP_TOOLTIP_COINS_NEW,<BUILDING>生产的所有产品通过小卡车运输获得的金币<BONUS>
TID_MASTERY_INFO_POPUP_TOOLTIP_EXP_NEW,<BUILDING>生产的所有产品通过小卡车运输获得的经验值<BONUS>
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_EXP_NEW,<BUILDING>生产的所有产品通过货船运输获得的经验值<BONUS>
TID_MASTERY_INFO_POPUP_TOOLTIP_BOAT_SPECIAL_CURRENCY_NEW,<BUILDING>生产的所有产品通过货船运输获得的<CURRENCY><BONUS>
TID_MASTERY_INFO_POPUP_TOOLTIP_TIME_NEW,<BUILDING>生产产品的时间减少<BONUS>
TID_DECO_CHINA_WALL,农场长城
TID_DECO_GREECE_PILLARS,黄金立柱
TID_DECO_IRELAND_SHEEP,幸运绵羊
TID_DECO_NETHERLANDS_WINDMILL,浪漫风车
TID_DECO_NORWAY_FISH,鱼跃喷泉
TID_DECO_SWEDEN_HORSE,彩绘木马
TID_FUDGE_SHOP,法奇软糖店
TID_FUDGE_SHOP_DESCRIPTION,生产法奇软糖
TID_FUDGE_SHOP_PRODUCT_DESCRIPTION,在法奇软糖店中生产
TID_YOGURT_MAKER,酸奶机
TID_YOGURT_MAKER_DESCRIPTION,生产酸奶制品
TID_YOGURT_MAKER_PRODUCT_DESCRIPTION,在酸奶机中生产
TID_PLAIN_YOGHURT,原味酸奶
TID_STRAWBERRY_YOGHURT,草莓酸奶
TID_TROPICAL_YOGHURT,热带风味酸奶
TID_BREAKFAST_BOWL,丰盛早餐
TID_DECO_SNOWCASTLEFENCE,冰雕栅栏
TID_DECO_COWTOPIARY,冰雪奶牛灌木
TID_DECO_SNOWCASTLE,冰雕城堡
TID_PRODUCT_MANGO_DESCRIPTION,从芒果树上收集
TID_TREE_MANGOTREE_DESCRIPTION,收集三次
TID_DECO_CNY_ENVELOPE,招财宝树
TID_DECO_CNY_DRAGON,富贵金龙
TID_DECO_CNY_FANS,明艳彩扇
TID_DECO_CNY_TEAPARTY,静心茶桌
TID_DECO_CANDLELIGHT_DINNER,烛光晚餐
TID_DECO_HEART_POND,心形池塘
TID_DECO_HANAMI_BENCH,赏樱长椅
TID_DECO_HANAMI_PARK,赏樱公园
TID_DECO_MOON_LAMP,星月路灯
TID_DECO_MOON_BENCH,星月长椅
TID_DECO_MOON_GAZEBO,星月凉亭
TID_DECO_MOON_LANTERNS,星月灯笼
TID_DECO_EASTER_EGGLAMP,彩蛋路灯
TID_DECO_EASTER_CUTOUT,彩蛋兔立牌
TID_DECO_EASTER_FOUNTAIN,彩蛋喷泉
TID_DECO_EASTER_EGGPAINTING,彩蛋手绘台
TID_DECO_ROSEPETAL_PATH,玫瑰花瓣小径
TID_DECO_HANAMI_PATH,赏樱小径
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_PITH,木髓头盔
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BIKER,骑行头盔
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_HORSERIDER,马术头盔
TID_ANIMAL_ACCESSORY_HAT_HELMET_HORNS,牛角头盔
TID_ANIMAL_ACCESSORY_HAT_HELMET_BUTTONS,铆钉头盔
TID_ANIMAL_ACCESSORY_HAT_HELMET_WINGS,天使头盔
TID_ANIMAL_ACCESSORY_HAT_CAP_CLAPPERS,拍手帽
TID_ANIMAL_ACCESSORY_HAT_CAP_WINGS,天使帽
TID_ANIMAL_ACCESSORY_HAT_CAP_BOW,蝴蝶结帽
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_FROG,青蛙浴帽
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_CHICK,小鸡浴帽
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_LOBSTER,龙虾浴帽
TID_ANIMAL_ACCESSORY_HAT_SHOWERCAP_BAT,蝙蝠浴帽
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_CLOVER,幸运草高礼帽
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FLOWER,小花高礼帽
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_FEATHER,羽毛高礼帽
TID_ANIMAL_ACCESSORY_HAT_TOPHAT_GOGGLES,护目镜高礼帽
TID_ANIMAL_ACCESSORY_HAT_CAP_POLICE,警帽
TID_ANIMAL_ACCESSORY_HAT_CAP_CONDUCTOR,列车长帽
TID_ANIMAL_ACCESSORY_HAT_CAP_CAPTAIN,船长帽
TID_ANIMAL_ACCESSORY_HAT_MARINE_POMPOM,毛球水兵帽
TID_ANIMAL_ACCESSORY_HAT_MARINE_FEATHER,羽毛水兵帽
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_FELT,绿色毡帽
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_PLAIN,彩色毡帽
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BUCKLE,塔扣毡帽
TID_ANIMAL_ACCESSORY_HAT_BOATER_FEATHER,羽毛平顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOATER_PEARLS,镶珠平顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOATER_PLAIN,白色平顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOATER_POMPOM,毛球平顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_UMBRELLA,雨伞圆顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_HAMMER,锤子圆顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_PERISCOPE,潜望镜圆顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BULB,灯泡圆顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC,绿色圆顶礼帽
TID_ANIMAL_ACCESSORY_HAT_BOWLERHAT_BASIC2,粉色圆顶礼帽
TID_ANIMAL_ACCESSORY_HAT_MEXICAN_BIRTHDAY,庆生帽
TID_DECO_PURPLE_HEDGE,紫色树篱
TID_DECO_OLYMPIC_PATH,古典小径
TID_DECO_MINERS_BENCH,矿区长凳
TID_DECO_SNOWCHICKS,小鸡雪雕
TID_DECO_LOVEBIRDS,爱情鸟
TID_DECO_BOOKWORMS,书虫乐园
TID_DECO_CHICKLEG_TOPIARY,鸡爪灌木
TID_DECO_PAPERBOAT_PUDDLE,水洼纸船
TID_DECO_MIDSUMMER_FESTIVAL,仲夏柱
TID_PRODUCT_AFFOGATO,阿芙佳朵
TID_DECO_WELWITSCHIA,百岁兰
TID_DECO_SUN_LICHEN,金色地衣
TID_NEED_MORE_SCID_FRIENDS_SINGULAR,添加一名新的好友以解锁！
TID_NEED_MORE_SCID_FRIENDS,添加<NUMBER>名新的好友以解锁！
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_RED,红色精灵帽
TID_ANIMAL_ACCESSORY_HAT_ELF_HAT_GREEN,绿色精灵帽
TID_DECO_OLYMPIC_FENCE,古典栅栏
TID_DECO_ORANGE_FENCE,橙色栅栏
TID_DECO_COLORFUL_PATH,缤纷小径
TID_MINT_FUDGE,薄荷法奇软糖
TID_CHILI_FUDGE,辣味法奇软糖
TID_LEMON_FUDGE,柠檬法奇软糖
TID_PEANUT_FUDGE,花生法奇软糖
TID_RICH_FUDGE,香浓法奇软糖
TID_DECO_FLOWER_BULBS,花朵地灯
TID_DECO_ARCHERY,树桩箭靶
TID_DECO_CARROT_HEIST,胡萝卜大盗
TID_DECO_ARCTIC_FIR,北极松树
TID_DECO_ARCTIC_JUNIPER,北极杜松
TID_DECO_SUCCULENTS,多肉植物
TID_DECO_CLIVIA,君子兰
TID_DECO_BELGIUM_SQUIRREL,撒尿小松鼠雕像
TID_DECO_CHILE_STATUE,摩艾石猪
TID_DECO_MEXICO_PYRAMID,石垒神庙
TID_DECO_SPAIN_CHICKEN,金球母鸡
TID_DECO_DENMARK_STATUE,人鱼格雷格
TID_DECO_SAUDIARABIA_EXCAVATION,考古现场
TID_MANGOTREE,芒果树
TID_DECO_DERBY_HAY_HORSESHOE,干草马蹄铁
TID_DECO_DERBY_BALL_BASKET,球桶
TID_DECO_DERBY_SNAIL_RACETRACK,蜗牛赛道
TID_DECO_DERBY_HOBBYHORSE_TRACK,玩具小马赛场
TID_DECO_DERBY_MECHANICAL_HORSE,小鸡骑马机
TID_DECO_DERBY_HORSEHEAD_STATUE,马头雕像
TID_DECO_BEACH_TIKI,海滩提基雕像
TID_DECO_BEACH_TOWELS,海滩毛巾架
TID_DECO_BEACH_HAMMOCK,海滩吊床
TID_DECO_LABRADORTEA,拉布拉多杜香
TID_DECO_ICYBATH,冰雪水池
TID_TOUCAN1,托哥巨嘴鸟
TID_TOUCAN2,扁嘴山巨嘴鸟
TID_TOUCAN3,彩虹巨嘴鸟
TID_TOUCAN_DESCRIPTION,喂食以获取经验值
TID_DECO_FISHERMANS_LIFERING,捕鱼救生圈
TID_DECO_FISHERMANS_BOAT,捕鱼小船
TID_DECO_FISHERMANS_NETS,捕鱼网具
TID_YOGHURT_MAKER,酸奶机
TID_YOGHURT_MAKER_DESCRIPTION,在酸奶机中生产
TID_STEW_POT,炖煮小灶
TID_STEW_POT_DESCRIPTION,炖煮食物
TID_MANGO,芒果
TID_COCONUT,椰子
TID_CHICKPEA_STEW,鹰嘴豆炖菜
TID_WINTER_STEW,冬日炖菜
TID_CHILI_STEW,香辣炖菜
TID_COCONUTTREE,椰子树
TID_DECO_10THBIRTHDAY_GAME_STRENGHT,大力士游戏机
TID_DECO_10THBIRTHDAY_GAME_BALL,投球游戏机
TID_DECO_10THBIRTHDAY_GAME_POOL,母鸡落水游戏机
TID_DECO_10THBIRTHDAY_TOPIARY,生日甜筒灌木
TID_DECO_10THBIRTHDAY_FERRIS,生日摩天轮
TID_DECO_10THBIRTHDAY_CAKE,生日蛋糕塔
TID_TREE_COCONUTTREE_DESCRIPTION,收集三次
TID_DECO_SNOWMAN_GREG,雪人格雷格
TID_DECO_SNOWANGEL_CHICKEN,雪天使母鸡
TID_DECO_MOSAIC_PATH,马赛克小径
TID_DECO_BIRDHOUSE_FENCE,鸟窝栅栏
TID_DECO_RUSTIC_FENCE,田园栅栏
TID_DECO_POTTED_FENCE,盆栽栅栏
TID_WALRUS_HOUSE,海象之家
TID_WALRUS_HOUSE_SHOP_DESCRIPTION,可容纳<CAPACITY>头海象
TID_WALRUS1,灰色海象
TID_WALRUS2,棕色海象
TID_MANGO_JUICE,芒果汁
TID_PRODUCT_TROPICAL_FONDUE,热带水果火锅
TID_DECO_SUNBED,日光浴躺椅
TID_DECO_FISHERCHICK,小鸡渔夫
TID_DECO_HARVESTER,金秋大丰收
TID_DECO_RAINYDAY,雨天小鸡
TID_DECO_CHICKFOOTTROPHY,鸡爪胜利纪念碑
TID_DECO_ICECHICK,小鸡冰雕
TID_DECO_FLAG_FENCE,10周年彩旗栅栏
TID_CLAIM_ALREADY_IN_PROGRESS,正在启用
TID_FARM_PASS_SCID_CLAIM_BUTTON,启用农场勋章
TID_CLAM_WITCH_SCID_BUTTON,启用
TID_SCID_CONFIRM_GET_FARM_PASS_TITLE,要启用农场勋章吗？
TID_SCID_CONFIRM_GET_FARM_PASS_TEXT,您的Supercell ID中有<NUMBER>个农场勋章，要在本次勋章季启用其中一个勋章吗？
TID_CUSTOMIZATION_BIRTHDAY2022,生日展
TID_DECO_CRAFTS_CORNER,手工活动角
TID_DECO_RUINS,青苔遗迹
TID_DECO_WEEPING_WILLOW,垂柳
TID_DECO_WEEPING_CHERRY,垂樱
TID_DECO_BLUE_SPRUCE,小株蓝云杉
TID_DECO_ANGEL_TRUMPET,曼陀罗树
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_HEADER,卡通农场10周岁生日！
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_HEADER,又一份生日惊喜！
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE1_TEXT,10周岁生日时间胶囊里的钻石比我们想象的还要大！卡通农场10周年，感恩有你相伴，愿未来更精彩！其他时间胶囊里还藏了些什么呢？
TID_MASSGIFT_10YEARBIRTHDAY_CAPSULE8_TEXT,嗨！听说他们在另一个时间胶囊里找到了几张金券！这可是份大惊喜，能兑换很多奖励。希望你喜欢！
TID_DECO_JADE_PATH,玉石小径
TID_DECO_SUCCULENT_PATH,多肉小径
TID_DECO_BAMBOO_FENCE,竹子栅栏
TID_DECO_MASONRY_FENCE,砖石栅栏
TID_PRODUCT_COCONUT_DESCRIPTION,从椰子树上收集
TID_TROPICAL_SMOOTHIE,热带沙冰
TID_PRODUCT_MACAROON,椰丝蛋白饼
TID_PRODUCT_COCONUT_ICECREAM,椰子冰淇淋
TID_DECO_SEAGULLS_NEST,海鸥鸟巢
TID_DECO_LIGHTHOUSE,蓝顶灯塔
TID_DECO_TEACHING_ART,绘画课堂
TID_DECO_EATING_HOMEWORK,吃作业的山羊
TID_DECO_ARRANGING_PAPERS,试卷课桌
TID_DECO_SANDY_SHEEP,绵羊沙雕
TID_DECO_ACORN_LAMP,橡果灯
TID_DECO_FOX_STATUE,狐狸雕像
TID_DECO_SLEEPING_FOX,小憩狐狸
TID_DECO_AUTUMN_GNOMES,金秋地精
TID_DECO_RESTAURANT_FENCE,餐桌栅栏
TID_DECO_BRICK_PATH,拼砖小路
TID_ANIMAL_ACCESSORY_HAT_BALLOON_CHICKEN,魔术气球小鸡帽
TID_ANIMAL_ACCESSORY_HAT_BALLOON_STARS,魔术气球星星帽
TID_DECO_BLUE_SPRUCE2,中株蓝云杉
TID_DECO_BLUE_SPRUCE3,大株蓝云杉
TID_DECO_ICEPOPPIES,冰冻虞美人
TID_DECO_SNOWYTRUNK,积雪原木
TID_PURCHASE_COST_FREE,免费
TID_SCID_PURCHACE_VERIFICATION_ERROR,您的购买在验证时出现错误
TID_WALRUS_CALF1,灰色小海象
TID_WALRUS_CALF2,棕色小海象
TID_COCKATOO1,葵花凤头鹦鹉
TID_COCKATOO2,粉红凤头鹦鹉
TID_COCKATOO3,米切氏凤头鹦鹉
TID_COCKATOO_DESCRIPTION,喂食以获取经验值
TID_PEOPLE_ORDER_CONFIRM_DISMISSAL_TEXT,该购买请求只会出现一次哦！请点击X返回并完成订单。注意：点选对勾将会取消您的装饰物交易！
TID_PEOPLE_ORDER_CONFIRM_DISMISSAL_TITLE,是否确定？
TID_MEERKAT_HOUSE,狐獴之家
TID_MEERKAT_HOUSE_SHOP_DESCRIPTION,可容纳<CAPACITY>只狐獴
TID_MEERKAT1,红色狐獴
TID_MEERKAT2,棕色狐獴
TID_DECO_BIRD_FEEDER,喂鸟器
TID_DECO_BIRD_TREE,鸟栖树
TID_DECO_BIRD_FOREST,群鸟森林
TID_CUPCAKE_MAKER,纸杯蛋糕机
TID_CUPCAKE_MAKER_DESCRIPTION,制作纸杯蛋糕
TID_PLAIN_CUPCAKE,原味纸杯蛋糕
TID_TROPICAL_CUPCAKE,热带风味纸杯蛋糕
TID_COOKIE_CUPCAKE,曲奇纸杯蛋糕
TID_GUAVA_CUPCAKE,番石榴纸杯蛋糕
TID_CUPCAKE_MAKER_PRODUCT_DESCRIPTION,在纸杯蛋糕机中制作
TID_DECO_CHINESE_LANTERN_FLOWERS,灯笼花
TID_DECO_GRASSY_ROCK,小草岩石
TID_DECO_ICY_SNOWFLAKE,冰晶雪花
TID_DECO_DRUMMERBOYS,鼓手二重奏
TID_DECO_WORKBENCH,圣诞老人工作台
TID_DECO_GIFT_TREE,礼物树
TID_STEW_POT_PRODUCT_DESCRIPTION,在炖煮小灶中生产
TID_DELETE_ACCOUNT_TITLE,删除账号
TID_DELETE_ACCOUNT_BUTTON,删除账号
TID_DECO_WISTERIA_BLUE,蓝色紫藤树
TID_DECO_WISTERIA_PINK,粉色紫藤树
TID_DECO_WEEPING_WILLOW_SMALL,小垂柳
TID_DECO_PARTYBALLOONS,派对气球
TID_DECO_PARTYMUSIC,派对音箱
TID_DECO_PARTYSTATUE,派对雕像
TID_DECO_PARTYPOT,派对陶器
TID_GUAVATREE,番石榴树
TID_TREE_GUAVATREE_DESCRIPTION,收集三次
TID_GUAVA,番石榴
TID_PRODUCT_GUAVA_DESCRIPTION,从番石榴树上收集
TID_DECO_PERUSTATUE,排箫小猪
TID_DECO_PORTUGALSTATUE,彩绘公鸡
TID_DECO_THAILANDSTATUE,冥想蜜蜂
TID_DECO_ALASKASTATUE,赶雪橇的格雷格
TID_PRODUCT_FRUITSORBET,水果冰糕
TID_GUAVA_JUICE,番石榴汁
TID_PRODUCT_GUAVA_COMPOTE,番石榴蜜饯
TID_DECO_CARVED_PUMPKIN,南瓜雕刻
TID_DECO_RAVENS,黑鸦成群
TID_DECO_MUMMY_PIG,木乃伊小猪
TID_DECO_TRICK_TREE,捣蛋树精
TID_CUSTOMIZATION_HALLOWEEN2022,万圣节
TID_DECO_STABLE_FENCE,马厩栅栏
TID_DECO_APPLE_BOBBING,咬苹果游戏
TID_DECO_CARVED_TURKEY,木雕火鸡
TID_DECO_HORNOF_PLENTY,丰收号角
TID_DECO_BIGGEST_CROP,丰收大瓜
TID_DECO_STALK_LANTERN,长杆南瓜灯
TID_DECO_PUMPKIN_ARCH,南瓜拱门
TID_DECO_HALLOWEENPATH,万圣节小路
TID_DECO_LUNAR_SWING,新春秋千
TID_DECO_LOVELY_TRAMPOLINE,爱心蹦床
TID_DECO_CHERRY_BLOSSOM,烂漫樱花
TID_DECO_CHICK_SURPRISE,小鸡惊喜
TID_DECO_PILOT_TRAINING,飞行员训练
TID_DECO_BUTTERFLY_OASIS,蝴蝶乐园
TID_DECO_SEED_SPITTING,吐西瓜籽比赛
TID_DECO_TOURIST_ATTRACTION,热门景点
TID_DECO_KNITTER_CHICKS,织毛衣的小鸡
TID_DECO_HALLOWEEN_COSTUME,万圣节变装
TID_DECO_SNOW_DEER,雪鹿
TID_DECO_WRAPPING_PAPERS,彩色包装纸
TID_DECO_BUNNY_SCROLL,玉兔挂轴
TID_DECO_BUNNY_GUARDIANS,吉祥福兔
TID_DECO_SKY_LANTERN,天灯池塘
TID_DECO_EASTER_PLANTER,复活节花篮
TID_DECO_EASTER_ARCH,复活节拱门
TID_DECO_EASTER_BALLOON,复活节气球
TID_DECO_EASTER_TILE,复活节地砖
TID_DECO_BUNNY_HEDGE,兔子树篱
TID_DECO_ICELANDSTATUE,戏水精灵
TID_DECO_MAROCCOSTATUE,热闹集市
TID_DECO_SWITZERLANDSTATUE,尬笑奶牛
TID_DECO_INDONESIASTATUE,哑钟
TID_DECO_UKRAINESTATUE,祖国母亲雕像
TID_DECO_TURKEYSTATUE,山林守护者
TID_DECO_ROMANIASTATUE,伯爵山羊
TID_DECO_FINLANDSTATUE,冬日奇境
TID_DECO_VENETIAN_GNOME,威尼斯地精
TID_DECO_VENETIAN_BRIDGE,威尼斯拱桥
TID_DECO_VENETIAN_RIDE,威尼斯天鹅船
TID_DECO_VENETIAN_FENCE,威尼斯栅栏
TID_GIFT_WRAPPING_STATION,礼物包装店
TID_GIFT_WRAPPING_STATION_DESCRIPTION,制作包装精美的礼物
TID_MISTLETOE,冬青
TID_MISTLETOE_DESCRIPTION,节日活动的特殊物品，通过装填特殊航运货箱获得，可用于兑换神秘包裹！
TID_DECO_VENETIAN_CANAL,威尼斯大运河
TID_SEASONAL_OBJECT_CANT_BE_USED_ANYMORE,无法使用该物品，活动即将结束！
TID_UNABLE_TO_PURCHASE_RESOURCE_MAXED_OUT,无法购买：该物品的数量已达上限！
TID_DECO_BULRUSH,香蒲草
TID_DECO_LAWN_MOVER,割草机
TID_DECO_POPPY_FIELD,浪漫花海
TID_GIFT_BOX1,雪花礼物
TID_GIFT_BOX2,绿色礼物
TID_GIFT_BOX3,堆叠礼物
TID_GIFT_BOX4,长条形礼物
TID_GIFT_BOX_DESCRIPTION,在礼物包装店里制作的限时产品！
TID_CUSTOMIZATION_WINTER2022,冬日
TID_EVENT_GOTO,前往活动地!
TID_HOLIDAY_BOAT_TITLE,节日礼物航运活动！
TID_HOLIDAY_BOAT_TEXT,现在正是节日季，每艘货船都有一些限时礼物订单！使用礼物装填航运货箱可获得冬青，冬青可用于兑换神秘包裹界面的特别奖励。\n\n活动结束后，剩余的冬青将被转换为金币。
TID_SEASONAL_REWARD_TITLE,节日活动已结束！
TID_SEASONAL_REWARD_TEXT,时间过得真快！节日期间，我们将一份份礼物包装好运往世界各地，真的太开心啦！\n\n您剩余的冬青已被转换为金币。
TID_SEASONAL_OBJECT_TEXT,活动期间，您将获得一座特殊的限时生产设施——礼物包装店。您可以在那里制作礼物，并将礼物通过货船送往其他地方。\n\n活动结束后，该特殊生产设施将从您的农场中移除！
TID_SEASONAL_OBJECT_TITLE,节日特殊生产设施！
TID_EVENT_ENDED_TITLE,活动已结束
TID_EVENT_ENDED_TEXT,稍后再回来查看更多活动信息吧！
TID_DECO_CRESCENT_TENT,新月帐篷
TID_DECO_CRESCENT_SWING,新月秋千
TID_DECO_CRESCENT_TILE,新月地砖
TID_DECO_CRESCENT_FENCE,新月栅栏
TID_DECO_FIGURESKATER_GNOME,花滑地精
TID_DECO_CURLING_RINK,冰壶场
TID_DECO_OLYMPIC_METALISTS,古典奖牌得主
TID_DECO_ORNAMENT_TOWER,装饰塔
TID_DECO_SANTAS_GIFTS,圣诞礼物
TID_DECO_TREE_MARKET,圣诞树市集
TID_DECO_VENETIAN_MASKS,威尼斯面具
TID_POPUP_OPEN_EXTERNAL_URL_TITLE,打开链接
TID_POPUP_OPEN_EXTERNAL_URL,打开该链接将跳转到游戏外页面，确定打开<url>吗？
TID_POPUP_OPEN_EXTERNAL_URL_CONFIRM_YES,打开
TID_POPUP_OPEN_EXTERNAL_URL_CONFIRM_NO,取消
TID_NO_GLOBAL_EVENT_ONGOING,现在没有全服活动，请稍后回来查看！
TID_SEASONAL_GIFT_SOLD_OUT,售罄！
TID_SEASONAL_GIFT_COMING_IN,离开放还有
TID_SEASONAL_GIFT_LEAVING_IN,离结束还有
TID_SEASONAL_GIFT_NO_LONGER_AVAILABLE,已不可用
TID_SEASONAL_GIFT_NOT_YET_AVAILABLE,尚不可用
TID_WHEEL_SPIN_LIMIT_REACHED,已达每日上限
TID_DECO_RAINBOW_LIGHTS,彩虹灯
TID_DECO_RAINBOW_UMBRELLAS,彩虹雨伞
TID_DECO_RAINBOW_TENT,彩虹帐篷
TID_DECO_RAINBOW_PATH,彩虹石板路
TID_VERIFY_AGE,请确认您的年龄！
TID_ADVANCE_SETTINGS_SHOW_VIDEOS_ADS_HEADER,广告
TID_ADVANCE_SETTINGS_SHOW_VIDEOS_ADS_TEXT,为广告个性化启用数据共享
TID_VIDEO_ADS_CONSENT,《卡通农场》希望获得权限，以在其他公司的应用程序和网站中跟踪您。\n\n您的数据将被用于受众洞察、数据分析和提升我们的服务质量。
TID_PRIVACY_POLICY,隐私保护政策
TID_PELICAN1,卷羽鹈鹕
TID_PELICAN2,澳洲鹈鹕
TID_PELICAN3,褐鹈鹕
TID_PELICAN_DESCRIPTION,喂食以获取经验值
TID_WAFFLE_MAKER,华夫饼摊
TID_WAFFLE_MAKER_DESCRIPTION,制作华夫饼
TID_PRODUCT_PLAIN_WAFFLES,原味华夫饼
TID_PRODUCT_BREAKFAST_WAFFLES,早餐华夫饼
TID_PRODUCT_BERRY_WAFFLES,浆果华夫饼
TID_PRODUCT_CHOCOLATE_WAFFLES,巧克力华夫饼
TID_WAFFLE_MAKER_PRODUCT_DESCRIPTION,在华夫饼摊中制作
TID_ASPARAGUS_SOUP,芦笋汤
TID_PRODUCT_ASPARAGUS_QUICHE,芦笋乳蛋饼
TID_PRODUCT_GRILLED_ASPARAGUS,烤芦笋
TID_POMEGRANATETREE,石榴树
TID_TREE_POMEGRANATETREE_DESCRIPTION,收集三次
TID_POMEGRANATE,石榴
TID_PRODUCT_POMEGRANATE_DESCRIPTION,从石榴树上收集
TID_NOT_ENOUGH_RESOURCES_NO_DIAMONDS,资源不足！
TID_PRODUCT_POMEGRANATECAKE,石榴蛋糕
TID_PRODUCT_POMEGRANATETEA,石榴茶
TID_ORANGE_SALAD,橙子沙拉
TID_FENCES_DESCRIPTION,多个摆在一起可连成一道栅栏
TID_PATHS_DESCRIPTION,多个摆在一起可连成一条小路
TID_HEDGES_DESCRIPTION,多个摆在一起可连成一道篱墙
TID_DITCH_DESCRIPTION,多个摆在一起可连成一条水渠
TID_CANAL_DESCRIPTION,多个摆在一起可连成一条运河
TID_WALL_DESCRIPTION,多个摆在一起可连成一道围墙
TID_SURVEY_COMPLETED_TITLE,已完成问卷
TID_SURVEY_COMPLETED_TEXT,感谢您参与本次问卷调查！您的反馈非常重要，能帮助我们不断优化游戏。\n\n《卡通农场》团队
TID_DECO_JOCKEYS_CORNER,骑师更衣角
TID_DECO_STARTING_GATES,起跑门
TID_DECO_RACE_WINNER,比赛胜者
TID_DECO_SPECTATORS_STAND,比赛看台
TID_DECO_HORSECARE_AREA,赛马护理区
TID_DECO_HORSESHOE_FENCE,马蹄铁树篱
TID_DECO_TEST,测试装饰
TID_SILO_UPGRADE_FOR_FREE_TITLE,免费升级
TID_SILO_UPGRADE_FOR_FREE_TEXT,不会使用您自己的升级建材。
TID_CHOCOBUNNY,巧克力兔子
TID_CHOCOBUNNY_DESCRIPTION,复活节的特殊奖励，通过装填特殊航运货箱获得，可用于兑换神秘包裹！
TID_EASTER_EGG1,木蓝彩蛋
TID_EASTER_EGG2,樱桃彩蛋
TID_EASTER_EGG3,皇室彩蛋
TID_EASTER_EGG4,孔雀彩蛋
TID_EASTER_EGG_DESCRIPTION,在巧克力蛋制造机中制作的限时产品！
TID_EASTER_EGG_MAKER,巧克力蛋制造机
TID_EASTER_EGG_MAKER_DESCRIPTION,制作装满惊喜的巧克力蛋
TID_TIME_CUT_DESCRIPTION,观看广告可让生产时间缩短<TIME>。
TID_VISIT_HAMBURGER_MENU_ADD_FRIEND,添加好友
TID_VISIT_HAMBURGER_MENU_ALREADY_FRIENDS,已是好友
TID_VISIT_HAMBURGER_MENU_INVITE,邀请
TID_VISIT_HAMBURGER_MENU_INVITE_IN_SAME_NEIGHBORHOOD,在同一个社区中
TID_VISIT_HAMBURGER_MENU_INVITE_SENT,已发送邀请
TID_VISIT_HAMBURGER_MENU_REPORT_PICTURE,举报头像
TID_REPORT_PROFILE_PICTURE_TITLE,举报玩家头像
TID_REPORT_PROFILE_PICTURE_TEXT,确定要举报此玩家头像吗？
TID_REPORT_PROFILE_PICTURE_DONE,已举报该玩家头像！
TID_DECO_PARK_BENCH,公园长椅
TID_DECO_PARK_FOUNTAIN,公园喷泉
TID_DECO_PARK_PATH,公园小路
TID_REPUTATION_POINTS,声誉值
TID_TIME_CUT_IS_ACTIVE,已启用省时器
TID_NEXT_IN,需等待：
TID_TIME_CUTS_LEFT,剩余的省时器：
TID_ACTIVATE_TIME_CUT,启用
TID_FREE_FOREST_DESTRUCTION_TOOLTIP,免费移除树木、灌木和岩石！限时福利，不要错过哦！
TID_DECO_BIRD_WATCHTOWER,观鸟塔
TID_DECO_YARD_SWING,庭院秋千
TID_DECO_ROOT_CELLAR,地窖
TID_DECO_AWARDED_ROSES,获奖玫瑰
TID_DECO_TRELLIS_GARDEN,花园藤架
TID_DECO_GARDEN_FLOWERS,满园花色
