TID,FI
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_GENERAL_POP_UP,Saat nämä palkinnot:
TID_FARM_PASS_GET_FARM_PASS_POPUP_LEARN_MORE_BOX,Lue lisää
TID_FARM_PASS_GET_FARM_PASS_POPUP_SEASON_COUNTDOWN_LABEL,Nykyinen kausi:
TID_FARM_PASS_COMING_SOON,Voit avata farmipassin tasolla <LEVEL>!
TID_FARM_PASS_NEXT_EVENT_START,Seuraavan farmipassikauden alkuun:\n<TIME>
TID_FARM_PASS_EVENT_PAUSED,"Farmipassi on tauolla! Osa tipuista on karannut, ja yritämme löytää ne niin pian kuin mahdollista. Kurkkaa myöhemmin uudestaan!"
TID_FARM_PASS_NO_EVENT,"Seuraava farmipassikausi alkaa myöhemmin, kurkkaa uudelleen!"
TID_FARM_PASS_TASK_DAILY_TIME_LEFT,Päivittymiseen:
TID_FARM_PASS_TASK_MORE_TASKS_ARRIVE_IN,Päivittymiseen:
TID_DERBY_AVAILABLE_TASKS_TEXT,Avoimet tehtävät:
TID_DERBY_AVAILABLE_TASKS_AMOUNT,<AVAILABLE_TASK>/<TOTAL_TASK>
TID_FARM_PASS_PERK_POPUP_CHOICE_BUILDING,Valitse rakennus:
TID_FARM_PASS_PERK_POPUP_EXTRA_SLOT_INFO,Tällä edulla valitsemaasi rakennukseen lisätään kaksi tuotantopaikkaa tämän kauden ajaksi.
TID_FARM_PASS_PERK_POPUP_TITLE,Etu avattu!
TID_FARM_PASS_PERK_GIFT_BUTTON,Lähetä nyt!
TID_FARM_PASS_PERK_ACTIVATE_BUTTON,Ota käyttöön!
TID_FARM_PASS_ACCSTAB_SELECT_HAT_FLOATER,Valitse ensin hattu!
TID_FARM_PASS_PERK_INACTIVE_TEXT,Ei käytössä
TID_FARM_PASS_PERK_ACTIVE_TEXT,Käytössä
TID_FARM_PASS_PERK_GIFT_INACTIVE_TEXT,Lunastettu
TID_FARM_PASS_PERK_GIFT_ACTIVE_TEXT,Lähetetty
TID_FARM_PASS_PAUSED_TITLE,Farmipassi
TID_FARM_POINT_PROGRESS,Passipisteet: <COUNT>/<MAX>
TID_FARM_PASS_NOTIFICATION_TASK_COMPLETE,Farmipassin tavoite saavutettu!
TID_FARM_PASS_PERK_EXTRA_BOOSTER,Lisäpaikka kiihdyttimelle
TID_DECO_PRETZELCOW,Rinkelilehmä
TID_DECO_GOLDELEPHANT,Kultainen norsu
TID_DECO_USALIBERTY,Leidipatsas
TID_GORILLA01,Hopeaselkäinen gorilla
TID_GORILLA02,Ruskea gorilla
TID_GORILLA_HOUSE,Gorillamaja
TID_BABY_CHICKEN,Tipu
TID_FARMPASS_PERKTAB_PERKINFO_REQUIRES_FARMPASS,Edellyttää farmipassia
TID_FARMPASS_CLAIM_HAT_POPUP_TITLE,Sait uuden hatun!
TID_FARMPASS_PERKTAB_PERKINFO_POINT_TEXT,Tarvitset vielä <COUNT> passipistettä
TID_FARM_PASS_TASK_EMPTY_TITLE,Kaikki tavoitteet saavutettu!
TID_FARM_PASS_TASK_EMPTY_INFO,Kurkkaa pian uudestaan!
TID_FARM_PASS_ROAD_FINISH_TITLE,ONNITTELUT!
TID_FARM_PASS_ROAD_FINISH_SUBTEXT,Suoritit tämän kauden farmipassin kokonaan!
TID_FARM_PASS_ROAD_FINISH_FREE_INFO,"Hanki farmipassi, niin voit lunastaa kaikki jäljellä olevat palkinnot mukaan lukien edut!"
TID_FARM_PASS_ROAD_FINISH_INFO,Hyödynnä kaikkia etujasi kauden loppuun saakka!
TID_FARM_PASS_PERK_EXTRA_NEIGHBORHOOD_REQUEST,Lisäpyyntöjä
TID_FARM_PASS_PERK_EXTRA_NEIGHBORHOOD_REQUEST_DESC,Voit pyytää naapurustolta kahta tuotetta kerrallaan. Voimassa kauden loppuun saakka!
TID_FARM_PASS_OFFER_HAT_TITLE,Vain tällä kaudella!
TID_FARM_PASS_OFFER_HAT_INFO,<NAME> kaikille farmisi eläimille!
TID_FARM_PASS_OFFER_PERKS_TITLE,Käänteentekevää!
TID_FARM_PASS_OFFER_PERKS_INFO,Edistä peliäsi mahtavilla eduilla!
TID_FARM_PASS_OFFER_RESOURCES_TITLE,Paljon kaikkea hyödyllistä!
TID_FARM_PASS_OFFER_RESOURCES_INFO,Hanki resursseja farmillesi!
TID_DECO_TALL_ALOE_FEROX,Piikkiaaloe
TID_DECO_SAINTPAULIA,Paavalinkukka
TID_DECO_AFRICAN_LILY,Sinisarja
TID_DECO_PINCUSHION_SHRUBS,Neulaprotea
TID_FARM_PASS_PURCHASE_DISABLED_ENDOFSEASON_TEXT,Farmipassia ei voi enää ostaa.
TID_FARM_PASS_PURCHASE_SUCCESS_TEXT,Osto onnistui!
TID_FARM_PASS_ACCSTAB_GUIDETEXT,"Valitse hattu napauttamalla, ja napauta sitten eläimiä!"
TID_FARM_PASS_PERK_EXTRA_BOOSTER_DESC,Saat yhden ylimääräisen paikan käytössä olevalle kiihdyttimelle. Voimassa passikauden loppuun saakka!
TID_FARM_PASS_PERK_EXTRA_FUEL_SPIN_DESC,Saat yhden ylimääräisen tankkauspyörän pyöräytyksen laaksossa päivittäin. Voimassa passikauden loppuun saakka!
TID_FARM_PASS_PERK_EXTRA_FUEL_SPIN,Ilmaisia pyöräytyksiä
TID_FARM_PASS_PERK_NEIGHBORHOOD_GIFT_NO_HOOD,"Liity naapurustoon, niin voit hyödyntää tätä etua!"
TID_FARM_PASS_TASK_PLANT_CROP,Istuta <NUMBER> x <CROP>.
TID_FARM_PASS_TASK_HARVEST_CROP,Korjaa <NUMBER> x <CROP>.
TID_FARM_PASS_TASK_CAR_ORDER_ONE,Suorita 1 tavararekkatilaus.
TID_FARM_PASS_TASK_CAR_ORDERS,Suorita <NUMBER> tavararekkatilausta.
TID_FARM_PASS_TASK_BOAT_ORDER_ONE,Täytä ja lähetä laivatilaus.
TID_FARM_PASS_TASK_BOAT_ORDERS,Täytä ja lähetä <NUMBER> laivatilausta.
TID_FARM_PASS_TASK_BOAT_CRATE_ONE,Täytä laivatilauksen laatikko.
TID_FARM_PASS_TASK_BOAT_CRATES,Täytä <NUMBER> laivatilauksen laatikkoa.
TID_FARM_PASS_TASK_FEED_ANIMAL_ONE,Ruoki yksi farmieläin.
TID_FARM_PASS_TASK_FEED_ANIMALS,Ruoki <NUMBER> farmieläintä.
TID_FARM_PASS_TASK_FEED_CHICKENS,Ruoki <NUMBER> kanaa.
TID_FARM_PASS_TASK_FEED_COWS,Ruoki <NUMBER> lehmää.
TID_FARM_PASS_TASK_FEED_SHEEP,Ruoki <NUMBER> lammasta.
TID_FARM_PASS_TASK_FEED_PIGS,Ruoki <NUMBER> possua.
TID_FARM_PASS_TASK_FEED_GOATS,Ruoki <NUMBER> vuohta.
TID_FARM_PASS_TASK_CATCH_FISH_ONE,Nappaa yksi kala vieheellä.
TID_FARM_PASS_TASK_CATCH_FISH,Nappaa <NUMBER> kalaa vieheillä.
TID_FARM_PASS_TASK_PRODUCE_BUILDING,Aloita <NUMBER> tuotteen valmistus kohteessa <BUILDING>.
TID_FARM_PASS_TASK_COLLECT_BUILDING,Kerää <NUMBER> tuotetta kohteesta <BUILDING>.
TID_FARM_PASS_TASK_CATCH_DUCK_LOBSTER,Pyydystä <NUMBER> sorsaa tai hummeria.
TID_FARM_PASS_TASK_CATCH_DUCK_ONE,Pyydystä yksi sorsa.
TID_FARM_PASS_TASK_CATCH_LOBSTER_ONE,Pyydystä yksi hummeri.
TID_FARM_PASS_TASK_CATCH_DUCK,Pyydystä <NUMBER> sorsaa.
TID_FARM_PASS_TASK_CATCH_LOBSTER,Pyydystä <NUMBER> hummeria.
TID_FARM_PASS_TASK_HARVEST_ANY_FIELDS,Korjaa <NUMBER> viljelyskasvin sato.
TID_FARM_PASS_TASK_FEED_CAT_ONE,Ruoki yksi aikuinen kissa.
TID_FARM_PASS_TASK_FEED_CAT,Ruoki <NUMBER> aikuista kissaa.
TID_FARM_PASS_TASK_FEED_HORSE_ONE,Ruoki yksi hevonen.
TID_FARM_PASS_TASK_FEED_HORSE,Ruoki <NUMBER> hevosta.
TID_FARM_PASS_TASK_FEED_DONKEY_ONE,Ruoki yksi aasi.
TID_FARM_PASS_TASK_FEED_DONKEY,Ruoki <NUMBER> aasia.
TID_FARM_PASS_TASK_FEED_KITTEN_ONE,Ruoki yksi kissanpentu.
TID_FARM_PASS_TASK_FEED_KITTEN,Ruoki <NUMBER> kissanpentua.
TID_FARM_PASS_TASK_FEED_DOG_ONE,Ruoki yksi aikuinen koira.
TID_FARM_PASS_TASK_FEED_DOG,Ruoki <NUMBER> aikuista koiraa.
TID_FARM_PASS_TASK_FEED_PUPPY_ONE,Ruoki yksi koiranpentu.
TID_FARM_PASS_TASK_FEED_PUPPY,Ruoki <NUMBER> koiranpentua.
TID_FARM_PASS_TASK_FEED_BUNNY_ONE,Ruoki yksi pupu.
TID_FARM_PASS_TASK_FEED_BUNNY,Ruoki <NUMBER> pupua.
TID_FARM_PASS_TASK_COLLECT_FRUIT,Kerää <NUMBER> x <FRUIT>.
TID_FARM_PASS_TASK_COLLECT_TREE,Kerää <NUMBER> hedelmää puista.
TID_FARM_PASS_TASK_COLLECT_BUSH,Kerää <NUMBER> marjaa pensaista.
TID_FARM_PASS_TASK_OPEN_FARM_BOXES,Avaa <NUMBER> x mysteerilaatikko farmeilla.
TID_FARM_PASS_TASK_OPEN_TOWN_BOXES,Avaa <NUMBER> x mysteeriarkku kylissä.
TID_FARM_PASS_TASK_PLANT_TREE_BUSH_ANY,Istuta <NUMBER> x hedelmäpuu tai marjapensas.
TID_FARM_PASS_TASK_PLANT_TREE_ANY,Istuta <NUMBER> x hedelmäpuu.
TID_FARM_PASS_TASK_PLANT_BUSH_ANY,Istuta <NUMBER> x marjapensas.
TID_FARM_PASS_TASK_CAST_DUCK_LOBSTER,Nappaa <NUMBER> x ankka tai hummeri.
TID_FARM_PASS_TASK_CAST_DUCK_ONE,Aseta yksi sorsapyydys.
TID_FARM_PASS_TASK_CAST_LOBSTER_ONE,Aseta yksi hummerimerta.
TID_FARM_PASS_TASK_CAST_DUCK,Aseta <NUMBER> sorsapyydystä.
TID_FARM_PASS_TASK_CAST_LOBSTER,Aseta <NUMBER> hummerimertaa.
TID_FARM_PASS_TASK_CAST_NET_ONE,Heitä veteen yksi kalastus- tai mysteeriverkko.
TID_FARM_PASS_TASK_CAST_NET,Heitä veteen <NUMBER> kalastus- tai mysteeriverkkoa.
TID_FARM_PASS_TASK_CATCH_NET,Nappaa <NUMBER> kalaa kalastus- tai mysteeriverkoilla.
TID_FARM_PASS_TASK_USE_LURE_ONE,"Nappaa kala käyttämällä yhtä vihreää, sinistä, violettia tai kultaista viehettä."
TID_FARM_PASS_TASK_USE_LURE,"Nappaa kaloja käyttämällä <NUMBER> vihreää, sinistä, violettia tai kultaista viehettä."
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER_ONE,Ota yksi kiihdytin käyttöön.
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,Ota <NUMBER> kiihdytintä käyttöön.
TID_FARM_PASS_TASK_SELL_FARM_VISITORS_ONE,Myy tuotteita yhdelle farmivierailijalle.
TID_FARM_PASS_TASK_SELL_FARM_VISITORS,Myy tuotteita <NUMBER> farmivierailijalle.
TID_FARM_PASS_TASK_SELL_RSS,Laita <NUMBER> tuotetta myyntiin tienvarsikojuusi.
TID_FARM_PASS_TASK_HELP_OTHERS,Auta muita pelaajia <NUMBER> kertaa.
TID_FARM_PASS_TASK_SERVE_TOWNIES_ONE,Aloita 1 kylävierailijan palveleminen.
TID_FARM_PASS_TASK_SERVE_TOWNIES,Aloita <NUMBER> kylävierailijan palveleminen.
TID_FARM_PASS_TASK_FEED_SANCTUARY_ONE,Ruoki yksi luonnonpuiston eläin.
TID_FARM_PASS_TASK_FEED_SANCTUARY,Ruoki <NUMBER> luonnonpuiston eläintä.
TID_FARM_PASS_TASK_WAKE_SANCTUARY_ONE,Herätä yksi luonnonpuiston eläin.
TID_FARM_PASS_TASK_WAKE_SANCTUARY,Herätä <NUMBER> luonnonpuiston eläintä.
TID_FARM_PASS_TASK_PICK_UP_VISITORS_ONE,Ota yksi kylävierailija henkilökohtaisen junasi kyytiin.
TID_FARM_PASS_TASK_PICK_UP_VISITORS,Ota <NUMBER> kylävierailijaa henkilökohtaisen junasi kyytiin.
TID_FARM_PASS_TASK_RECEIVE_VISITORS,Vastaanota <NUMBER> kylävierailijaa mistä tahansa junasta.
TID_FARM_PASS_TASK_RECEIVE_VISITORS_EGGSPRESS,Vastaanota <NUMBER> kylävierailijaa Kanalan pikajunasta.
TID_FARM_PASS_TASK_SPIN_WHEEL,Pyöräytä onnenpyörää <NUMBER> kertaa.
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB,Kerää <NUMBER> hunajakennoa mehiläispesistä.
TID_FARM_PASS_TASK_COLLECT_PEANUT,Kerää <NUMBER> maapähkinää oravapuista.
TID_FARM_PASS_TASK_COLLECT_FARM_ANIMALS,Kerää <NUMBER> farmieläinten tuotetta.
TID_FARM_PASS_TASK_VISIT_SANCTUARY_ONE,Vie yksi kylävierailija käymään luonnonpuistossasi.
TID_FARM_PASS_TASK_VISIT_SANCTUARY,Vie <NUMBER> kylävierailijaa käymään luonnonpuistossasi.
TID_FARM_PASS_TASK_DERBY_ONE,Suorita 1 kisatehtävä.
TID_FARM_PASS_TASK_DERBY,Suorita <NUMBER> kisatehtävää.
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK,Kisatehtävän palautus
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK_DESC,"Voit palauttaa vanhentuneen tehtävän aktiiviseksi kerran kisoja kohti. Käytettävissä ainoastaan tehtäviin, jotka vanhenevat edun lunastamisen jälkeen. Ei lasketa tehtävien kokonaismäärään!"
TID_FARM_PASS_DERBYTASK_POPUP_TITLE,Vanhentunut kisatehtävä!
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_PERK_ACTIVE,"Tehtävä on vanhentunut! Haluatko palauttaa tehtävän aktiiviseksi käyttämällä farmipassiedun?\n\nEtenemisesi tässä tehtävässä säilyy, ja saat lisäaikaa tehtävän suorittamiseksi.\n\nVoit palauttaa vain yhden tehtävän aktiiviseksi kisoja kohti!"
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_GET_PASS,Tehtävä on vanhentunut! Farmipassin Kisatehtävän palautus -edun avulla voit palauttaa vanhentuneen tehtävän aktiiviseksi kerran kisoja kohti! Hanki farmipassi nyt!
TID_FARM_PASS_DERBYTASK_POPUP_REACTIVATE_TASK,Palauta aktiiviseksi!
TID_FARM_PASS_DERBYTASK_POPUP_TRASH_TASK,Hävitä
TID_FARM_PASS_DERBYTASK_POPUP_GET_FARM_PASS,Hanki farmipassi!
TID_FARM_PASS,Farmipassi
TID_FEATURE_FARM_PASS,Farmipassi!
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_PLAY,Tervetuloa farmipassin pariin!
TID_FARM_PASS_GET_FARM_PASS_POPUP_PLAY_BUTTON,Aloita pelaaminen
TID_FARM_PASS_GET_FARM_PASS_POPUP_MUCH_MORE_LABEL,ja paljon muuta!
TID_FARM_PASS_UI_PREMIUM_REWARD_LOCKED,Hanki tämä palkinto ostamalla farmipassi!
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK,Ylimääräistä rekka-apua
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK_DESC,Voit pyytää apua yhden ylimääräisen tavararekkatilauksen kanssa. Voimassa passikauden loppuun saakka.
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT,Ylimääräistä laiva-apua
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT_DESC,Voit pyytää apua yhden ylimääräisen laivatilauksen laatikon kanssa. Voimassa passikauden loppuun saakka.
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS,Ylimääräistä vierailija-apua
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS_DESC,Voit pyytää apua yhden ylimääräisen kylävierailijan tilauksen kanssa. Voimassa passikauden loppuun saakka.
TID_FARM_PASS_PERK_MUST_JOIN_NEIGHBORHOOD_TO_USE_PERK,"Sinun on liityttävä naapurustoon, jotta voit käyttää tämän edun!"
TID_FARM_PASS_TASK_TITLE_COMPLETE,Saavutetut tavoitteet
TID_FARM_PASS_TASK_PLANT_CROP_ANY,Istuta <NUMBER> x mikä tahansa viljelyskasvi.
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB_ONE,Kerää 1 hunajakenno.
TID_FARM_PASS_TASK_COLLECT_PEANUT_ONE,Kerää 1 maapähkinä.
TID_FARM_PASS_TASK_COLLECT_EGG,Kerää <NUMBER> x muna.
TID_FARM_PASS_TASK_COLLECT_MILK,Kerää <NUMBER> x maito.
TID_FARM_PASS_TASK_COLLECT_WOOL,Kerää <NUMBER> x villa.
TID_FARM_PASS_TASK_COLLECT_BACON,Kerää <NUMBER> x pekoni.
TID_FARM_PASS_TASK_COLLECT_GOAT_MILK,Kerää <NUMBER> x vuohenmaito.
TID_FARM_PASS_TASK_RECEIVE_PASSENGER_TRAIN,Ota Kanalan pikajuna vastaan <NUMBER> kertaa.
TID_FARM_PASS_TASK_RECEIVE_PERSONAL_TRAIN,Ota henkilökohtainen juna vastaan <NUMBER> kertaa.
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE_ONE,Aloita 1 kylävierailijan palveleminen ruokakaupassa.
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER_ONE,Aloita 1 kylävierailijan palveleminen elokuvateatterissa.
TID_FARM_PASS_TASK_SERVE_DINER_ONE,Aloita 1 kylävierailijan palveleminen ruokalassa.
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST_ONE,Aloita 1 kylävierailijan palveleminen aamiaismajoituksessa.
TID_FARM_PASS_TASK_SERVE_SPA_ONE,Aloita 1 kylävierailijan palveleminen kylpylässä.
TID_FARM_PASS_TASK_SERVE_BEACHCAFE_ONE,Aloita 1 kylävierailijan palveleminen rantakahvilassa.
TID_FARM_PASS_TASK_SERVE_GIFTSHOP_ONE,Aloita 1 kylävierailijan palveleminen lahjapuodissa.
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,Aloita <NUMBER> kylävierailijan palveleminen ruokakaupassa.
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,Aloita <NUMBER> kylävierailijan palveleminen elokuvateatterissa.
TID_FARM_PASS_TASK_SERVE_DINER,Aloita <NUMBER> kylävierailijan palveleminen ruokalassa.
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,Aloita <NUMBER> kylävierailijan palveleminen aamiais-\nmajoituksessa.
TID_FARM_PASS_TASK_SERVE_SPA,Aloita <NUMBER> kylävierailijan palveleminen kylpylässä.
TID_FARM_PASS_TASK_SERVE_BEACHCAFE,Aloita <NUMBER> kylävierailijan palveleminen rantakahvilassa.
TID_FARM_PASS_TASK_SERVE_GIFTSHOP,Aloita <NUMBER> kylävierailijan palveleminen lahjapuodissa.
TID_FARM_PASS_TASK_DERBYPOINTS,Ansaitse <NUMBER> kisapistettä.
TID_FARM_PASS_PURCHASE_ERROR_SEASON_REVOKED,Ei voida ostaa uudelleen tällä kaudella.
TID_ANIMAL_ACCESSORY_HAT_DESC,Ainutlaatuinen asuste eläimillesi!
TID_GORILLA_HOUSE_SHOP_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> gorillalle.
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_BUY,Et ole vielä ostanut tätä rakennusta!
TID_XP,Kokemuspisteet
TID_XP_DESCRIPTION,"Kerää kokemuspisteitä, niin pääset seuraavalle tasolle!"
TID_XP_TO_NEXT_LEVEL,Seuraavaan tasoon
TID_FARM_PASS_TAB_TASKS_GOAL_REACHED,Farmipassi-kausi suoritettu! Pidä hauskaa!
TID_DECO_SNOWBUNNY,Lumipupu
TID_PRODUCT_STUFFEDPEPPER,Täytetyt paprikat
TID_PRODUCT_GINGERBREADCOOKIE,Piparkakku
TID_PRODUCT_CHOCOLATEROLL,Suklaakääretorttu
TID_PRODUCT_FRIEDCANDYBAR,Uppopaistetut makeiset
TID_PRODUCT_PBMILKSHAKE,Maapähkinävoipirtelö
TID_PRODUCT_SNACKMIX,Herkkusekoitus
TID_PRODUCT_CHOCOLATEPIE,Suklaapiirakka
TID_PRODUCT_VEGGIEBOUQUET,Vihanneskimppu
TID_PRODUCT_RICEBALL,Riisipallo
TID_DECO_KARIBATREE,Ihmepuu
TID_DECO_KARIBATREE_DESC,Ainutlaatuinen \qPlay for Trees\q ‑koriste.
TID_DECO_JOLLYCLOTHES,Pukin vaatteet
TID_DECO_JOLLYCORNER,Pukin nurkkaus
TID_DECO_WINTERORNAMENTS,Talvikoristeet
TID_DECO_STARTILE,Tähtilaatoitus
TID_DECO_STARBENCH,Tähtipenkki
TID_DECO_STARTABLE,Tähtipöytä
TID_DECO_STARFOUNTAIN,Tähtisuihkulähde
TID_TIME_D2,<D> päivää
TID_CONTENTCREATOR_SHOPPILL_TITLE,Sisällöntuottajan tukeminen
TID_CONTENTCREATOR_SHOPPILL_DETAILS,Tue sisällöntuottajaa syöttämällä hänen koodinsa!
TID_CONTENTCREATOR_SHOPPILL_NOSUPPORT,Tällä hetkellä et tue sisällöntuottajia.
TID_CONTENTCREATOR_SHOPPILL_SUPPORT,Tällä hetkellä tuettuna:
TID_CONTENTCREATOR_SHOPPILL_ACTION_ENTERCODE,Syötä koodi!
TID_CONTENTCREATOR_SHOPPILL_ACTION_EDIT,Muuta
TID_CONTENTCREATOR_POPUP_ENTER_CODE,Syötä sisällöntuottajan koodi:
TID_CONTENTCREATOR_POPUP_ENTER_BUTTON,Syötä
TID_CONTENTCREATOR_POPUP_INVALID,Virheellinen koodi - tarkista se!
TID_CONTENTCREATOR_POPUP_STOP_BUTTON,Keskeytä
TID_CONTENTCREATOR_POPUP_SUCCESS,<NAME> nauttii nyt tuestasi!
TID_CONTENTCREATOR_POPUP_SUPPORTING,Tuetaan:
TID_CONTENTCREATOR_POPUP_STOP_TITLE,Lopeta sisällöntuottajan tukeminen
TID_CONTENTCREATOR_POPUP_STOP_SUPPORT,"Haluatko, että <NAME> ei saa enää tukeasi?"
TID_CONTENTCREATOR_POPUP_CANCEL,Peruuta
TID_CONTENTCREATOR_POPUP_OK,OK
TID_DECO_HOLLYHEDGE,Orjanlaakeriaita
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_COLLECT,Lunasta tämä etu farmillasi!
TID_ANIMAL_ACCESSORY_HAT_BUNNY_EARS,Pupunkorvat
TID_DECO_ALPINEFENCE,Viehättävä aita
TID_DECO_ROSE_TREE,Ruususydän
TID_DECO_CROCUS,Krookus
TID_DECO_HAYBENCH,Heinäpaalipenkki
TID_DECO_PIGSIGN,Possukyltti
TID_DECO_HAYSTACK,Heinäkasa
TID_DECO_DESERTDOG,Aavikkokoira
TID_DECO_MOOSESHEEP,Hirvilammas
TID_DECO_PERFORMERGOAT,Teatterivuohi
TID_DECO_PIGTOWER,Possutorni
TID_APP_TRACKING_TITLE,Päivitys Facebook-kirjautumiseen
TID_APP_TRACKING_PROCEED,Jatka
TID_APP_TRACKING_REQUEST_DESC_1,"Facebookin sosiaaliset ominaisuudet vaativat, että Hay Day jakaa tietojasi Facebookin kanssa. Facebook käyttää näitä tietoja omiin tarkoituksiinsa, kuten mainostamiseen ja seurantaan."
TID_APP_TRACKING_REQUEST_DESC_2,"Salli, jos haluat jakaa tietosi Facebookin kanssa ja ottaa käyttöön Facebookin sosiaaliset ominaisuudet."
TID_APP_TRACKING_REQUEST_DESC_3,"Pyydä sovellusta olemaan seuraamatta, jos et halua jakaa tietojasi Facebookin kanssa. Tällöin Facebookin sosiaaliset ominaisuudet eivät ole käytössä Hay Dayssa. Tutustu Supercell ID:n yksityisyyttä kunnioittaviin sosiaalisiin ominaisuuksiin!"
TID_APP_TRACKING_DENIED_DESC,"Facebookin sosiaaliset ominaisuudet ovat tällä hetkellä poissa käytöstä laitteesi yksityisyysasetusten perusteella.\n\nMene laitteen asetuksiin ja valitse Tietosuoja > Seuranta, ja kytke Hay Dayn seuranta-asetus päälle, niin voit käyttää Facebookin sosiaalisia ominaisuuksia."
TID_BILLING_ERROR_PURCHASE_PENDING_TIME,Edellinen osto on vielä kesken. Yritä uudelleen <TIME> kuluttua.
TID_DECO_DOWNY_BIRCH,Hieskoivu
TID_DECO_LICHEN,Jäkäläinen kanto
TID_DECO_BEEFLOWER,Mehiläiskukkaset
TID_DECO_BEELIGHTS,Mehiläisvalot
TID_DECO_SPRINGFENCE,Keväinen aita
TID_DECO_CHICKPOOL,Tipujen allas
TID_FLOATER_DERBY_PUZZLE_BOOK_COMPLETE,"Palapelin paloja ei voida kerätä, sillä kirja on jo valmis!"
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_TITLE,Kokemuspisteet
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_DESCRIPTION,Edistä farmisi tasoa suorittamalla laivatilaus.
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_TITLE,Laivapisteet
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_DESCRIPTION,Etene laivatilausten pistetaulukossa suorittamalla laivatilaus.
TID_BOAT_ORDER_TOOLTIP_VOUCHER_TITLE,Kupongit
TID_BOAT_ORDER_TOOLTIP_VOUCHER_DESCRIPTION,Kerää kuponkeja suorittamalla laivatilaus.
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_TITLE,Lisäpalkinnot
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_DESCRIPTION,Kerää lisäpalkintoja suorittamalla laivatilaus.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_TITLE,Palapelin pala
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION,Kerää palapelin paloja luonnonpuiston kirjaan suorittamalla laivatilaus.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION_BOOK_COMPLETE,Luonnonpuiston kirja on valmis! Et voi enää kerätä palapelin paloja laivatilauksista.
TID_REINDEER01,Ruskea poro
TID_REINDEER02,Harmaa poro
TID_GORILLA_CALF01,Harmaa gorillanpoikanen
TID_GORILLA_CALF02,Ruskea gorillanpoikanen
TID_REINDEER_HOUSE_SHOP_DESCRIPTION,Tarjoaa kodin\n<CAPACITY> porolle.
TID_REINDEER_HOUSE,Porotarha
TID_DECO_SNAKEPLANT,Anopinkieli
TID_DECO_BADMINTONTREE,Parkia biglandulosa
TID_CROP_CABBAGE,Kaali
TID_PRODUCT_CABBAGESOUP,Kaalisoppa
TID_PRODUCT_COLESLAW,Kaalisalaatti
TID_PRODUCT_CABBAGEPIE,Sienipiirakka
TID_BATHKIOSK,Kylpytuotekioski
TID_PRODUCT_FACEMASK,Hunajakasvonaamio
TID_PRODUCT_HONEYSOAP,Hunajasaippua
TID_PRODUCT_LEMONLOTION,Sitruunavoide
TID_PRODUCT_EXFOLIATINGSOAP,Kuoriva saippua
TID_BATHKIOSK_PRODUCT_DESC,Valmista kylpytuotekioskissa.
TID_BATHKIOSK_DESCRIPTION,Valmistaa kylpytuotteita.
TID_MODULAR_PERGOLA,Pihakoriste
TID_CUSTOM_DECORATIONS_OPTIONS_NATURAL,Luonnollinen
TID_CUSTOM_DECORATIONS_OPTIONS_WOOD,Puu
TID_CUSTOM_DECORATIONS_OPTIONS_STONE,Kivi
TID_CUSTOM_DECORATIONS_OPTIONS_FLOWERS,Kukat
TID_CUSTOM_DECORATIONS_OPTIONS_CURTAINS,Verhot
TID_CUSTOM_DECORATIONS_OPTIONS_LIGHTS,Valot
