TID,MS
TID_FARM_PASS_TASK_FEED_PUPPY,Beri makan <NUMBER> ekor anak anjing
TID_FARM_PASS_TASK_FEED_BUNNY_ONE,Beri makan seekor arnab
TID_FARM_PASS_TASK_FEED_BUNNY,Beri makan <NUMBER> ekor arnab
TID_FARM_PASS_TASK_COLLECT_FRUIT,Kumpul <NUMBER>x <FRUIT>
TID_FARM_PASS_TASK_COLLECT_TREE,Petik <NUMBER> buah daripada pokok
TID_FARM_PASS_TASK_COLLECT_BUSH,Petik <NUMBER> buah daripada rimbunan
TID_FARM_PASS_TASK_OPEN_FARM_BOXES,Buka <NUMBER>x Kotak Misteri di ladang
TID_FARM_PASS_TASK_OPEN_TOWN_BOXES,Buka <NUMBER> peti misteri di bandar
TID_FARM_PASS_TASK_PLANT_TREE_BUSH_ANY,Tanam <NUMBER> pokok atau rimbunan buah
TID_FARM_PASS_TASK_PLANT_TREE_ANY,Tanam <NUMBER> pokok buah
TID_FARM_PASS_TASK_PLANT_BUSH_ANY,Tanam <NUMBER> rimbunan buah
TID_FARM_PASS_TASK_CAST_DUCK_LOBSTER,Tangkap <NUMBER> itik atau udang kara
TID_FARM_PASS_TASK_CAST_DUCK_ONE,Letak satu perangkap Itik
TID_FARM_PASS_TASK_CAST_LOBSTER_ONE,Letak satu perangkap udang kara
TID_FARM_PASS_TASK_CAST_DUCK,Letak <NUMBER> perangkap Itik
TID_FARM_PASS_TASK_CAST_LOBSTER,Letak <NUMBER> perangkap udang kara
TID_FARM_PASS_TASK_CAST_NET_ONE,Lempar satu jaring ikan atau jaring misteri
TID_FARM_PASS_TASK_CAST_NET,Lempar <NUMBER> jaring ikan atau jaring misteri
TID_FARM_PASS_TASK_CATCH_NET,Tangkap <NUMBER> ikan menggunakan jaring ikan atau jaring misteri
TID_FARM_PASS_TASK_USE_LURE_ONE,"Guna satu umpan hijau, biru, ungu atau emas untuk tangkap ikan"
TID_FARM_PASS_TASK_USE_LURE,"Guna <NUMBER> umpan hijau, biru, ungu atau emas untuk tangkap ikan"
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER_ONE,Aktifkan satu penggalak
TID_FARM_PASS_TASK_ACTIVATE_BOOSTER,Aktifkan <NUMBER> penggalak
TID_FARM_PASS_TASK_SELL_FARM_VISITORS_ONE,Jual barangan kepada seorang pelawat ladang
TID_FARM_PASS_TASK_SELL_FARM_VISITORS,Jual barangan kepada <NUMBER> pelawat ladang
TID_FARM_PASS_TASK_SELL_RSS,Letak <NUMBER> barangan untuk dijual di gerai tepi jalan anda
TID_FARM_PASS_TASK_HELP_OTHERS,Bantu pemain lain <NUMBER> kali
TID_FARM_PASS_TASK_SERVE_TOWNIES_ONE,Mula melayan seorang pelawat bandar
TID_FARM_PASS_TASK_SERVE_TOWNIES,Mula melayan <NUMBER> orang pelawat bandar
TID_FARM_PASS_TASK_FEED_SANCTUARY_ONE,Beri makan seekor haiwan tempat perlindungan
TID_FARM_PASS_TASK_FEED_SANCTUARY,Beri makan <NUMBER> haiwan tempat perlindungan
TID_FARM_PASS_TASK_WAKE_SANCTUARY_ONE,Kejutkan seekor haiwan tempat perlindungan
TID_FARM_PASS_TASK_WAKE_SANCTUARY,Kejutkan <NUMBER> haiwan tempat perlindungan
TID_FARM_PASS_TASK_PICK_UP_VISITORS_ONE,Ambil seorang pelawat bandar dengan kereta api peribadi anda
TID_FARM_PASS_TASK_PICK_UP_VISITORS,Ambil <NUMBER> pelawat bandar dengan kereta api peribadi anda
TID_FARM_PASS_TASK_RECEIVE_VISITORS,Terima <NUMBER> pelawat bandar daripada mana-mana kereta api
TID_FARM_PASS_TASK_RECEIVE_VISITORS_EGGSPRESS,Terima <NUMBER> pelawat bandar daripada kereta api Eggspress
TID_FARM_PASS_TASK_SPIN_WHEEL,Putar Putaran Nasib <NUMBER> kali
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB,Kumpul <NUMBER> indung madu daripada sarang lebah
TID_FARM_PASS_TASK_COLLECT_PEANUT,Petik <NUMBER> kacang tanah daripada pokok tupai
TID_FARM_PASS_TASK_COLLECT_FARM_ANIMALS,Kumpul <NUMBER> produk daripada haiwan ladang
TID_FARM_PASS_TASK_VISIT_SANCTUARY_ONE,Hantar seorang pelawat bandar melawat tempat perlindungan
TID_FARM_PASS_TASK_VISIT_SANCTUARY,Hantar <NUMBER> pelawat bandar melawat tempat perlindungan
TID_FARM_PASS_TASK_DERBY_ONE,Selesaikan satu tugasan Derbi
TID_FARM_PASS_TASK_DERBY,Selesaikan <NUMBER> tugasan Derbi
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK,Aktifkan semula tugasan derbi
TID_FARM_PASS_PERK_REACTIVATE_DERBY_TASK_DESC,"Sekali setiap Derbi, anda boleh mengaktifkan semula tugas yang telah tamat tempoh. Hanya berkesan pada tugas yang tamat tempoh selepas menuntut faedah ini. Tidak menggunakan tugas milik anda!"
TID_FARM_PASS_DERBYTASK_POPUP_TITLE,Tugasan derbi tamat tempoh!
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_PERK_ACTIVE,Tugas tamat tempoh! Adakah anda ingin menggunakan faedah Pas Ladang untuk mengaktifkan semula tugas ini?\n\nKemajuan tugas ini tidak akan berubah dan anda akan ada lebih banyak masa untuk menyelesaikannya.\n\nAnda hanya boleh mengaktifkan semula SATU tugas setiap Derbi.
TID_FARM_PASS_DERBYTASK_POPUP_DESCRIPTION_GET_PASS,Tugas tamat tempoh! Faedah aktifkan semula tugas derbi dari Pas Ladang membenarkan anda mengaktifkan semula tugas yang tamat tempoh sekali setiap derbi! Dapatkan Pas Ladang sekarang!
TID_FARM_PASS_DERBYTASK_POPUP_REACTIVATE_TASK,Aktifkan Semula!
TID_FARM_PASS_DERBYTASK_POPUP_TRASH_TASK,Buang
TID_FARM_PASS_DERBYTASK_POPUP_GET_FARM_PASS,Dapatkan Pas Ladang!
TID_FARM_PASS,Pas ladang
TID_FEATURE_FARM_PASS,Pas Ladang!
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_PLAY,Selamat datang ke Pas Ladang!
TID_FARM_PASS_GET_FARM_PASS_POPUP_PLAY_BUTTON,Main Pas Ladang
TID_FARM_PASS_GET_FARM_PASS_POPUP_MUCH_MORE_LABEL,dan banyak lagi!
TID_FARM_PASS_UI_PREMIUM_REWARD_LOCKED,Dapatkan Pas Ladang untuk mendapatkan ganjaran ini
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK,Bantuan trak tambahan
TID_FARM_PASS_PERK_EXTRA_HELP_TRUCK_DESC,Anda boleh meminta bantuan untuk satu pesanan trak tambahan. Aktif sehingga musim Pas Ladang berakhir.
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT,Bantuan bot tambahan
TID_FARM_PASS_PERK_EXTRA_HELP_BOAT_DESC,Anda boleh meminta bantuan untuk satu krat bot tambahan. Aktif sehingga musim Pas Ladang berakhir.
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS,Bantuan pelawat bandar tambahan
TID_FARM_PASS_PERK_EXTRA_HELP_VISITORS_DESC,Anda boleh meminta bantuan untuk satu pesanan pelawat bandar tambahan. Aktif sehingga musim Pas Ladang berakhir.
TID_FARM_PASS_PERK_MUST_JOIN_NEIGHBORHOOD_TO_USE_PERK,Anda mesti menyertai kejiranan untuk menggunakan faedah ini!
TID_FARM_PASS_TASK_TITLE_COMPLETE,Matlamat yang telah selesai
TID_FARM_PASS_TASK_PLANT_CROP_ANY,Tanam <NUMBER> tanaman apa sahaja
TID_FARM_PASS_TASK_COLLECT_HONEYCOMB_ONE,Kumpul satu indung madu
TID_FARM_PASS_TASK_COLLECT_PEANUT_ONE,Kumpul sebiji kacang tanah
TID_FARM_PASS_TASK_COLLECT_EGG,Kumpul <NUMBER> telur
TID_FARM_PASS_TASK_COLLECT_MILK,Kumpul <NUMBER> susu
TID_FARM_PASS_TASK_COLLECT_WOOL,Kumpul <NUMBER> kapas
TID_FARM_PASS_TASK_COLLECT_BACON,Kumpul <NUMBER> bakon
TID_FARM_PASS_TASK_COLLECT_GOAT_MILK,Kumpul <NUMBER> susu kambing
TID_FARM_PASS_TASK_RECEIVE_PASSENGER_TRAIN,Menyambut kereta api Eggspress <NUMBER> kali
TID_FARM_PASS_TASK_RECEIVE_PERSONAL_TRAIN,Menyambut kereta api peribadi <NUMBER> kali
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE_ONE,Mula melayan seorang pelawat bandar di kedai runcit
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER_ONE,Mula melayan seorang pelawat bandar di pawagam
TID_FARM_PASS_TASK_SERVE_DINER_ONE,Mula melayan seorang pelawat bandar di gerabak makan minum
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST_ONE,Mula melayan seorang pelawat bandar di inap sarapan
TID_FARM_PASS_TASK_SERVE_SPA_ONE,Mula melayan seorang pelawat bandar di spa
TID_FARM_PASS_TASK_SERVE_BEACHCAFE_ONE,Mula melayan seorang pelawat bandar di kafe di pantai
TID_FARM_PASS_TASK_SERVE_GIFTSHOP_ONE,Mula melayan seorang pelawat bandar di kedai hadiah
TID_FARM_PASS_TASK_SERVE_GROCERYSTORE,Mula melayan <NUMBER> orang pelawat bandar di kedai runcit
TID_FARM_PASS_TASK_SERVE_MOVIETHEATER,Mula melayan <NUMBER> orang pelawat bandar di pawagam
TID_FARM_PASS_TASK_SERVE_DINER,Mula melayan <NUMBER> orang pelawat bandar di gerabak makan minum
TID_FARM_PASS_TASK_SERVE_BEDBREAKFAST,Mula melayan <NUMBER> orang pelawat bandar di inap sarapan
TID_FARM_PASS_TASK_SERVE_SPA,Mula melayan <NUMBER> orang pelawat bandar di spa
TID_FARM_PASS_TASK_SERVE_BEACHCAFE,Mula melayan <NUMBER> orang pelawat bandar di kafe di pantai
TID_FARM_PASS_TASK_SERVE_GIFTSHOP,Mula melayan <NUMBER> orang pelawat bandar di kedai hadiah
TID_FARM_PASS_TASK_DERBYPOINTS,Dapatkan <NUMBER> mata derbi
TID_FARM_PASS_PURCHASE_ERROR_SEASON_REVOKED,Tidak boleh beli lagi pada musim ini
TID_ANIMAL_ACCESSORY_HAT_DESC,Aksesori unik untuk haiwan anda
TID_GORILLA_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> Gorila
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_BUY,Anda belum membeli bangunan ini!
TID_XP,Mata pengalaman
TID_XP_DESCRIPTION,Kumpul mata pengalaman untuk capai tahap seterusnya!
TID_XP_TO_NEXT_LEVEL,Ke tahap seterusnya
TID_FARM_PASS_TAB_TASKS_GOAL_REACHED,Anda telah menyelesaikan musim Pas Ladang! Semoga seronok bermain!
TID_DECO_SNOWBUNNY,Arnab salji
TID_PRODUCT_STUFFEDPEPPER,Lada benggala sumbat
TID_PRODUCT_GINGERBREADCOOKIE,Biskut halia
TID_PRODUCT_CHOCOLATEROLL,Kek gulung coklat
TID_PRODUCT_FRIEDCANDYBAR,Coklat goreng
TID_PRODUCT_PBMILKSHAKE,Susu kocak mentega kacang
TID_PRODUCT_SNACKMIX,Kudapan campuran
TID_PRODUCT_CHOCOLATEPIE,Pai coklat
TID_PRODUCT_VEGGIEBOUQUET,Jambak sayuran
TID_PRODUCT_RICEBALL,Onigiri
TID_DECO_KARIBATREE,Pokok ajaib
TID_DECO_KARIBATREE_DESC,Hiasan unik \qSayangi Pokok Kita\q
TID_DECO_JOLLYCLOTHES,Pakaian Krismas
TID_DECO_JOLLYCORNER,Sudut Krismas
TID_DECO_WINTERORNAMENTS,Hiasan Musim Salji
TID_DECO_STARTILE,Jubin bintang
TID_DECO_STARBENCH,Bangku bintang
TID_DECO_STARTABLE,Meja bintang
TID_DECO_STARFOUNTAIN,Air pancut bintang
TID_TIME_D2,<D> hari
TID_CONTENTCREATOR_SHOPPILL_TITLE,Galakan Pencipta Kandungan
TID_CONTENTCREATOR_SHOPPILL_DETAILS,Sokong pencipta kandungan dengan memasukkan kod pencipta!
TID_CONTENTCREATOR_SHOPPILL_NOSUPPORT,Anda tidak menyokong mana-mana pencipta kandungan.
TID_CONTENTCREATOR_SHOPPILL_SUPPORT,Kini menyokong:
TID_CONTENTCREATOR_SHOPPILL_ACTION_ENTERCODE,Masukkan kod!
TID_CONTENTCREATOR_SHOPPILL_ACTION_EDIT,Tukar
TID_CONTENTCREATOR_POPUP_ENTER_CODE,Masukkan kod pencipta:
TID_CONTENTCREATOR_POPUP_ENTER_BUTTON,Masukkan
TID_CONTENTCREATOR_POPUP_INVALID,"Kod pencipta tidak sah, sila semak!"
TID_CONTENTCREATOR_POPUP_STOP_BUTTON,Hentikan
TID_CONTENTCREATOR_POPUP_SUCCESS,Anda sedang menyokong <NAME>!
TID_CONTENTCREATOR_POPUP_SUPPORTING,Menyokong:
TID_CONTENTCREATOR_POPUP_STOP_TITLE,Hentikan sokongan pencipta kandungan
TID_CONTENTCREATOR_POPUP_STOP_SUPPORT,Adakah anda ingin berhenti menyokong <NAME>?
TID_CONTENTCREATOR_POPUP_CANCEL,Batal
TID_CONTENTCREATOR_POPUP_OK,Okey
TID_DECO_HOLLYHEDGE,Tumbuhan holi
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_COLLECT,Sila kumpul faedah ini di ladang anda!
TID_ANIMAL_ACCESSORY_HAT_BUNNY_EARS,Telinga arnab
TID_DECO_ALPINEFENCE,Pagar comel
TID_DECO_ROSE_TREE,Bunga ros hati
TID_DECO_CROCUS,Crocus
TID_DECO_HAYBENCH,Bangku rumput kering
TID_DECO_PIGSIGN,Papan tanda khinzir
TID_DECO_HAYSTACK,Timbunan jerami
TID_DECO_DESERTDOG,Anjing gurun
TID_DECO_MOOSESHEEP,Biri-biri moose
TID_DECO_PERFORMERGOAT,Kambing seniman
TID_DECO_PIGTOWER,Menara khinzir
TID_APP_TRACKING_TITLE,Kemas Kini Log Masuk Facebook
TID_APP_TRACKING_PROCEED,Teruskan
TID_APP_TRACKING_REQUEST_DESC_1,"Ciri sosial Facebook memerlukan Hay Day kongsi data anda dengan Facebook. Facebook menggunakan data ini untuk tujuannya sendiri, termasuk untuk pengiklanan dan penjejakan."
TID_APP_TRACKING_REQUEST_DESC_2,Membenarkan jika anda ingin kongsi data dengan Facebook dan mengaktifkan ciri sosial Facebook.
TID_APP_TRACKING_REQUEST_DESC_3,\qMinta aplikasi untuk tidak jejak\q jika anda tidak ingin kongsi data dengan Facebook. Ini akan mengeluarkan ciri sosial Facebook daripada \qHay Day\q. Lihat Supercell ID untuk ciri sosial mesra privasi!
TID_APP_TRACKING_DENIED_DESC,Ciri sosial Facebook telah dilumpuhkan kerana pilihan privasi peranti anda.\n\nBuka Tetapan -> pergi ke Privasi -> Penjejakan dan pilih tetapan penjejakan \qHay Day\q untuk membolehkan ciri sosial Facebook.
TID_BILLING_ERROR_PURCHASE_PENDING_TIME,Pembelian sebelumnya masih belum selesai. Sila cuba lagi dalam <TIME>
TID_DECO_DOWNY_BIRCH,Pokok birch lembut
TID_DECO_LICHEN,Tunggul liken
TID_DECO_BEEFLOWER,Bunga lebah
TID_DECO_BEELIGHTS,Lampu lebah
TID_DECO_SPRINGFENCE,Pagar musim bunga
TID_DECO_CHICKPOOL,Kolam anak ayam
TID_FLOATER_DERBY_PUZZLE_BOOK_COMPLETE,"Tidak boleh mengumpul kepingan susun suai gambar, anda telah menyelesaikan buku susun suai gambar!"
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_TITLE,Mata pengalaman
TID_BOAT_ORDER_TOOLTIP_XP_POINTS_DESCRIPTION,Selesaikan pesanan bot untuk menaikkan tahap ladang anda.
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_TITLE,Mata bot
TID_BOAT_ORDER_TOOLTIP_BOAT_SCORE_DESCRIPTION,Selesaikan pesanan bot untuk mara di papan pendahulu bot.
TID_BOAT_ORDER_TOOLTIP_VOUCHER_TITLE,Baucar
TID_BOAT_ORDER_TOOLTIP_VOUCHER_DESCRIPTION,Selesaikan pesanan bot untuk mengumpul baucar.
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_TITLE,Ganjaran tambahan
TID_BOAT_ORDER_TOOLTIP_EVENT_REWARD_DESCRIPTION,Selesaikan pesanan bot untuk mengumpul ganjaran tambahan.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_TITLE,Kepingan susun suai gambar
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION,Selesaikan pesanan bot untuk mengumpul kepingan susun suai gambar untuk buku tempat perlindungan anda.
TID_BOAT_ORDER_TOOLTIP_PUZZLE_PIECE_DESCRIPTION_BOOK_COMPLETE,Buku tempat perlindungan anda telah selesai! Anda tidak boleh mengumpul kepingan susun suai gambar dari pesanan bot.
TID_REINDEER01,Rusa kutub perang
TID_REINDEER02,Rusa kutub kelabu
TID_GORILLA_CALF01,Anak gorila kelabu
TID_GORILLA_CALF02,Anak gorila perang
TID_REINDEER_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> rusa kutub
TID_REINDEER_HOUSE,Rumah rusa kutub
TID_DECO_SNAKEPLANT,Pokok lidah jin
TID_DECO_BADMINTONTREE,Pokok nering
TID_CROP_CABBAGE,Kubis
TID_PRODUCT_CABBAGESOUP,Sup kubis
TID_PRODUCT_COLESLAW,Coleslaw
TID_PRODUCT_CABBAGEPIE,Pai cendawan
TID_BATHKIOSK,Gerai Produk Kecantikan
TID_PRODUCT_FACEMASK,Topeng helaian madu
TID_PRODUCT_HONEYSOAP,Sabun madu
TID_PRODUCT_LEMONLOTION,Losen lemon
TID_PRODUCT_EXFOLIATINGSOAP,Sabun pengelupasan
TID_BATHKIOSK_PRODUCT_DESC,Hasilkan di Gerai Produk Kecantikan
TID_BATHKIOSK_DESCRIPTION,Membuat produk kecantikan
TID_MODULAR_PERGOLA,Hiasan halaman
TID_CUSTOM_DECORATIONS_OPTIONS_NATURAL,Natural
TID_CUSTOM_DECORATIONS_OPTIONS_WOOD,Kayu
TID_CUSTOM_DECORATIONS_OPTIONS_STONE,Batu
TID_CUSTOM_DECORATIONS_OPTIONS_FLOWERS,Bunga
TID_CUSTOM_DECORATIONS_OPTIONS_CURTAINS,Langsir
TID_CUSTOM_DECORATIONS_OPTIONS_LIGHTS,Lampu
TID_CUSTOM_DECORATIONS_OPTIONS_CANDLES,Lilin
TID_CUSTOM_DECORATIONS_OPTIONS_CLEMATIS,Klematis
TID_CUSTOM_DECORATIONS_OPTIONS_ROSE,Bunga mawar
TID_CUSTOM_DECORATIONS_OPTIONS_JASMINE,Bunga melur
TID_FARM_PASS_OFFER_DECOS_TITLE,Mengindahkan ladang & bandar anda!
TID_FARM_PASS_OFFER_DECOS_INFO,Dapatkan hiasan unik untuk bandar & ladang anda
TID_DECO_BARRELHORSE,Kuda kaleng
TID_DECO_PAINTEDROCKS,Batuan bercorak
TID_DECO_BLUEPAVILION,Pavilion biru
TID_DECO_JOCKEYSCARECROW,Orang-orang penunggang kuda
TID_DECO_CRESCENT_LANTERN,Lantera Bulan Sabit
TID_DECO_CRESCENT_ARCH,Gerbang Bulan Sabit
TID_DECO_CRESCENT_FOUNTAIN,Air Pancut Bulan Sabit
TID_ANIMAL_ACCESSORY_HAT_CROWN_GOLD,Mahkota Emas
TID_ANIMAL_ACCESSORY_HAT_CROWN_RAINBOW,Mahkota Pelangi
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PARTYRAINBOW,Topi Parti Hari Jadi
TID_REINDEER_CALF1,Anak rusa kutub perang
TID_REINDEER_CALF2,Anak rusa kutub kelabu
TID_DECO_RUSTICHOSE,Hos desa
TID_DECO_RUSTICPLANTER,Pasu desa
TID_DECO_RUSTICBIRDHOUSE,Rumah burung desa
TID_DONUTMAKER,Pembuat donat
TID_PLAIN_DONUT,Donat kosong
TID_CREAM_DONUT,Donat berkrim
TID_BACON_DONUT,Donat bakon
TID_FILLED_DONUT,Donat berinti
TID_CRUNCHY_DONUT,Donat rangup
TID_SPRINKLES_DONUT,Donat urai
TID_DONUT_MAKER_PRODUCT_DESCRIPTION,Hasilkan di Pembuat Donat
TID_DONUTMAKER_DESCRIPTION,Membuat donat sedap
TID_DECO_BEACHHUT,Pondok pantai
TID_DECO_BRAZILSTATUE,Tugu bulu
TID_DECO_FRANCETOWER,Menara besi
TID_DECO_UKCROWN,Mahkota batu berlian
TID_DECO_RAINBOWCAKE,Kek pesta ria
TID_DECO_KITESTAND,Gerai layang-layang
TID_DECO_CLASSICCAR,Kereta klasik
TID_DECO_HOTAIRBALLOON,Belon udara panas
TID_DECO_CHICKBALLOON,Belon anak ayam
TID_MASSGIFT_9THBIRTHDAY_ANNOUNCEMENT_TEXT,"Hay Day dah berusia 9 tahun! Kami sangat teruja untuk menyambut saat ini bersama anda semua. Hari jadi mesti ada hadiah, jadi terimalah beberapa berlian ini. Terima kasih kerana bermain selama ini!"
TID_CUSTOMIZATION_BIRTHDAY2021,Hari jadi
TID_CHEETAH1,Citah kuning
TID_CHEETAH2,Citah oren
TID_ARCTIC_FOX1,Rubah artik putih
TID_ARCTIC_FOX2,Rubah artik perang
TID_CHEETAH_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> Citah
TID_ARCTIC_FOX_HOUSE_SHOP_DESCRIPTION,Rumah untuk <CAPACITY> rubah artik
TID_CROP_CLAY,Tanah liat
TID_CROP_CHICKPEA,Kacang kuda
TID_CROP_PASSIONFRUIT,Buah markisah
TID_POTTERY_STUDIO,Studio Tembikar
TID_POTTERY_STUDIO_DESCRIPTION,Menghasilkan barang tembikar
TID_POTTERY_STUDIO_PRODUCT_DESCRIPTION,Hasilkan di Studio Tembikar
TID_TEA_POT,Teko Teh
TID_PLANT_POT,Tanaman berpasu
TID_MUG,Cawan tanah liat
TID_PRESERVATION_STATION,Stesen Jeruk
TID_PRESERVATION_STATION_DESCRIPTION,Menghasilkan jeruk
TID_PRESERVATION_STATION_PRODUCT_DESCRIPTION,Hasilkan di Stesen Jeruk
TID_PRODUCT_DRIED_FRUIT,Buah-buahan kering
TID_PRODUCT_PICKELS,Acar
TID_PRODUCT_CANNED_FISH,Ikan dalam tin
TID_PRODUCT_KIMCHI,Kimchi
TID_GUINEA_PIG1,Tikus belanda Teddy
TID_GUINEA_PIG_DESCRIPTION,Beri makan untuk mengumpul mata
TID_GUINEA_PIG2,Tikus Belanda Sheba
TID_GUINEA_PIG3,Tikus Belanda Silkie
TID_GUINEA_PIG_HOUSE,Rumah Tikus Belanda
TID_GUINEA_PIG_HOUSE_DESCRIPTION,Rumah untuk <CAPACITY> tikus belanda
TID_PRODUCT_PASSION_FRUIT_PIE,Pai markisah
TID_PASSION_FRUIT_JUICE,Jus markisah
TID_PRODUCT_PASSION_FRUIT_JAM,Jem markisah
TID_PRODUCT_PASSION_FRUIT_SAUCE,Kuah tat
TID_PRODUCT_HUMMUS,Hummus
TID_PRODUCT_WRAP,Roti belebat hummus
TID_PRODUCT_FALAFEL,Falafel
TID_PRODUCT_SAMOSA,Samosa
TID_PRODUCT_PARTYCANDLE,Lilin warna-warni
TID_COTTON_CANDY,Alusmitai
TID_HORSE6,Appaloosa
TID_DECO_PARTY_FENCE,Pagar Parti
TID_DECO_PARTY_BUBBLES,Buih Parti
TID_DECO_PARTY_STAGE,Pentas Parti
TID_ARCTIC_FOX_HOUSE,Rumah Rubah Artik
TID_CHEETAH_HOUSE,Rumah Citah
TID_CARNIVORE_FOOD,Baldi daging
TID_DECO_DISCOCAKE,Kek pesta ria
TID_CUSTOMIZATION_HALLOWEEN2021,Halloween
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_TITLE,Amaran
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_MESSAGE,Hay Day tidak dipasang dengan betul. Sila pasang semula dari Google Play Store untuk menyelesaikan masalah ini.
TID_NATIVE_DIALOG_INVALID_PLAY_INSTALL_BUTTON,Ok
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_YELLOW,Topi keselamatan kuning
TID_ANIMAL_ACCESSORY_HAT_HARDHAT_BLUE,Topi keselamatan biru
TID_DECO_TRAIN_TRACK,Landasan kereta api
TID_PRODUCT_BIRTHDAYBOUQUET,Bunga hari jadi
TID_DECO_ALPINEFLOWERS,Bunga alpin
TID_DECO_ALPINEPOND,Kolam alpin
TID_DECO_WATERTOWER,Menara air
TID_DECO_LUGGAGECART,Kereta tolak bagasi
TID_DECO_COZYBLANKET,Selimut selesa
TID_DECO_COLORFULFLOWERS,Bunga warna-warni
TID_DECO_BUTTERFLYPOND,Kolam rama-rama
TID_DECO_FITTINGROOM,Bilik salinan
TID_DECO_POTTEDSUCCULENTS,Sukulen berpasu
TID_DECO_TREEHOUSE,Rumah pokok
TID_DECO_PUMPKINCHICKS,Anak ayam labu
TID_DECO_CARVEDCHICK,Ukiran anak ayam
TID_DECO_CANDYPOOL,Kolam gula-gula
TID_DECO_SANDTOYS,Mainan pantai
TID_DECO_SANDBED,Timbunan pasir
TID_DECO_SANDSWING,Buaian pantai
TID_DECO_BEACHFENCE,Pagar pantai
TID_DECO_BEACHBOARD,Papan luncur air
TID_DECO_BEACHKITES,Layang-layang pantai
TID_DECO_FALL_HEDGE,Pagar musim luruh
TID_DECO_FALL_WEATHERVANE,Penunjuk angin musim luruh
TID_DECO_FALL_FOUNTAIN,Air pancut musim luruh
TID_VOUCHER5,Baucar anak ayam
TID_VOUCHER5_DESCRIPTION,Gunakan untuk menukar item istimewa di kedai
TID_FARM_PASS_BLACK_VOUCHER_DESCRIPTION,Anda boleh mendapat baucar ayam dengan bermain Pas Ladang!
TID_BIRD_HOUSE,Rumah Burung
TID_BIRD_HOUSE_DESCRIPTION,Rumah untuk burung
TID_PEACOCK1,Burung merak biru
TID_PEACOCK_DESCRIPTION,Beri makan untuk mengumpul mata
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_TITLE,Sumber tidak cukup!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_GENERIC_TEXT,Anda tidak mempunyai baucar anak ayam yang mencukupi!\n\nAnda boleh mendapat baucar ayam dengan bermain Pas Ladang!
TID_LEVEL_UP_NEW_CONTAINER_PRODUCTION_BUILDING_TEXT,Bangunan Pengeluaran BAHARU
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_COLLECT_VOUCHER,Kumpul baucar
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_GET_FARM_PASS,Dapatkan Pas Ladang sekarang!
TID_NEED_MORE_POPUP_MISSING_BLACK_VOUCHER_BUTTON_PASS_ROAD,Semak Pas Ladang
TID_DECO_AUTUMNVASE,Pasu musim luruh
TID_DECO_AUTUMNLANTERNS,Lantera musim luruh
TID_DECO_AUTUMNWHEELBARROW,Kereta sorong musim luruh
TID_DECO_SUGARSKULL_PATH,Laluan tengkorak gula
TID_DECO_SUGARSKULLTOMB,Makam tengkorak gula
TID_DECO_SUGARSKULLALTAR,Meja tengkorak gula
TID_DECO_PUMPKINSCARECROW,Orang-orang labu
TID_DECO_SNOWCHICKEN,Ayam salji
TID_DECO_SKIJUMPER,Pelompat ski
TID_DECO_HOCKEYPOND,Kolam hoki
TID_DECO_STOCKINGSTAND,Penyokong sarung kaki
TID_DECO_SNOWCANNON,Meriam salji
TID_DECO_WINTERGAZEBO,Gazebo musim salji
TID_DECO_GIFTSTATION,Pondok hadiah
TID_DECO_SHOVELSTAND,Penyokong penyodok
TID_DECO_MOVIEPROPS,Alatan filem
TID_DECO_MOVIENIGHT,Panggung wayang
TID_DECO_MOVIEBENCH,Bangku pawagam
TID_DECO_MOVIESTARS,Bintang filem
