TID,ES
TID_DECO_HAY_RIDE,Camioneta de heno
TID_DECO_WOODEN_HEDGEHOGS,Erizos de madera
TID_DECO_WOODEN_TRAIN,Tren de madera
TID_ANIMAL_ACCESSORY_HAT_STRAW_HAT,Sombrero de paja
TID_ANIMAL_ACCESSORY_HAT_GOLDEN_LEAF_TIARA,Corona de laurel
TID_FLOATER_HABITAT_NO_MORE_ANIMALS,No se puede mejorar todavía. El próximo animal llegará pronto.
TID_CUSTOMIZATION_IVY,Casita morada
TID_CUSTOMIZATION_IVY_SUMMER,Casita amarilla
TID_EDIT_MODE_ERASE_TUTORIAL_TITLE,Arrastra para borrar
TID_EDIT_MODE_ERASE_TUTORIAL_TEXT,Almacena objetos tocándolos o arrastrando el dedo sobre ellos. ¡Recuerda desactivar el modo de almacenaje para poder moverte por el mapa!
TID_EDIT_MODE_ERASE_TUTORIAL_BUTTON,Vale
TID_DECO_GLOOMY_CANDLES,Candelabro lúgubre
TID_DECO_SCARY_MAUSOLEUM,Mausoleo tenebroso
TID_DECO_SCARY_ORGAN_MUSIC,Órgano tenebroso
TID_DECO_SCARY_TOMB,Sepulcro tenebroso
TID_DECO_BLACK_ROSES,Rosas negras
TID_DECO_LOBSTER_RIDE,Atracción de langosta
TID_DECO_PIG_RIDE,Atracción de cerdo
TID_DECO_TICKET_BOOTH,Taquilla
TID_DECO_CLEANER_PIG,Cerdo limpiador
TID_DECO_GHOST_PIG,Cerdo fantasma
TID_DECO_ABANDONED_TOMBS,Tumbas abandonadas
TID_DECO_GLASS_WALL,Valla con vidriera
TID_DECO_CAT_FENCE,Valla de gatos negros
TID_DECO_DINOSAUR_FOOTPRINT_PATH,Camino con huellas de dinosaurio
TID_DECO_CENTIPEDE_FENCE,Valla de ciempiés
TID_DECO_THANKSGIVING_COSPLAY,Disfraz de Acción de Gracias
TID_DECO_THANKSGIVING_WAGON,Carro de Acción de Gracias
TID_DECO_THANKSGIVING_BALLOON,Globo de Acción de Gracias
TID_DECO_THANKSGIVING_PAVILION,Pabellón de Acción de Gracias
TID_DECO_THANKSGIVING_PHOTO_SHOOT,Foto de Acción de Gracias
TID_DECO_FAIRGROUND_FORTUNE_TELLER,Puesto de adivinación
TID_DECO_THANKSGIVING_FENCE,Valla de Acción de Gracias
TID_DECO_THANKSGIVING_PATH,Camino de Acción de Gracias
TID_DECO_POND_YACHTING,Navegación en estanque
TID_DECO_MUSHROOM_PICKING,Recogida de setas
TID_DECO_BOAT_STATUE,Barco tallado
TID_DECO_MUSHROOM_LOG,Tronco musgoso
TID_DECO_MUSHROOM_FENCE,Valla de setas
TID_DECO_SEASONAL_GREETINGS,Correo festivo
TID_DECO_MAIL_OFFICE,Oficina de correos invernal
TID_DECO_LUMBERJACKS,Leñadores invernales
TID_DECO_SKI_RENTALS,Puesto de venta de esquís
TID_DECO_AIRMAIL,Correo aéreo
TID_DECO_ELECTRIC_CANDLES_FENCE,Valla de velas
TID_HALLOWEEN_CANDY_MAKER,Máquina de golosinas
TID_HALLOWEEN_CANDY_MAKER_DESCRIPTION,Produce golosinas de Halloween.
TID_HALLOWEEN_CANDY1_24,Dientes de golosina
TID_HALLOWEEN_CANDY2_24,Gusanos de golosina
TID_HALLOWEEN_CANDY3_24,Calaveras de golosina
TID_HALLOWEEN_CANDY4_24,Calabazas de golosina
TID_HALLOWEEN_CANDY_DESCRIPTION,Se preparan en la máquina de golosinas. ¡Este producto está disponible por tiempo limitado!
TID_EDIT_MODE_ERASE,Modo de almacenaje SÍ
TID_CUSTOMIZATION_HALLOWEEN_2024,Halloween 2024
TID_ICON_GACHA_CURRENCY,Llaves doradas
TID_ICON_GACHA_CURRENCY_DESCRIPTION,"Las llaves doradas abren cajas sorpresa. Las encontrarás en ofertas, eventos, el pase de la granja y más. La cantidad de llaves que puedes tener es limitada."
TID_DECO_STICKER_BOOK_TUTORIAL_6,"Cuando un adorno esté disponible en un evento en curso, el botón mostrará un libro abierto."
TID_DECO_PHASE_UNKNOWN,Desconocido: <TIME>
TID_DECO_PHASE_PREVIEW,La fase de diseño empieza dentro de <TIME>.
TID_DECO_PHASE_DECORATION,La fase de diseño termina dentro de <TIME>.
TID_DECO_PHASE_VOTING,La fase de votación termina dentro de <TIME>.
TID_DECO_PHASE_REWARDING,El festival de diseños termina dentro de <TIME>.
TID_DECO_BUTTON_VOTE,Votar
TID_DECO_BUTTON_SUBMIT,Tu diseño
TID_DECO_BUTTON_EXPO,Paseo de la fama
TID_HAMBURGER_MENU_PHOTO_MODE_BUTTON,Modo escénico
TID_DECO_VOTE_COUNTDOWN,Puedes votar de nuevo dentro de <TIME>.
TID_DECO_VOTE_TT,"Solo tienes que tocar el diseño que más te guste. Cuanto más votes, más visibilidad tendrá tu diseño."
TID_DECO_VOTE_TT_TITLE,Elige tu diseño favorito
TID_DECO_FEATURED_TITLE,Destacados
TID_DECO_FEATURED_PREPARE,"Durante la fase de votación, los diseños aparecen en el paseo de la fama."
TID_DECO_FEATURED_COUNTDOWN,Los diseños destacados aparecerán aquí durante la fase de votación y se actualizarán constantemente.
TID_DECO_FEATURED_CATEGORY_0,Diseños impresionantes
TID_DECO_FEATURED_CATEGORY_1,Diseños despampanantes
TID_DECO_FEATURED_CATEGORY_2,Los mejores diseños del mundo entero
TID_DECO_FEATURED_CLOSEUP_TITLE,Diseño de <NAME>
TID_DECO_FEATURED_CLOSEUP_TASKS_COMPLETED,Tarea completada x<COUNT>
TID_DECO_FEATURED_CLOSEUP_VISIT,Visita la granja
TID_DECO_STICKER_BOOK_COLLECTION_21,Armonía zen
TID_DECO_STICKER_BOOK_COLLECTION_22,Año de la serpiente
TID_DECO_STICKER_BOOK_COLLECTION_23,Lecho de rosas
TID_DECO_STICKER_BOOK_COLLECTION_24,Bombones y corazones
TID_DECO_STICKER_BOOK_COLLECTION_25,El gran carnaval
TID_DECO_STICKER_BOOK_COLLECTION_26,Aire primaveral
TID_DECO_STICKER_BOOK_COLLECTION_27,Despertar floral
TID_DECO_STICKER_BOOK_COLLECTION_28,Búsqueda de huevos de chocolate
TID_DECO_STICKER_BOOK_COLLECTION_29,Día de la Tierra
TID_DECO_STICKER_BOOK_COLLECTION_30,Semana dorada
TID_DECO_STICKER_BOOK_COLLECTION_31,<TODO:>Placeholder 31
TID_DECO_STICKER_BOOK_COLLECTION_32,"Croac, croac"
TID_DECO_STICKER_BOOK_COLLECTION_33,Fantasía floral
TID_DECO_STICKER_BOOK_COLLECTION_34,Seto de Hay Day
TID_DECO_STICKER_BOOK_COLLECTION_35,Apoyo apícola
TID_DECO_STICKER_BOOK_COLLECTION_36,13 aniversarios
TID_DECO_STICKER_BOOK_COLLECTION_37,Lista de la fiesta bohemia
TID_DECO_STICKER_BOOK_COLLECTION_38,Día de campamento con Greg
TID_DECO_STICKER_BOOK_COLLECTION_39,<TODO:>Placeholder 39
TID_DECO_STICKER_BOOK_COLLECTION_40,<TODO:>Placeholder 40
TID_DECO_STICKER_BOOK_COLLECTION_41,<TODO:>Placeholder 41
TID_DECO_STICKER_BOOK_COLLECTION_42,<TODO:>Placeholder 42
TID_DECO_STICKER_BOOK_COLLECTION_43,<TODO:>Placeholder 43
TID_DECO_STICKER_BOOK_COLLECTION_44,<TODO:>Placeholder 44
TID_DECO_STICKER_BOOK_COLLECTION_45,<TODO:>Placeholder 45
TID_DECO_STICKER_BOOK_COLLECTION_46,<TODO:>Placeholder 46
TID_DECO_STICKER_BOOK_COLLECTION_47,<TODO:>Placeholder 47
TID_DECO_STICKER_BOOK_COLLECTION_48,<TODO:>Placeholder 48
TID_DECO_STICKER_BOOK_COLLECTION_49,<TODO:>Placeholder 49
TID_DECO_STICKER_BOOK_COLLECTION_50,<TODO:>Placeholder 50
TID_DECO_SUBMIT_SUBMITTED,Has entregado tu diseño.
TID_DECO_SUBMIT_NAME,Diseño de <NAME>
TID_DECO_SUBMIT_DATE,<DAY>/<MONTH>/<YEAR>
TID_DECO_SUBMIT_TASKS,Tarea completada x<COUNT>
TID_DECO_SUBMIT_SUBMIT,Entrega tu diseño
TID_DECO_SUBMIT_DETAILS,No puedes cambiar tu diseño una vez que lo entregues.
TID_DECO_SUBMIT_BUTTON,Entregar
TID_DECO_RESUBMIT_BUTTON,Volver a entregar
TID_DECO_SKIP_SUBMIT_BUTTON,Omitir entrega
TID_DECO_EVENT_SKIP_VOTING_COOL_DOWN,Reiniciar tiempo de espera
TID_DECO_VOTING_NOT_STARTED_DESC,Las votaciones empezarán cuando termine la fase de diseño.
TID_DECO_VOTING_ENDED,Fase de votación finalizada
TID_DECO_VOTING_ENDED_DESC,Echa un vistazo al paseo de la fama para ver diseños impresionantes de otros granjeros. ¡No olvides usar los carretes en la tienda!
TID_DECO_EVENT_REPORTED,Diseño denunciado
TID_DECO_PHASE_SUBMITTED,La fase de votación empieza dentro de <TIME>.
TID_DECO_EVENT_REPORT_DIALOG_TEXT,¿Quieres denunciar este diseño?
TID_DECO_EVENT_REPORT_CONFIRM,Denunciar
TID_DECO_SUBMIT_TASKS_NOT_COMPLETED,Completa las tareas necesarias para entregar tu diseño.
TID_FLOATER_INVALID_OBJECT_POSITION_MODE,¡No puedes colocar esto aquí!
TID_FLOATER_COMPLETED_DECO_EVENT_CHALLENGE_BUT_DID_NOT_SUBMIT_DESIGN,Se ha vencido el plazo para entregar diseños.
TID_DECO_EVENT_CURRENCY,Carretes
TID_DECO_EVENT_CURRENCY_DESC,"Los carretes se usan en la tienda, incluso cuando haya acabado el evento."
TID_EVERGREEN_OFFER_VALUE_X,<VALUE> veces más barato
TID_EVERGREEN_OFFER_EXTRA_AMOUNT,+<VALUE>
TID_EDIT_MODE_ERASER_DESCRIPTION,Desactiva el modo de almacenaje para poder moverte por el mapa.
TID_DECO_SUBMIT_PREVIEW,Podrás entregar tu diseño durante la fase de diseño.
TID_DECO_SUBMIT_PREVIEW_TIMER,Podrás empezar a diseñar dentro de <TIME>.
TID_DECO_ORNATE_MUSHROOM_FENCE,Valla de setas ornamentales
TID_DECO_AUTUMN_HARVEST_CART,Carrito de cosecha otoñal
TID_DECO_HAY_CHICKEN,Gallina de heno
TID_DECO_GINGERBREAD_PATH,Camino de jengibre
TID_DECO_JOLLY_WREATH,Guirnalda navideña
TID_DECO_JOLLY_WELL,Pozo navideño
TID_DECO_GIFT_DELIVERY,Reparto de regalos
TID_DECO_GINGERBREAD_WORKSHOP,Taller de jengibre
TID_DECO_SKI_TRACKS,Pistas de esquí
TID_DECO_ICE_PIG,Cerdo de hielo
TID_DECO_WINTER_PARK,Parque invernal
TID_DECO_ICY_FOUNTAIN,Fuente helada
TID_DECO_WINTER_BENCH,Banco invernal
TID_DECO_JOLLY_PATH,Camino navideño
TID_DECO_COW_SANTA,Papá Bovi-noel
TID_DECO_FIREWORKS_FENCE,Valla de fuegos artificiales
TID_DECO_DISCO_BALL,Bola de discoteca
TID_DECO_CANDLE_CHIMES,Velas festivas
TID_DECO_HOLIDAY_BAKING,Repostería festiva
TID_DECO_WOODEN_SANTA,Papá Noel de madera
TID_SUMMER_GAMES_BOTTLE,Botella de los juegos de verano
TID_SUMMER_GAMES_BOTTLE_DESCRIPTION,Objeto del evento de los juegos de verano. Completa eventos para conseguir más. Intercámbialas por recompensas en el catálogo del evento.
TID_DECO_EVENT_LIKE_YOUR_DESIGN,¡A <COUNT> granjeros les gusta tu diseño!
TID_DECO_EVENT_SHOP,Tienda del festival de diseños
TID_DECO_SUBMIT_MISSED,"Por desgracia, la fecha límite para las entregas ya ha pasado. Todavía puedes votar por otros diseños y ganar carretes durante la fase de votación."
TID_DECO_EVENT_VOTING_GO_TO_SHOP,Ir a la tienda del festival de diseños
TID_DECO_EVENT_SUBMIT_AND_WAIT_TEXT,¡Bien hecho! La fase de votación empezará muy pronto. No olvides reclamar las recompensas de las tareas completadas.
TID_ANIMAL_ACCESSORY_HAT_BAT_HEADBAND,Diadema de murciélagos
TID_ANIMAL_ACCESSORY_HAT_PILGRIM,Sombrero de peregrinos
TID_ANIMAL_ACCESSORY_HAT_SNOWFLAKE_HEADBAND,Cinta de copos de nieve
TID_ANIMAL_ACCESSORY_HAT_PARADE,Sombrero de desfile
TID_MYSTERY_BOX_DESCRIPTION_ADS,"La caja misteriosa está cerrada, ¡pero puedes abrirla mirando un anuncio!"
TID_MYSTERY_BOX_DESCRIPTION_DIAMONDS_ADS,"La caja misteriosa está cerrada, ¡pero puedes abrirla con diamantes o mirando un anuncio!"
TID_MYSTERY_CRATE_DESCRIPTION_ADS,"El cofre del tesoro está cerrado, ¡pero puedes abrirlo mirando un anuncio!"
TID_MYSTERY_CRATE_DESCRIPTION_DIAMONDS_ADS,"El cofre del tesoro está cerrado, ¡pero puedes abrirlo con diamantes o mirando un anuncio!"
TID_EVERGREEN_STARTER_OFFER,Oferta de principiante
TID_EDIT_MODE_ERASER_UNDO_BUTTON_DISABLED_FLOATER,No hay cambios que deshacer.
TID_EDIT_MODE_ERASER_UNDO_BUTTON_TUTORIAL_TEXT,Puedes deshacer tus cambios pulsando el botón «Deshacer».
TID_OSTRICHCHICK1,Cría de avestruz gris
TID_OSTRICHCHICK2,Cría de avestruz marrón
TID_DECO_EUPHORBIA_TRIGONA,Cactus catedral
TID_DECO_SICKLEBUSH,Marabú
TID_DECO_GIFTPILE_SANTA,Papá Noel de regalos
TID_ANDROID_NOTIFICATION_CHANNEL_DECO_EVENT,Festival de diseños
TID_NOTIFICATIONS_SETTINGS_HEADLINE_DECO_EVENT,Notificaciones del festival de diseños:
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_LIKES,Notificación por recibir \qMe gusta\q
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE,¡A <LIKE_SENDER> y a otros <OTHER_COUNT> granjeros les gusta tu diseño!
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_ONE_LIKE,¡A <LIKE_SENDER> le gusta tu diseño!
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_NO_SENDER_NAME,¡A <COUNT> granjeros les gusta tu diseño!
TID_EDIT_MODE_OBJECT_CONSTRUCTION_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,La construcción comenzará una vez que guardes y actives este diseño.
TID_EDIT_MODE_OBJECT_GROWTH_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,El crecimiento comenzará una vez que guardes y actives este diseño.
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_VOTES_AVAILABLE,Notificación por tener votos disponibles
TID_DECO_EVENT_VOTES_AVAILABLE_NOTIFICATION_MESSAGE,Puedes votar de nuevo. Elige tus diseños favoritos.
TID_CARVED_MUSHROOM_FENCE,Valla de setas tallada
TID_DECO_AUTUMN_SOUP,Sopa otoñal
TID_DECO_AUTUMN_POND,Estanque otoñal
TID_DECO_CHALLENGE_DECORATION,Adornos
TID_DECO_CHALLENGE_PLACE_DECO,Coloca este adorno: <DECO> (x<NUM>)
TID_DECO_CHALLENGE_REMOVE_OBST,Elimina <NUM> obstáculo(s)
TID_DECO_CHALLENGE_MOVE_DECO,Mueve este adorno: <DECO> (x<NUM>)
TID_DECO_CHALLENGE_SUBMIT,Entrega tu diseño
TID_DECO_CHALLENGE_SEND_VOTE,Vota por <NUM> diseño(s)
TID_DECO_CHALLENGE_GET_VOTE,Recibe <NUM> \qMe gusta\q
TID_DECO_CHALLENGE_PLACE_FENCE,Coloca este adorno: <DECO> (x<NUM>)
TID_DECO_CHALLENGE_PLACE_PATH,Coloca este adorno: <DECO> (x<NUM>)
TID_DECO_CHALLENGE_PLACE_FENCE_OR_PATH,Coloca este adorno: <DECO> (x<NUM>)
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TITLE,Descarga de contenido fallida
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TEXT,No se ha podido descargar el nuevo contenido del juego. Comprueba que tienes espacio suficiente en el dispositivo e inténtalo de nuevo.
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_BUTTON,Reintentar
TID_DECO_EVENT_MAIN_CHALLENGE_DESC,Necesario para la entrega
TID_NO_REAL_NAME,No uses tu nombre real.
TID_DECO_EVENT_INTRO_STEP1_CONFIRM_BUTTON,Por supuesto
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NAME,"¡\qBonjour\q, <NAME>!"
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NONAME,¡\qBonjour\q!
TID_DECO_EVENT_INTRO_STEP1_GREETING_BODY,"Soy Baptiste, el ilustre fotógrafo. Me dedico a inmortalizar las granjas con más encanto de la zona. ¿Quieres contribuir con algo especial a mi colección?"
TID_DECO_EVENT_INTRO_STEP2_CONFIRM_BUTTON,Claro
TID_DECO_EVENT_INTRO_STEP2_GREETING_HEADER,<THEME NAME CHRONOS>
TID_DECO_EVENT_INTRO_STEP2_GREETING_BODY,"Cíñete a la temática para conseguir los mejores resultados. Pst, en esta zona secreta crearás una obra de arte."
TID_DECO_EVENT_INTRO_STEP3_CONFIRM_BUTTON,Gracias
TID_DECO_EVENT_INTRO_STEP3_GREETING_BODY,Tendrás un poco de tiempo para prepararte antes de empezar con el diseño. ¡Buena suerte!
TID_DECO_EVENT_INTRO_STEP4_CONFIRM_BUTTON,¿Cómo se participa?
TID_DECO_EVENT_INTRO_STEP4_GREETING_HEADER,Empieza a diseñar
TID_DECO_EVENT_INTRO_STEP4_GREETING_BODY,"¡Es tu momento, mon ami! Crea algo extraordinario y completa tareas para que más jugadores vean tu diseño."
TID_DECO_EVENT_INTRO_STEP5_CONFIRM_BUTTON,¿Cómo se vota?
TID_DECO_EVENT_INTRO_STEP5_GREETING_HEADER,Ya puedes votar
TID_DECO_EVENT_INTRO_STEP5_GREETING_BODY,"Perfecto. ¡Hora de votar! Cuanto más votes, más jugadores verán y apreciarán tu diseño."
TID_DECO_EVENT_INTRO_STEP6_CONFIRM_BUTTON,Ir a la tienda del festival de diseños
TID_DECO_EVENT_INTRO_STEP6_HEADER,Fase de votación finalizada
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NONAME,¡Bien hecho!
TID_DECO_EVENT_INTRO_STEP6_GREETING_HEADER_NAME,"¡Bien hecho, <NAME>!"
TID_DECO_EVENT_INTRO_STEP6_LIKES_SENT,Votaste por <COUNT> diseños.
TID_DECO_EVENT_INTRO_STEP6_LIKES_RECEIVED,¡A <COUNT> granjeros les gusta tu diseño!
TID_DECO_EVENT_INTRO_STEP6_CURRENCY_RECEIVED,Ganaste <COUNT> carretes.
TID_DECO_EVENT_DECORATION_PHASE_STARTED_NOTIFICATION_MESSAGE,¡Ha empezado la fase de diseño!
TID_DECO_EVENT_VOTING_PHASE_STARTED_NOTIFICATION_MESSAGE,¡Empieza la fase de votación! Vota por tus diseños favoritos.
TID_DECO_EVENT_REWARDING_PHASE_STARTED_NOTIFICATION_MESSAGE,La fase de votación ha terminado. Gasta los carretes en la tienda.
TID_DECO_EVENT_FEATURED_GROUP_1_NOTIFICATION_MESSAGE,¡Tu diseño es impresionante!
TID_DECO_EVENT_FEATURED_GROUP_2_NOTIFICATION_MESSAGE,¡Tu diseño es despampanante!
TID_DECO_EVENT_FEATURED_GROUP_3_NOTIFICATION_MESSAGE,¡Tu diseño es el mejor del mundo entero!
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS_MINUTES,Te queda(n) <HOURS> h y <MINUTES> min para entregar tu diseño.
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_HOURS,Te queda(n) <HOURS> h para entregar tu diseño.
TID_DECO_EVENT_SUBMISSION_DEADLINE_NOTIFICATION_MESSAGE_MINUTES,Te queda(n) <MINUTES> min para entregar tu diseño.
TID_DECO_EVENT_SUBMISSION_CELEBRATION,¡Buen trabajo! Tengo que cerrar este espacio para preparar el próximo festival. Volvamos a la granja.
TID_DECO_EVENT_INFO_TITLE_PAGE1,Fases del evento
TID_DECO_EVENT_INFO_SUBTEXT_PAGE1,El evento consta de tres fases
TID_DECO_EVENT_INFO_PAGE1_BOX1,Familiarízate con la nueva zona y explora el almacén de adornos.
TID_DECO_EVENT_INFO_PAGE1_BOX2,"Da rienda suelta a tu creatividad, completa tareas, entrega tu diseño y obtén carretes."
TID_DECO_EVENT_INFO_PAGE1_BOX3,Vota por los diseños de otros granjeros y obtén votos a cambio.
TID_DECO_EVENT_INFO_PAGE1_BOX4,"Intercambia los carretes por objetos exclusivos en la tienda del festival de diseños. Son tuyos, así que gástalos cuando quieras."
TID_DECO_EVENT_INFO_TITLE_PAGE2,Fase de preparación
TID_DECO_EVENT_INFO_SUBTEXT_PAGE2,Explora la zona y prepárate para diseñar
TID_DECO_EVENT_INFO_PAGE2_BOX1,"Despeja la zona de obstáculos. ¡Si te gustan, también los puedes dejar!"
TID_DECO_EVENT_INFO_PAGE2_BOX2,Empieza a pensar en ideas teniendo en cuenta el tema.
TID_DECO_EVENT_INFO_PAGE2_BOX3,Echa un vistazo a tu colección de adornos para inspirarte.
TID_DECO_EVENT_INFO_PAGE2_BOX4,Echa un vistazo a las ofertas de adornos en la tienda del juego.
TID_DECO_EVENT_INFO_TITLE_PAGE3,Fase de diseño
TID_DECO_EVENT_INFO_SUBTEXT_PAGE3,Desata tu creatividad y completa tareas
TID_DECO_EVENT_INFO_PAGE3_BOX1,Coloca los adornos en la zona designada.
TID_DECO_EVENT_INFO_PAGE3_BOX2,Diseña teniendo en cuenta los adornos fijos.
TID_DECO_EVENT_INFO_PAGE3_BOX3,"¡Cuantas más tareas completes, más jugadores verán tu diseño! Entrégalo para ganar carretes con los que obtener recompensas."
TID_DECO_EVENT_INFO_PAGE3_BOX4,¡Recuerda entregar tu diseño a tiempo! Ve a la pestaña \qTu diseño\q tras completar las tareas necesarias para entregarlo.
TID_DECO_EVENT_INFO_TITLE_PAGE4,Fase de votación
TID_DECO_EVENT_INFO_SUBTEXT_PAGE4,Vota por tus diseños favoritos
TID_DECO_EVENT_INFO_PAGE4_BOX1,"Toca los diseños que más te gusten. Cuanto más votes, más gente verá tus diseños."
TID_DECO_EVENT_INFO_PAGE4_BOX2,"Cuando entregues tu diseño, otros granjeros podrán votar por él."
TID_DECO_EVENT_INFO_PAGE4_BOX3,Reclama las recompensas bonus para obtener más carretes que gastar en la tienda del festival de diseños.
TID_DECO_EVENT_INFO_PAGE4_BOX4,Visita el paseo de la fama para ver los diseños destacados. ¡Quizá el tuyo acabe allí!
TID_DECO_EVENT_INFO_TITLE_PAGE5,Tienda del festival de diseños
TID_DECO_EVENT_INFO_SUBTEXT_PAGE5,Intercambia los carretes por objetos exclusivos.
TID_DECO_EVENT_SUB_PREVIEW_HDR,Prepárate para diseñar
TID_DECO_EVENT_SUB_LASTCHANCE_HDR,Entrega dentro de <TIME>
TID_DECO_EVENT_THEME_HDR,Temática del festival de diseños
TID_DECO_EVENT_INFO_TITLE,Cómo participar
TID_DECO_EVENT_INACTIVE_NOTE,"El festival de diseños está inactivo. Mientras tanto, explora el álbum de diseños o la tienda del festival. Y no olvides echar un vistazo a los álbumes de otros granjeros para ver sus diseños."
TID_DECO_EVENT_INACTIVE_HEADER,Prepárate para decorar
TID_DECO_EVENT_INACTIVE_GOTO_ALBUM,Abrir álbum
TID_DECO_EVENT_INACTIVE_GOTO_SHOP,Ir a la tienda
TID_GIFT_BOX1_24,Regalo de lunares
TID_GIFT_BOX2_24,Regalo de cerditos
TID_GIFT_BOX3_24,Regalo rojo
TID_GIFT_BOX4_24,Bolsa regalo
TID_DECO_EVENT_CHALLENGE_NEW,Nuevo
TID_DECO_EVENT_CHALLENGES_HEADER,Tablón de tareas de diseño
TID_DECO_EVENT_CHALLENGES_CLAIM,Reclama recompensas tras entregar tu diseño.
TID_DECO_EVENT_SHOP_NO_CURRENCY,No tienes carretes suficientes. Completa tareas para ganar más.
TID_DECO_EVENT_PURCHASE_CONFIRM_TITLE,Confirma el intercambio
TID_DECO_EVENT_PURCHASE_CONFIRM_DESC,<ITEM_NAME>
TID_DECO_EVENT_PURCHASE_CONFIRM_BTN,Reclamar recompensa
TID_DECO_EVENT_SHOP_SOLD_OUT,Agotado
TID_DECO_EVENT_SHOP_QUANTITY,<COUNT>/<MAX>
TID_DECO_CHALLENGE_PLACE_NATURE,Coloca <NUM> adorno(s) de naturaleza
TID_DECO_CHALLENGE_PLACE_SANCTUARY,Coloca <NUM> adorno(s) de la reserva
TID_DECO_EVENT_CHALLENGES_REWARD,Completa tareas para desbloquear recompensas
TID_DECO_EVENT_CHALLENGES_HEADER_SUBMISSION,Tareas extras
TID_DECO_EVENT_CHALLENGES_HEADER_BONUS,Recompensas bonus
TID_DECO_EVENT_EMPTY_PHOTO,¡Los diseños aparecerán pronto!
TID_DECO_EVENT_VOTING_HEADER,Elige tus diseños favoritos
TID_DECO_EVENT_SHOP_ITEM_TIMER,Termina dentro de <TIME>
TID_DECO_EVENT_SHOP_ITEM_TIMER_EXPIRED,Caducada
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TEXT,Denuncia únicamente los diseños que te parezcan ofensivos o inapropiados. El uso abusivo del botón de denuncias hará que tu cuenta reciba una sanción.
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_TITLE,Denunciar diseño
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CONFIRM,Confirmar
TID_DECO_EVENT_CONFIRM_REPORT_DESIGN_CANCEL,Cancelar
TID_DECO_EVENT_SUBMIT_CONFIRM_TITLE,Confirmar entrega
TID_DECO_EVENT_SUBMIT_CONFIRM_DESC,¿Quieres entregar tu diseño?
TID_DECO_EVENT_SUBMIT_CONFIRM_ACCESS_LOSS,Recuerda que tras la entrega no podrás entrar en la zona de diseño ni realizar ningún cambio.
TID_DECO_EVENT_SKIP_CONFIRM_TITLE,¿Omitir entrega?
TID_DECO_EVENT_SKIP_CONFIRM_DESC,"¿Quieres que se omita la entrega de tu diseño? Esta es la última oportunidad para entregarlo. Si realizas esta acción, se perderá tu diseño."
TID_DECO_EVENT_SUBMIT_CONFIRM_TASKS,Puedes ganar más carretes al completar tareas extras. Algunas tareas ya no estarán disponibles una vez que entregues el diseño.
TID_DECO_EVENT_SUBMIT_CANCEL_BTN,Cancelar
TID_DECO_EVENT_SUBMIT_CONFIRM_BTN,Entregar
TID_DECO_EVENT_BUTTON_TIMER,<TIME>
TID_DECO_EVENT_BUTTON_PHASE,<PHASE>
TID_DECO_EVENT_VOTE_DIAMONDS_OWNED,Tienes
TID_DECO_EVENT_WIDGET_PREPARATION,Preparación
TID_DECO_EVENT_WIDGET_DESIGN,Diseño
TID_DECO_EVENT_WIDGET_VOTE,Votar
TID_DECO_EVENT_WIDGET_REWARDS,Recompensas
TID_DECO_EVENT_PENDING_REELS,Entrega tu diseño para reclamar los carretes que has ganado.
TID_DECO_EVENT_BEFORE_SUBMIT_INFO,"¡Entrega a tiempo! Podrás entregar el diseño tras el comienzo de la fase de votación, pero menos jugadores lo verán."
TID_DECO_EVENT_BEFORE_SUBMIT_RESUBMIT_INFO,"¡Entrega a tiempo! Podrás entregar el diseño tras el comienzo de la fase de votación, pero menos jugadores lo verán."
TID_DECO_EVENT_AFTER_SUBMIT_RESUBMIT_INFO,Realiza algún cambio en tu diseño para volver a entregarlo y remplazar la versión anterior.
TID_WHEEL_OF_FORTUNE_ADS_MORE_SPINS,Mira para girar
TID_PERFUMERIE,Perfumería
TID_PERFUMERIE_DESCRIPTION,Produce perfumes y fragancias.
TID_PRODUCT_FRESH_DIFFUSER,Difusor fresco
TID_PRODUCT_ZESTY_PERFUME,Perfume cítrico
TID_PERFUMERIE_PRODUCT_DESCRIPTION,Se prepara en la perfumería.
