Name,Rewards,RewardAmounts,Probabilities
,FasterCrops2_lv4,1,10
,FasterCrops2_lv5,1,4
,FasterCrops3_lv4,1,10
,FasterCrops3_lv5,1,4
,FasterCrops4_lv4,1,10
,FasterCrops4_lv5,1,4
,FasterTrees_lv4,1,10
,FasterTrees_lv5,1,4
,FasterBushes_lv4,1,10
,FasterBushes_lv5,1,4
,FasterBaitMaker_lv4,1,10
,FasterNetMaker_lv4,1,10
,FasterBaitMaker_lv5,1,4
,FasterNetMaker_lv5,1,4
,MoreCash_lv4,1,10
,MoreCash_lv5,1,4
,HeavierFish_lv4,1,10
,HeavierFish_lv5,1,4
,MiningMoreOres_lv5,1,4
DerbyRewardSet4_18_2017_rookie,Axe,2,220
,Saw,2,220
,Shovel,2,220
,Dynamite,2,220
,Demolition Charge,2,220
,Pickaxe,1,220
,Plank,1,330
,Nail,1,330
,Bolt,1,330
,Screw,1,330
,Duct Tape,1,330
,Wood Panel,1,330
,Land Deed,1,330
,Mallet,1,330
,Marker Stake,1,330
,Hammer,1,110
,Hand Drill,1,110
,Paint Bucket,1,110
,Stone Block,1,110
,Brick,1,110
,Tar Bucket,1,110
,Map Piece,1,50
,Voucher1,1,80
,Expansion Key,1,370
,FasterCrops1_lv1,1,19
,FasterCrops1_lv2,1,9
,FasterCrops2_lv1,1,19
,FasterCrops2_lv2,1,9
,FasterCrops3_lv1,1,19
,FasterCrops3_lv2,1,9
,FasterTrees_lv1,1,19
,FasterTrees_lv2,1,9
,FasterBushes_lv1,1,19
,FasterBushes_lv2,1,9
,FasterBuildings1_lv1,1,19
,FasterBuildings2_lv1,1,19
,FasterBuildings3_lv1,1,19
,MoreXP_lv1,1,19
,FasterBoats_lv1,1,19
,FasterBaitMaker_lv1,1,19
,FasterNetMaker_lv1,1,19
,FasterFishingSpots_lv1,1,19
,FasterTownBuildings1_lv1,1,19
,FasterTownBuildings2_lv1,1,19
,FasterPersonalTrain_lv1,1,19
,FasterBaitMaker_lv2,1,9
,FasterNetMaker_lv2,1,9
,FasterFishingSpots_lv2,1,9
,FasterTownBuildings1_lv2,1,9
,FasterTownBuildings2_lv2,1,9
,FasterPersonalTrain_lv2,1,9
,MoreCash_lv1,1,19
,MoreCash_lv2,1,9
,HeavierFish_lv1,1,19
,HeavierFish_lv2,1,9
,MiningMoreOres_lv1,1,19
,Haybale Round,1,300
DerbyRewardSet4_18_2017_novice,FreeDiamonds,2,60
,Axe,2,105
,Saw,2,105
,Shovel,2,105
,Dynamite,2,105
,Demolition Charge,2,105
,Pickaxe,2,105
,Plank,1,175
,Nail,1,175
,Bolt,1,175
,Screw,1,175
,Duct Tape,1,175
,Wood Panel,1,175
,Land Deed,1,175
,Mallet,1,175
,Marker Stake,1,175
,Hammer,1,60
,Hand Drill,1,60
,Paint Bucket,1,60
,Stone Block,1,60
,Brick,1,60
,Tar Bucket,1,60
,Map Piece,1,20
,Voucher1,2,60
,Voucher2,2,60
,Expansion Key,1,290
,FasterCrops1_lv2,1,9
,FasterCrops1_lv3,1,4
,FasterCrops2_lv2,1,9
,FasterCrops2_lv3,1,4
,FasterCrops3_lv2,1,9
,FasterCrops3_lv3,1,4
,FasterTrees_lv2,1,9
,FasterTrees_lv3,1,4
,FasterBushes_lv2,1,9
,FasterBushes_lv3,1,4
,FasterBuildings1_lv2,1,9
,FasterBuildings1_lv1,1,4
,FasterBuildings2_lv2,1,9
,FasterBuildings2_lv1,1,4
,FasterBuildings3_lv2,1,9
,FasterBuildings3_lv1,1,4
,MoreXP_lv2,1,9
,MoreXP_lv1,1,4
,FasterBoats_lv2,1,9
,FasterBoats_lv1,1,4
,FasterBaitMaker_lv1,1,4
,FasterNetMaker_lv1,1,4
,FasterFishingSpots_lv1,1,4
,FasterTownBuildings1_lv1,1,4
,FasterTownBuildings2_lv1,1,4
,FasterPersonalTrain_lv1,1,4
,FasterBaitMaker_lv2,1,9
,FasterNetMaker_lv2,1,9
,FasterFishingSpots_lv2,1,9
,FasterTownBuildings1_lv2,1,9
,FasterTownBuildings2_lv2,1,9
,FasterPersonalTrain_lv2,1,9
,MoreCash_lv1,1,4
,MoreCash_lv2,1,9
,HeavierFish_lv1,1,4
,HeavierFish_lv2,1,9
,MiningMoreOres_lv1,1,4
,Haybale Round,1,150
DerbyRewardSet4_18_2017_professional,FreeDiamonds,2,45
,Axe,2,66
,Saw,2,66
,Shovel,2,66
,Dynamite,2,66
,Demolition Charge,2,66
,Pickaxe,2,66
,Plank,1,132
,Nail,1,132
,Bolt,1,132
,Screw,1,132
,Duct Tape,1,132
,Wood Panel,1,132
,Land Deed,1,132
,Mallet,1,132
,Marker Stake,1,132
,Hammer,1,36
,Hand Drill,1,36
,Paint Bucket,1,36
,Stone Block,1,36
,Brick,1,36
,Tar Bucket,1,36
,Map Piece,1,9
,Voucher1,2,45
,Voucher2,2,45
,Voucher3,1,45
,Expansion Key,1,288
,FasterCrops1_lv3,1,8
,FasterCrops1_lv4,1,2
,FasterCrops2_lv3,1,8
,FasterCrops2_lv4,1,2
,FasterCrops3_lv3,1,8
,FasterCrops3_lv4,1,2
,FasterTrees_lv3,1,8
,FasterTrees_lv4,1,2
,FasterBushes_lv3,1,8
,FasterBushes_lv4,1,2
,FasterBuildings1_lv3,1,8
,FasterBuildings1_lv2,1,2
,FasterBuildings2_lv3,1,8
,FasterBuildings2_lv2,1,2
,FasterBuildings3_lv3,1,8
,FasterBuildings3_lv2,1,2
,MoreXP_lv3,1,8
,MoreXP_lv2,1,2
,FasterBoats_lv3,1,8
,FasterBoats_lv2,1,2
,FasterBaitMaker_lv2,1,2
,FasterNetMaker_lv2,1,2
,FasterFishingSpots_lv2,1,2
,FasterTownBuildings1_lv2,1,2
,FasterTownBuildings2_lv2,1,2
,FasterPersonalTrain_lv2,1,2
,FasterBaitMaker_lv3,1,8
,FasterNetMaker_lv3,1,8
,FasterFishingSpots_lv3,1,8
,FasterTownBuildings1_lv3,1,8
,FasterTownBuildings2_lv3,1,8
,FasterPersonalTrain_lv3,1,8
,MoreCash_lv2,1,2
,MoreCash_lv3,1,8
,HeavierFish_lv2,1,2
,HeavierFish_lv3,1,8
,MiningMoreOres_lv3,1,8
,Haybale Round,1,60
,Wooden Post,1,60
DerbyRewardSet4_18_2017_expert,FreeDiamonds,2,60
,Axe,2,85
,Saw,2,85
,Shovel,2,85
,Dynamite,2,85
,Demolition Charge,2,85
,Pickaxe,2,85
,Plank,1,170
,Nail,1,170
,Bolt,1,170
,Screw,1,170
,Duct Tape,1,170
,Wood Panel,1,170
,Land Deed,1,170
,Mallet,1,170
,Marker Stake,1,170
,Hammer,1,45
,Hand Drill,1,45
,Paint Bucket,1,45
,Stone Block,1,45
,Brick,1,45
,Tar Bucket,1,45
,Map Piece,1,15
,Voucher2,2,60
,Voucher3,1,60
,Expansion Key,1,420
,FasterCrops1_lv4,1,9
,FasterCrops1_lv5,1,4
,FasterCrops2_lv4,1,9
,FasterCrops2_lv5,1,4
,FasterCrops3_lv4,1,9
,FasterCrops3_lv5,1,4
,FasterTrees_lv4,1,9
,FasterTrees_lv5,1,4
,FasterBushes_lv4,1,9
,FasterBushes_lv5,1,4
,FasterBuildings1_lv4,1,9
,FasterBuildings1_lv3,1,4
,FasterBuildings2_lv4,1,9
,FasterBuildings2_lv3,1,4
,FasterBuildings3_lv4,1,9
,FasterBuildings3_lv3,1,4
,MoreXP_lv4,1,9
,MoreXP_lv3,1,4
,FasterBoats_lv4,1,9
,FasterBoats_lv3,1,4
,FasterBaitMaker_lv3,1,4
,FasterNetMaker_lv3,1,4
,FasterFishingSpots_lv3,1,4
,FasterTownBuildings1_lv3,1,4
,FasterTownBuildings2_lv3,1,4
,FasterPersonalTrain_lv3,1,4
,FasterBaitMaker_lv4,1,9
,FasterNetMaker_lv4,1,9
,FasterFishingSpots_lv4,1,9
,FasterTownBuildings1_lv4,1,9
,FasterTownBuildings2_lv4,1,9
,FasterPersonalTrain_lv4,1,9
,MoreCash_lv3,1,4
,MoreCash_lv4,1,9
,HeavierFish_lv3,1,4
,HeavierFish_lv4,1,9
,MiningMoreOres_lv3,1,4
,Haybale Round,1,75
,Wooden Post,1,75
DerbyRewardSet4_18_2017_champions,FreeDiamonds,3,60
,Axe,2,90
,Saw,2,90
,Shovel,2,90
,Dynamite,2,90
,Demolition Charge,2,90
,Pickaxe,2,90
,Plank,1,180
,Nail,1,180
,Bolt,1,180
,Screw,1,180
,Duct Tape,1,180
,Wood Panel,1,180
,Land Deed,1,180
,Mallet,1,180
,Marker Stake,1,180
,Hammer,1,45
,Hand Drill,1,45
,Paint Bucket,1,45
,Stone Block,1,45
,Brick,1,45
,Tar Bucket,1,45
,Map Piece,1,15
,Voucher2,2,60
,Voucher3,1,60
,Expansion Key,1,600
,FasterCrops1_lv4,1,9
,FasterCrops1_lv5,1,4
,FasterCrops2_lv4,1,9
,FasterCrops2_lv5,1,4
,FasterCrops3_lv4,1,9
,FasterCrops3_lv5,1,4
,FasterTrees_lv4,1,9
,FasterTrees_lv5,1,4
,FasterBushes_lv4,1,9
,FasterBushes_lv5,1,4
,FasterBuildings1_lv4,1,9
,FasterBuildings1_lv5,1,4
,FasterBuildings2_lv4,1,9
,FasterBuildings2_lv5,1,4
,FasterBuildings3_lv4,1,9
,FasterBuildings3_lv5,1,4
,MoreXP_lv4,1,9
,MoreXP_lv5,1,4
,FasterBoats_lv4,1,9
,FasterBoats_lv5,1,4
,FasterBaitMaker_lv4,1,9
,FasterNetMaker_lv4,1,9
,FasterFishingSpots_lv4,1,9
,FasterTownBuildings1_lv4,1,9
,FasterTownBuildings2_lv4,1,9
,FasterPersonalTrain_lv4,1,9
,FasterBaitMaker_lv5,1,4
,FasterNetMaker_lv5,1,4
,FasterFishingSpots_lv5,1,4
,FasterTownBuildings1_lv5,1,4
,FasterTownBuildings2_lv5,1,4
,FasterPersonalTrain_lv5,1,4
,MoreCash_lv4,1,9
,MoreCash_lv5,1,4
,HeavierFish_lv4,1,9
,HeavierFish_lv5,1,4
,MiningMoreOres_lv5,1,4
,Haybale Round,1,80
,Wooden Post,1,80
DerbyRewardSet4_41_2017_rookie,Axe,2,116
,Saw,2,116
,Shovel,2,116
,Dynamite,2,116
,Demolition Charge,2,116
,Pickaxe,1,116
,Plank,1,174
,Nail,1,174
,Bolt,1,174
,Screw,1,174
,Duct Tape,1,174
,Wood Panel,1,174
,Land Deed,1,174
,Mallet,1,174
,Marker Stake,1,174
,Hammer,1,58
,Hand Drill,1,58
,Paint Bucket,1,58
,Stone Block,1,58
,Brick,1,58
,Tar Bucket,1,58
,Map Piece,1,20
,Voucher1,1,58
,Expansion Key,1,192
,FasterCrops1_lv1,1,7
,FasterCrops1_lv2,1,3
,FasterCrops2_lv1,1,7
,FasterCrops2_lv2,1,3
,FasterCrops3_lv1,1,7
,FasterCrops3_lv2,1,3
,FasterCrops4_lv1,1,7
,FasterCrops4_lv2,1,3
,FasterTrees_lv1,1,7
,FasterTrees_lv2,1,3
,FasterBushes_lv1,1,7
,FasterBushes_lv2,1,3
,FasterBuildings1_lv1,1,7
,FasterBuildings2_lv1,1,7
,FasterBuildings3_lv1,1,7
,FasterBuildings4_lv1,1,7
,MoreXP_lv1,1,7
,FasterBoats_lv1,1,7
,FasterBaitMaker_lv1,1,7
,FasterNetMaker_lv1,1,7
,FasterFishingSpots_lv1,1,7
,FasterTownBuildings1_lv1,1,7
,FasterTownBuildings2_lv1,1,7
,FasterPersonalTrain_lv1,1,7
,FasterLobsters_lv1,1,7
,FasterDucks_lv1,1,7
,FasterBaitMaker_lv2,1,3
,FasterNetMaker_lv2,1,3
,FasterFishingSpots_lv2,1,3
,FasterTownBuildings1_lv2,1,3
,FasterTownBuildings2_lv2,1,3
,FasterPersonalTrain_lv2,1,3
,FasterLobsters_lv2,1,3
,FasterDucks_lv2,1,3
,MoreCash_lv1,1,7
,MoreCash_lv2,1,3
,HeavierFish_lv1,1,7
,HeavierFish_lv2,1,3
,MiningMoreOres_lv1,1,7
,Haybale Round,1,150
DerbyRewardSet4_41_2017_novice,FreeDiamonds,2,90
,Axe,2,156
,Saw,2,156
,Shovel,2,156
,Dynamite,2,156
,Demolition Charge,2,156
,Pickaxe,2,156
,Plank,1,264
,Nail,1,264
,Bolt,1,264
,Screw,1,264
,Duct Tape,1,264
,Wood Panel,1,264
,Land Deed,1,264
,Mallet,1,264
,Marker Stake,1,264
,Hammer,1,90
,Hand Drill,1,90
,Paint Bucket,1,90
,Stone Block,1,90
,Brick,1,90
,Tar Bucket,1,90
,Map Piece,1,24
,Voucher1,2,90
,Voucher2,2,90
,Expansion Key,1,432
,FasterCrops1_lv2,1,11
,FasterCrops1_lv3,1,5
,FasterCrops2_lv2,1,11
,FasterCrops2_lv3,1,5
,FasterCrops3_lv2,1,11
,FasterCrops3_lv3,1,5
,FasterCrops4_lv2,1,11
,FasterCrops4_lv3,1,5
,FasterTrees_lv2,1,11
,FasterTrees_lv3,1,5
,FasterBushes_lv2,1,11
,FasterBushes_lv3,1,5
,FasterBuildings1_lv2,1,11
,FasterBuildings1_lv1,1,5
,FasterBuildings2_lv2,1,11
,FasterBuildings2_lv1,1,5
,FasterBuildings3_lv2,1,11
,FasterBuildings3_lv1,1,5
,FasterBuildings4_lv2,1,11
,FasterBuildings4_lv1,1,5
,MoreXP_lv2,1,11
,MoreXP_lv1,1,5
,FasterBoats_lv2,1,11
,FasterBoats_lv1,1,5
,FasterBaitMaker_lv1,1,5
,FasterNetMaker_lv1,1,5
,FasterFishingSpots_lv1,1,5
,FasterTownBuildings1_lv1,1,5
,FasterTownBuildings2_lv1,1,5
,FasterPersonalTrain_lv1,1,5
,FasterLobsters_lv1,1,5
,FasterDucks_lv1,1,5
,FasterBaitMaker_lv2,1,11
,FasterNetMaker_lv2,1,11
,FasterFishingSpots_lv2,1,11
,FasterTownBuildings1_lv2,1,11
,FasterTownBuildings2_lv2,1,11
,FasterPersonalTrain_lv2,1,11
,FasterLobsters_lv2,1,11
,FasterDucks_lv2,1,11
,MoreCash_lv1,1,5
,MoreCash_lv2,1,11
,HeavierFish_lv1,1,5
,HeavierFish_lv2,1,11
,MiningMoreOres_lv1,1,5
,Haybale Round,1,240
DerbyRewardSet4_41_2017_professional,FreeDiamonds,2,99
,Axe,2,147
,Saw,2,147
,Shovel,2,147
,Dynamite,2,147
,Demolition Charge,2,147
,Pickaxe,2,147
,Plank,1,294
,Nail,1,294
,Bolt,1,294
,Screw,1,294
,Duct Tape,1,294
,Wood Panel,1,294
,Land Deed,1,294
,Mallet,1,294
,Marker Stake,1,294
,Hammer,1,81
,Hand Drill,1,81
,Paint Bucket,1,81
,Stone Block,1,81
,Brick,1,81
,Tar Bucket,1,81
,Map Piece,1,18
,Voucher1,2,99
,Voucher2,2,99
,Voucher3,1,99
,Expansion Key,1,648
,FasterCrops1_lv3,1,11
,FasterCrops1_lv4,1,5
,FasterCrops2_lv3,1,11
,FasterCrops2_lv4,1,5
,FasterCrops3_lv3,1,11
,FasterCrops3_lv4,1,5
,FasterCrops4_lv3,1,11
,FasterCrops4_lv4,1,5
,FasterTrees_lv3,1,11
,FasterTrees_lv4,1,5
,FasterBushes_lv3,1,11
,FasterBushes_lv4,1,5
,FasterBuildings1_lv3,1,11
,FasterBuildings1_lv2,1,5
,FasterBuildings2_lv3,1,11
,FasterBuildings2_lv2,1,5
,FasterBuildings3_lv3,1,11
,FasterBuildings3_lv2,1,5
,FasterBuildings4_lv3,1,11
,FasterBuildings4_lv2,1,5
,MoreXP_lv3,1,11
,MoreXP_lv2,1,5
,FasterBoats_lv3,1,11
,FasterBoats_lv2,1,5
,FasterBaitMaker_lv2,1,5
,FasterNetMaker_lv2,1,5
,FasterFishingSpots_lv2,1,5
,FasterTownBuildings1_lv2,1,5
,FasterTownBuildings2_lv2,1,5
,FasterPersonalTrain_lv2,1,5
,FasterLobsters_lv2,1,5
,FasterDucks_lv2,1,5
,FasterBaitMaker_lv3,1,11
,FasterNetMaker_lv3,1,11
,FasterFishingSpots_lv3,1,11
,FasterTownBuildings1_lv3,1,11
,FasterTownBuildings2_lv3,1,11
,FasterPersonalTrain_lv3,1,11
,FasterLobsters_lv3,1,11
,FasterDucks_lv3,1,11
,MoreCash_lv2,1,5
,MoreCash_lv3,1,11
,HeavierFish_lv2,1,5
,HeavierFish_lv3,1,11
,MiningMoreOres_lv3,1,11
,Haybale Round,1,130
,Wooden Post,1,130
DerbyRewardSet4_41_2017_expert,FreeDiamonds,2,90
,Axe,2,132
,Saw,2,132
,Shovel,2,132
,Dynamite,2,132
,Demolition Charge,2,132
,Pickaxe,2,132
,Plank,1,264
,Nail,1,264
,Bolt,1,264
,Screw,1,264
,Duct Tape,1,264
,Wood Panel,1,264
,Land Deed,1,264
,Mallet,1,264
,Marker Stake,1,264
,Hammer,1,66
,Hand Drill,1,66
,Paint Bucket,1,66
,Stone Block,1,66
,Brick,1,66
,Tar Bucket,1,66
,Map Piece,1,24
,Voucher2,2,90
,Voucher3,1,90
,Expansion Key,1,648
,FasterCrops1_lv4,1,11
,FasterCrops1_lv5,1,5
,FasterCrops2_lv4,1,11
,FasterCrops2_lv5,1,5
,FasterCrops3_lv4,1,11
,FasterCrops3_lv5,1,5
,FasterCrops4_lv4,1,11
,FasterCrops4_lv5,1,5
,FasterTrees_lv4,1,11
,FasterTrees_lv5,1,5
,FasterBushes_lv4,1,11
,FasterBushes_lv5,1,5
,FasterBuildings1_lv4,1,11
,FasterBuildings1_lv3,1,5
,FasterBuildings2_lv4,1,11
,FasterBuildings2_lv3,1,5
,FasterBuildings3_lv4,1,11
,FasterBuildings3_lv3,1,5
,FasterBuildings4_lv4,1,11
,FasterBuildings4_lv3,1,5
,MoreXP_lv4,1,11
,MoreXP_lv3,1,5
,FasterBoats_lv4,1,11
,FasterBoats_lv3,1,5
,FasterBaitMaker_lv3,1,5
,FasterNetMaker_lv3,1,5
,FasterFishingSpots_lv3,1,5
,FasterTownBuildings1_lv3,1,5
,FasterTownBuildings2_lv3,1,5
,FasterPersonalTrain_lv3,1,5
,FasterLobsters_lv3,1,5
,FasterDucks_lv3,1,5
,FasterBaitMaker_lv4,1,11
,FasterNetMaker_lv4,1,11
,FasterFishingSpots_lv4,1,11
,FasterTownBuildings1_lv4,1,11
,FasterTownBuildings2_lv4,1,11
,FasterPersonalTrain_lv4,1,11
,FasterLobsters_lv4,1,11
,FasterDucks_lv4,1,11
,MoreCash_lv3,1,5
,MoreCash_lv4,1,11
,HeavierFish_lv3,1,5
,HeavierFish_lv4,1,11
,MiningMoreOres_lv3,1,5
,Haybale Round,1,115
,Wooden Post,1,115
DerbyRewardSet4_41_2017_champions,FreeDiamonds,2,30
,Axe,2,44
,Saw,2,44
,Shovel,2,44
,Dynamite,2,44
,Demolition Charge,2,44
,Pickaxe,2,44
,Plank,1,88
,Nail,1,88
,Bolt,1,88
,Screw,1,88
,Duct Tape,1,88
,Wood Panel,1,88
,Land Deed,1,88
,Mallet,1,88
,Marker Stake,1,88
,Hammer,1,22
,Hand Drill,1,22
,Paint Bucket,1,22
,Stone Block,1,22
,Brick,1,22
,Tar Bucket,1,22
,Map Piece,1,8
,Voucher2,2,30
,Voucher3,1,30
,Expansion Key,1,216
,FasterCrops1_lv4,1,3
,FasterCrops1_lv5,1,1
,FasterCrops2_lv4,1,3
,FasterCrops2_lv5,1,1
,FasterCrops3_lv4,1,3
,FasterCrops3_lv5,1,1
,FasterCrops4_lv4,1,3
,FasterCrops4_lv5,1,1
,FasterTrees_lv4,1,3
,FasterTrees_lv5,1,1
,FasterBushes_lv4,1,3
,FasterBushes_lv5,1,1
,FasterBuildings1_lv4,1,3
,FasterBuildings1_lv3,1,1
,FasterBuildings2_lv4,1,3
,FasterBuildings2_lv3,1,1
,FasterBuildings3_lv4,1,3
,FasterBuildings3_lv3,1,1
,FasterBuildings4_lv4,1,3
,FasterBuildings4_lv3,1,1
,MoreXP_lv4,1,3
,MoreXP_lv3,1,1
,FasterBoats_lv4,1,3
,FasterBoats_lv3,1,1
,FasterBaitMaker_lv3,1,1
,FasterNetMaker_lv3,1,1
,FasterFishingSpots_lv3,1,1
,FasterTownBuildings1_lv3,1,1
,FasterTownBuildings2_lv3,1,1
,FasterPersonalTrain_lv3,1,1
,FasterLobsters_lv3,1,1
,FasterDucks_lv3,1,1
,FasterBaitMaker_lv4,1,3
,FasterNetMaker_lv4,1,3
,FasterFishingSpots_lv4,1,3
,FasterTownBuildings1_lv4,1,3
,FasterTownBuildings2_lv4,1,3
,FasterPersonalTrain_lv4,1,3
,FasterLobsters_lv4,1,3
,FasterDucks_lv4,1,3
,MoreCash_lv3,1,1
,MoreCash_lv4,1,3
,HeavierFish_lv3,1,1
,HeavierFish_lv4,1,3
,MiningMoreOres_lv3,1,1
,Haybale Round,1,40
,Wooden Post,1,40
DerbyRewardSet5_18_2017_rookie,FreeDiamonds,2,2
,Plank,1,6
,Nail,1,6
,Bolt,1,6
,Screw,1,6
,Duct Tape,1,6
,Wood Panel,1,6
,Land Deed,1,6
,Mallet,1,6
,Marker Stake,1,6
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,1
,Sun Dial,1,3
DerbyRewardSet5_18_2017_novice,FreeDiamonds,2,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,4
,Hand Drill,2,4
,Paint Bucket,2,4
,Stone Block,2,4
,Brick,2,4
,Tar Bucket,2,4
,Map Piece,1,1
,Sun Dial,1,3
,Horseshoe Game,1,3
DerbyRewardSet5_18_2017_professional,FreeDiamonds,3,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,4
,Hand Drill,2,4
,Paint Bucket,2,4
,Stone Block,2,4
,Brick,2,4
,Tar Bucket,2,4
,Map Piece,1,1
,Voucher3,2,6
,Voucher4,1,6
,Sun Dial,1,2
,Horseshoe Game,1,2
,Haybale Guitar,1,2
DerbyRewardSet5_18_2017_expert,FreeDiamonds,3,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,3
,Hand Drill,2,3
,Paint Bucket,2,3
,Stone Block,2,3
,Brick,2,3
,Tar Bucket,2,3
,Map Piece,1,1
,Voucher3,2,6
,Voucher4,2,6
,Sun Dial,1,2
,Horseshoe Game,1,2
,Haybale Guitar,1,2
DerbyRewardSet5_18_2017_champions,FreeDiamonds,3,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,3
,Hand Drill,2,3
,Paint Bucket,2,3
,Stone Block,2,3
,Brick,2,3
,Tar Bucket,2,3
,Map Piece,1,1
,Voucher3,2,6
,Voucher4,2,6
,Sun Dial,1,2
,Horseshoe Game,1,2
,Haybale Guitar,1,2
DerbyRewardSet5_41_2017_rookie,FreeDiamonds,2,2
,Plank,1,6
,Nail,1,6
,Bolt,1,6
,Screw,1,6
,Duct Tape,1,6
,Wood Panel,1,6
,Land Deed,1,6
,Mallet,1,6
,Marker Stake,1,6
,Hammer,1,2
,Hand Drill,1,2
,Paint Bucket,1,2
,Stone Block,1,2
,Brick,1,2
,Tar Bucket,1,2
,Map Piece,1,1
,Sun Dial,1,3
,Blueprint,1,5000
DerbyRewardSet5_41_2017_novice,FreeDiamonds,2,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,4
,Hand Drill,2,4
,Paint Bucket,2,4
,Stone Block,2,4
,Brick,2,4
,Tar Bucket,2,4
,Map Piece,1,1
,Sun Dial,1,3
,Horseshoe Game,1,3
,Blueprint,1,5000
DerbyRewardSet5_41_2017_professional,FreeDiamonds,3,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,4
,Hand Drill,2,4
,Paint Bucket,2,4
,Stone Block,2,4
,Brick,2,4
,Tar Bucket,2,4
,Map Piece,1,1
,Voucher3,2,6
,Voucher4,1,6
,Sun Dial,1,2
,Horseshoe Game,1,2
,Haybale Guitar,1,2
,Blueprint,1,5000
DerbyRewardSet5_41_2017_expert,FreeDiamonds,3,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,3
,Hand Drill,2,3
,Paint Bucket,2,3
,Stone Block,2,3
,Brick,2,3
,Tar Bucket,2,3
,Map Piece,1,1
,Voucher3,2,6
,Voucher4,2,6
,Sun Dial,1,2
,Horseshoe Game,1,2
,Haybale Guitar,1,2
,Blueprint,1,5000
DerbyRewardSet5_41_2017_champions,FreeDiamonds,3,3
,Plank,2,12
,Nail,2,12
,Bolt,2,12
,Screw,2,12
,Duct Tape,2,12
,Wood Panel,2,12
,Land Deed,2,12
,Mallet,2,12
,Marker Stake,2,12
,Hammer,2,3
,Hand Drill,2,3
,Paint Bucket,2,3
,Stone Block,2,3
,Brick,2,3
,Tar Bucket,2,3
,Map Piece,1,1
,Voucher3,2,6
,Voucher4,2,6
,Sun Dial,1,2
,Horseshoe Game,1,2
,Haybale Guitar,1,2
,Blueprint,1,5000
DerbyRewardSet6_18_2017_novice,FreeDiamonds,2,50
,Plank,2,130
,Nail,2,130
,Bolt,2,130
,Screw,2,130
,Duct Tape,2,130
,Wood Panel,2,130
,Land Deed,2,130
,Mallet,2,130
,Marker Stake,2,130
,Hammer,2,45
,Hand Drill,2,45
,Paint Bucket,2,45
,Stone Block,2,45
,Brick,2,45
,Tar Bucket,2,45
,Map Piece,2,10
,Voucher3,1,65
,Horse lounge,1,35
,GnomePolice,1,35
,Puzzle Piece 1,1,1575
,FasterBuildings1_lv2,1,9
,FasterBuildings1_lv3,1,4
,FasterBuildings2_lv2,1,9
,FasterBuildings2_lv3,1,4
,FasterBuildings3_lv2,1,9
,FasterBuildings3_lv3,1,4
,MoreXP_lv2,1,9
,MoreXP_lv3,1,4
,FasterBoats_lv2,1,9
,FasterBoats_lv3,1,4
,FasterTom_lv1,1,4
,FasterTom_lv2,1,9
,FreeTom_lv1,1,4
,FreeTom_lv2,1,9
,FreeRose_lv1,1,4
,FreeRose_lv2,1,9
,FreeErnest_lv1,1,4
,FreeErnest_lv2,1,9
,EasierBoats_lv1,1,4
,EasierBoats_lv2,1,9
,FasterFishingSpots_lv1,1,4
,FasterTownBuildings1_lv1,1,4
,FasterTownBuildings2_lv1,1,4
,FasterPersonalTrain_lv1,1,4
,FasterFishingSpots_lv2,1,9
,FasterTownBuildings1_lv2,1,9
,FasterTownBuildings2_lv2,1,9
,FasterPersonalTrain_lv2,1,9
,MoreCash_lv1,1,4
,MoreCash_lv2,1,9
,HeavierFish_lv1,1,4
,HeavierFish_lv2,1,9
,MiningMoreOres_lv1,1,4
DerbyRewardSet6_18_2017_professional,FreeDiamonds,3,51
,Plank,2,102
,Nail,2,102
,Bolt,2,102
,Screw,2,102
,Duct Tape,2,102
,Wood Panel,2,102
,Land Deed,2,102
