TID,KR
TID_GACHA_PILL_NUM_REWARDS,<COUNT>개의 보상을 받으세요!
TID_GACHA_PILL_RANGE_REWARDS,최소 <MIN>개의 보상을 받으세요!
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TRUCK,트럭 주문을 완료해 파란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_BOAT,화물선 주문을 완료해 파란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_BLUE_EXCHANGE,카탈로그에서 파란색 꽃을 상품으로 교환하세요.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TASK,현재 작업 이벤트에서 파란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_SHOP,상점에서 특별 상품을 구매해 파란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_WHEEL,행운의 룰렛에서 파란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_ADS,광고를 시청해서 파란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_BLUE_CONVERSION,카탈로그 이벤트가 종료되면 잔여 파란색 꽃은 코인으로 전환됩니다.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TRUCK,트럭 주문을 완료해 보라색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_BOAT,화물선 주문을 완료해 보라색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_PURPLE_EXCHANGE,카탈로그에서 보라색 꽃을 상품으로 교환하세요.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TASK,현재 작업 이벤트에서 보라색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_SHOP,상점에서 특별 상품을 구매해 보라색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_WHEEL,행운의 룰렛에서 보라색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_ADS,광고를 시청하고 보라색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_PURPLE_CONVERSION,카탈로그 이벤트가 종료되면 잔여 보라색 꽃은 코인으로 전환됩니다.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TRUCK,트럭 주문을 완료해 하얀색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_BOAT,화물선 주문을 완료해 하얀색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_WHITE_EXCHANGE,카탈로그에서 하얀색 꽃을 상품으로 교환하세요.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TASK,현재 작업 이벤트에서 하얀색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_SHOP,상점에서 특별 상품을 구매해 하얀색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_WHEEL,행운의 룰렛에서 하얀색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_ADS,광고를 시청하고 하얀색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_WHITE_CONVERSION,카탈로그 이벤트가 종료되면 잔여 하얀색 꽃은 코인으로 전환됩니다.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_TRUCK,트럭 주문을 완료해 노란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_BOAT,화물선 주문을 완료해 노란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_YELLOW_EXCHANGE,카탈로그에서 노란색 꽃을 상품으로 교환하세요.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_TASK,현재 작업 이벤트에서 노란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_SHOP,상점에서 특별 상품을 구매해 노란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_WHEEL,행운의 룰렛에서 노란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_YELLOW_SOURCE_ADS,광고를 시청하고 노란색 꽃을 받으세요.
TID_CATALOG_INFO_FLOWER_YELLOW_CONVERSION,카탈로그 이벤트가 종료되면 잔여 노란색 꽃은 코인으로 전환됩니다.
TID_CATALOG_INFO_PINECONE_SOURCE_TRUCK,트럭 주문을 완료해 솔방울 더미를 받으세요.
TID_CATALOG_INFO_PINECONE_SOURCE_BOAT,화물선 주문을 완료해 솔방울 더미를 받으세요.
TID_CATALOG_INFO_PINECONE_EXCHANGE,카탈로그에서 솔방울 더미를 상품으로 교환하세요.
TID_CATALOG_INFO_PINECONE_SOURCE_TASK,현재 작업 이벤트에서 솔방울 더미를 받으세요.
TID_CATALOG_INFO_PINECONE_SOURCE_SHOP,상점에서 특별 상품을 구매해 솔방울 더미를 받으세요.
TID_CATALOG_INFO_PINECONE_SOURCE_WHEEL,행운의 룰렛에서 솔방울 더미를 받으세요.
TID_CATALOG_INFO_PINECONE_SOURCE_ADS,광고를 시청하고 솔방울 더미를 받으세요.
TID_CATALOG_INFO_PINECONE_CONVERSION,카탈로그 이벤트가 종료되면 잔여 솔방울 더미는 코인으로 전환됩니다.
TID_CATALOG_INFO_REWARDS_LIMITED,카탈로그 상품은 정해진 기간에만 얻을 수 있습니다.
TID_CATALOG_INFO_HOLLY_SOURCE_TRUCK,트럭 주문을 완료해 호랑가시나무를 받으세요.
TID_CATALOG_INFO_HOLLY_SOURCE_BOAT,화물선 주문을 완료해 호랑가시나무를 받으세요.
TID_CATALOG_INFO_HOLLY_EXCHANGE,카탈로그에서 호랑가시나무를 상품으로 교환하세요.
TID_CATALOG_INFO_HOLLY_SOURCE_TASK,현재 작업 이벤트에서 호랑가시나무를 받으세요.
TID_CATALOG_INFO_HOLLY_SOURCE_SHOP,상점에서 특별 상품을 구매해 호랑가시나무를 받으세요.
TID_CATALOG_INFO_HOLLY_SOURCE_WHEEL,행운의 룰렛에서 호랑가시나무를 받으세요.
TID_CATALOG_INFO_HOLLY_SOURCE_ADS,광고를 시청하고 호랑가시나무를 받으세요.
TID_CATALOG_INFO_HOLLY_CONVERSION,카탈로그 이벤트가 종료되면 잔여 호랑가시나무는 코인으로 전환됩니다.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TRUCK,트럭 주문을 완료해 초콜릿 토끼를 받으세요.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_BOAT,화물선 주문을 완료해 초콜릿 토끼를 받으세요.
TID_CATALOG_INFO_CHOCOBUNNY_EXCHANGE,카탈로그에서 초콜릿 토끼를 상품으로 교환하세요.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_TASK,현재 작업 이벤트에서 초콜릿 토끼를 받으세요.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_SHOP,상점에서 특별 상품을 구매해 초콜릿 토끼를 받으세요.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_WHEEL,행운의 룰렛에서 초콜릿 토끼를 받으세요.
TID_CATALOG_INFO_CHOCOBUNNY_SOURCE_ADS,광고를 시청하고 초콜릿 토끼를 받으세요.
TID_CATALOG_INFO_CHOCOBUNNY_CONVERSION,카탈로그 이벤트가 종료되면 잔여 초콜릿 토끼는 코인으로 전환됩니다.
TID_CATALOG_INFO_MUSICNOTES_SOURCE_TRUCK,트럭 주문을 완료해 음표를 받으세요.
TID_CATALOG_INFO_MUSICNOTES_SOURCE_BOAT,화물선 주문을 완료해 음표를 받으세요.
TID_CATALOG_INFO_MUSICNOTES_EXCHANGE,카탈로그에서 음표를 상품으로 교환하세요.
TID_CATALOG_INFO_MUSICNOTES_SOURCE,다양한 생일 축하 이벤트에 참여해 음표를 획득하세요.
TID_CATALOG_INFO_MUSICNOTES_CONVERSION,카탈로그 이벤트가 종료되면 잔여 음표는 코인으로 전환됩니다.
TID_DECO_GAFFER_SHEEP,조명 담당
TID_FARMPASS_EARLY_BIRD_OFFER_ENDS,특별 상품 판매 종료까지: <TIME>
TID_FARMPASS_EARLY_BIRD_OFFER_TITLE,한정 농장 패스 묶음 상품을 손에 넣으세요!
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE,생일 케이크
TID_ICON_EVENT_PRIDE_RAINBOW_CAKE_DESCRIPTION,생일 파티 이벤트의 특별 재화입니다. 트럭 주문을 완료해 더 많이 모을 수 있습니다. 특별 이벤트 카탈로그 선물로 교환해 보세요!
TID_ICON_CATALOGUE_MUSICNOTE,음표
TID_ICON_CATALOGUE_MUSICNOTE_DESCRIPTION,생일 이벤트의 특별 재화입니다. 생일 축하 이벤트에 참여해 더 많이 모을 수 있습니다. 특별 이벤트 카탈로그 선물로 교환해 보세요!
TID_FEATURE_DECO_STICKER_BOOK,장식 컬렉션 북
TID_CATALOG_INFO_RAINBOW_CAKE_SOURCE_TRUCK,트럭 주문을 완료해 생일 케이크를 받으세요.
TID_CUSTOMIZATION_BIRTHDAY2024,로큰롤 생일
TID_GACHA_BONUS_ITEM,보너스!
TID_CATALOG_INFO_RAINBOWCAKE_SOURCE_TRUCK,트럭 주문을 완료해 생일 케이크를 받으세요.
TID_CATALOG_INFO_RAINBOWCAKE_EXCHANGE,카탈로그에서 생일 케이크를 상품으로 교환하세요.
TID_CATALOG_INFO_RAINBOWCAKE_CONVERSION,카탈로그 이벤트가 종료되면 잔여 생일 케이크는 코인으로 전환됩니다.
TID_DECO_BARRICADE_FENCE,자작나무 울타리
TID_DECO_LEAFPILE_PATH,가을 단풍 길
TID_DECO_WOODEN_HEART_FENCE,목조 하트 울타리
TID_DECO_SAUSAGE_GRILL,소시지 그릴
TID_DECO_SAUERKRAUT_BARREL,사워크라우트 통
TID_DECO_PRETZEL_STATION,프레첼 가판대
TID_DECO_GINGERBREAD_HEARTS,하트 진저브레드
TID_DECO_AUTUMN_PICNIC,가을 피크닉
TID_DECO_RASPBERRY_REFRESHMENTS,라즈베리 음료
TID_DECO_AUTUMN_MAPLE_TREE,단풍나무
TID_DECO_HAY_RIDE,건초 트럭
TID_DECO_WOODEN_HEDGEHOGS,목조 고슴도치
TID_DECO_WOODEN_TRAIN,목조 기차
TID_ANIMAL_ACCESSORY_HAT_STRAW_HAT,밀짚모자
TID_ANIMAL_ACCESSORY_HAT_GOLDEN_LEAF_TIARA,월계관
TID_FLOATER_HABITAT_NO_MORE_ANIMALS,아직 업그레이드할 수 없습니다. 새로운 동물이 곧 추가됩니다!
TID_CUSTOMIZATION_IVY,보라색 작은 집
TID_CUSTOMIZATION_IVY_SUMMER,노란색 작은 집
TID_EDIT_MODE_ERASE_TUTORIAL_TITLE,옆으로 밀어 지우기
TID_EDIT_MODE_ERASE_TUTORIAL_TEXT,물체를 지우려면 옆으로 밀거나 누르세요. 지도를 움직이려면 지우개 모드를 끄는 걸 잊지 마세요!
TID_EDIT_MODE_ERASE_TUTORIAL_BUTTON,확인
TID_DECO_GLOOMY_CANDLES,음울한 양초
TID_DECO_SCARY_MAUSOLEUM,으스스한 영묘
TID_DECO_SCARY_ORGAN_MUSIC,으스스한 오르간 연주자
TID_DECO_SCARY_TOMB,으스스한 무덤
TID_DECO_BLACK_ROSES,흑장미
TID_DECO_LOBSTER_RIDE,가재 놀이 기구
TID_DECO_PIG_RIDE,돼지 놀이 기구
TID_DECO_TICKET_BOOTH,티켓 부스
TID_DECO_CLEANER_PIG,우물 닦는 돼지
TID_DECO_GHOST_PIG,유령 돼지
TID_DECO_ABANDONED_TOMBS,버려진 무덤
TID_DECO_GLASS_WALL,스테인드글라스 울타리
TID_DECO_CAT_FENCE,검은고양이 울타리
TID_DECO_DINOSAUR_FOOTPRINT_PATH,공룡 발자국 길
TID_DECO_CENTIPEDE_FENCE,지네 울타리
TID_DECO_THANKSGIVING_COSPLAY,추수감사절 의상
TID_DECO_THANKSGIVING_WAGON,추수감사절 수레
TID_DECO_THANKSGIVING_BALLOON,추수감사절 풍선
TID_DECO_THANKSGIVING_PAVILION,추수감사절 정자
TID_DECO_THANKSGIVING_PHOTO_SHOOT,추수감사절 포토존
TID_DECO_FAIRGROUND_FORTUNE_TELLER,축제마당 점술가
TID_DECO_THANKSGIVING_FENCE,추수감사절 울타리
TID_DECO_THANKSGIVING_PATH,추수감사절 길
TID_DECO_POND_YACHTING,연못 위의 돛단배
TID_DECO_MUSHROOM_PICKING,버섯 따기
TID_DECO_BOAT_STATUE,통통배 나무 조각상
TID_DECO_MUSHROOM_LOG,이끼 낀 통나무
TID_DECO_MUSHROOM_FENCE,버섯 울타리
TID_DECO_SEASONAL_GREETINGS,축제 편지
TID_DECO_MAIL_OFFICE,겨울 우체국
TID_DECO_LUMBERJACKS,겨울 나무꾼
TID_DECO_SKI_RENTALS,스키 대여점
TID_DECO_AIRMAIL,항공 우편
TID_DECO_ELECTRIC_CANDLES_FENCE,양초 울타리
TID_HALLOWEEN_CANDY_MAKER,할로윈 간식 제조기
TID_HALLOWEEN_CANDY_MAKER_DESCRIPTION,할로윈 간식을 만듭니다.
TID_HALLOWEEN_CANDY1_24,이빨 젤리
TID_HALLOWEEN_CANDY2_24,지렁이 젤리
TID_HALLOWEEN_CANDY3_24,해골 젤리
TID_HALLOWEEN_CANDY4_24,호박 젤리
TID_HALLOWEEN_CANDY_DESCRIPTION,할로윈 간식 제조기에서 만듭니다. 기간 한정 상품입니다!
TID_EDIT_MODE_ERASE,지우개 모드 켬
TID_CUSTOMIZATION_HALLOWEEN_2024,2024 할로윈
TID_ICON_GACHA_CURRENCY,황금 열쇠
TID_ICON_GACHA_CURRENCY_DESCRIPTION,"황금 열쇠를 사용해 깜짝 상자를 열어보세요. 황금 열쇠는 특별 상품과 농장 패스, 이벤트 등에서 찾을 수 있습니다. 소유할 수 있는 열쇠 수에는 제한이 있습니다."
TID_DECO_STICKER_BOOK_TUTORIAL_6,"진행 중인 이벤트에서 장식을 획득할 수 있는 경우, 버튼에 열린 책 모양이 표시됩니다."
TID_DECO_PHASE_UNKNOWN,알 수 없음 <TIME>
TID_DECO_PHASE_PREVIEW,디자인 단계 시작까지 남은 시간: <TIME>
TID_DECO_PHASE_DECORATION,디자인 단계 종료까지 남은 시간: <TIME>
TID_DECO_PHASE_VOTING,투표 단계 종료까지 남은 시간: <TIME>
TID_DECO_PHASE_REWARDING,디자인 축제 종료까지: <TIME>
TID_DECO_BUTTON_VOTE,투표
TID_DECO_BUTTON_SUBMIT,내 디자인
TID_DECO_BUTTON_EXPO,명예의 전당
TID_HAMBURGER_MENU_PHOTO_MODE_BUTTON,풍경 모드
TID_DECO_VOTE_COUNTDOWN,<TIME> 후에 다시 투표할 수 있습니다.
TID_DECO_VOTE_TT,가장 마음에 드는 디자인을 눌러 투표해 보세요. 투표를 많이 할수록 자신의 디자인도 다른 플레이어에게 더 많이 노출됩니다.
TID_DECO_VOTE_TT_TITLE,마음에 드는 디자인을 선택하세요!
TID_DECO_FEATURED_TITLE,인기 디자인
TID_DECO_FEATURED_PREPARE,투표 단계 동안 디자인이 명예의 전당에 표시됩니다.
TID_DECO_FEATURED_COUNTDOWN,투표 단계 동안 추천 디자인이 여기에 표시되며 정기적으로 새로고침됩니다.
TID_DECO_FEATURED_CATEGORY_0,인상적인 디자인
TID_DECO_FEATURED_CATEGORY_1,놀라운 디자인
TID_DECO_FEATURED_CATEGORY_2,최고의 디자인
TID_DECO_FEATURED_CLOSEUP_TITLE,<NAME> 님의 디자인
TID_DECO_FEATURED_CLOSEUP_TASKS_COMPLETED,완료한 작업: <COUNT>개
TID_DECO_FEATURED_CLOSEUP_VISIT,농장 방문
TID_DECO_STICKER_BOOK_COLLECTION_21,명상과 화합
TID_DECO_STICKER_BOOK_COLLECTION_22,뱀의 해
TID_DECO_STICKER_BOOK_COLLECTION_23,장미 정원
TID_DECO_STICKER_BOOK_COLLECTION_24,디저트와 하트
TID_DECO_STICKER_BOOK_COLLECTION_25,그랜드 카니발
TID_DECO_STICKER_BOOK_COLLECTION_26,봄 그네
TID_DECO_STICKER_BOOK_COLLECTION_27,벚꽃이 만개한 봄날
TID_DECO_STICKER_BOOK_COLLECTION_28,초콜릿 달걀 사냥
TID_DECO_STICKER_BOOK_COLLECTION_29,지구의 날
TID_DECO_STICKER_BOOK_COLLECTION_30,골든 위크
TID_DECO_STICKER_BOOK_COLLECTION_31,<TODO:>Placeholder 31
TID_DECO_STICKER_BOOK_COLLECTION_32,개굴개굴
TID_DECO_STICKER_BOOK_COLLECTION_33,만개
TID_DECO_STICKER_BOOK_COLLECTION_34,헤이데이 숲 울타리
TID_DECO_STICKER_BOOK_COLLECTION_35,꿀벌들의 천국
TID_DECO_STICKER_BOOK_COLLECTION_36,13번째 생일!
TID_DECO_STICKER_BOOK_COLLECTION_37,그루브 파티 위시리스트
TID_DECO_STICKER_BOOK_COLLECTION_38,그렉과의 캠핑
TID_DECO_STICKER_BOOK_COLLECTION_39,<TODO:>Placeholder 39
TID_DECO_STICKER_BOOK_COLLECTION_40,<TODO:>Placeholder 40
TID_DECO_STICKER_BOOK_COLLECTION_41,<TODO:>Placeholder 41
TID_DECO_STICKER_BOOK_COLLECTION_42,<TODO:>Placeholder 42
TID_DECO_STICKER_BOOK_COLLECTION_43,<TODO:>Placeholder 43
TID_DECO_STICKER_BOOK_COLLECTION_44,<TODO:>Placeholder 44
TID_DECO_STICKER_BOOK_COLLECTION_45,<TODO:>Placeholder 45
TID_DECO_STICKER_BOOK_COLLECTION_46,<TODO:>Placeholder 46
TID_DECO_STICKER_BOOK_COLLECTION_47,<TODO:>Placeholder 47
TID_DECO_STICKER_BOOK_COLLECTION_48,<TODO:>Placeholder 48
TID_DECO_STICKER_BOOK_COLLECTION_49,<TODO:>Placeholder 49
TID_DECO_STICKER_BOOK_COLLECTION_50,<TODO:>Placeholder 50
TID_DECO_SUBMIT_SUBMITTED,디자인이 제출되었습니다!
TID_DECO_SUBMIT_NAME,<NAME> 님의 디자인
TID_DECO_SUBMIT_DATE,<YEAR>/<MONTH>/<DAY>
TID_DECO_SUBMIT_TASKS,완료한 작업: <COUNT>개
TID_DECO_SUBMIT_SUBMIT,디자인 제출
TID_DECO_SUBMIT_DETAILS,제출한 뒤에는 디자인을 변경할 수 없습니다!
TID_DECO_SUBMIT_BUTTON,제출
TID_DECO_RESUBMIT_BUTTON,다시 제출
TID_DECO_SKIP_SUBMIT_BUTTON,제출 건너뛰기
TID_DECO_EVENT_SKIP_VOTING_COOL_DOWN,대기 시간 초기화
TID_DECO_VOTING_NOT_STARTED_DESC,디자인 단계가 종료되면 투표가 시작됩니다.
TID_DECO_VOTING_ENDED,투표 단계 종료
TID_DECO_VOTING_ENDED_DESC,명예의 전당에서 동료 농부들의 멋진 디자인을 확인해 보세요. 상점에서 필름 롤을 사용하는 것도 잊지 마세요!
TID_DECO_EVENT_REPORTED,디자인 신고 완료
TID_DECO_PHASE_SUBMITTED,투표 단계 시작까지 남은 시간: <TIME>
TID_DECO_EVENT_REPORT_DIALOG_TEXT,이 디자인을 유해한 디자인으로 신고하시겠습니까?
TID_DECO_EVENT_REPORT_CONFIRM,신고
TID_DECO_SUBMIT_TASKS_NOT_COMPLETED,디자인을 제출하려면 필수 작업을 완료하세요.
TID_FLOATER_INVALID_OBJECT_POSITION_MODE,여기에 배치할 수 없습니다!
TID_FLOATER_COMPLETED_DECO_EVENT_CHALLENGE_BUT_DID_NOT_SUBMIT_DESIGN,디자인 제출기한을 놓쳤습니다!
TID_DECO_EVENT_CURRENCY,필름 롤
TID_DECO_EVENT_CURRENCY_DESC,필름 롤은 이벤트 종료 후에도 상점에서 사용할 수 있습니다.
TID_EVERGREEN_OFFER_VALUE_X,<VALUE>배 가치
TID_EVERGREEN_OFFER_EXTRA_AMOUNT,+<VALUE>
TID_EDIT_MODE_ERASER_DESCRIPTION,지도를 움직이려면 지우개 모드를 끄세요.
TID_DECO_SUBMIT_PREVIEW,디자인 단계에서 디자인을 제출할 수 있습니다.
TID_DECO_SUBMIT_PREVIEW_TIMER,디자인 시작까지 남은 시간: <TIME>
TID_DECO_ORNATE_MUSHROOM_FENCE,화려한 버섯 울타리
TID_DECO_AUTUMN_HARVEST_CART,가을 수확 수레
TID_DECO_HAY_CHICKEN,지푸라기 닭
TID_DECO_GINGERBREAD_PATH,진저브레드 길
TID_DECO_JOLLY_WREATH,크리스마스 화환
TID_DECO_JOLLY_WELL,크리스마스 우물
TID_DECO_GIFT_DELIVERY,선물 배달
TID_DECO_GINGERBREAD_WORKSHOP,진저브레드 작업장
TID_DECO_SKI_TRACKS,스키 트랙
TID_DECO_ICE_PIG,얼음 돼지
TID_DECO_WINTER_PARK,겨울 공원
TID_DECO_ICY_FOUNTAIN,얼음 분수대
TID_DECO_WINTER_BENCH,겨울 벤치
TID_DECO_JOLLY_PATH,크리스마스 길
TID_DECO_COW_SANTA,산타 소
TID_DECO_FIREWORKS_FENCE,폭죽 울타리
TID_DECO_DISCO_BALL,디스코 볼
TID_DECO_CANDLE_CHIMES,촛불 종소리
TID_DECO_HOLIDAY_BAKING,크리스마스 베이킹
TID_DECO_WOODEN_SANTA,나무 산타
TID_SUMMER_GAMES_BOTTLE,하계 게임 보틀
TID_SUMMER_GAMES_BOTTLE_DESCRIPTION,하계 게임 이벤트 아이템입니다. 이벤트를 완료해 더 많이 모을 수 있습니다. 이벤트 카탈로그의 보상으로 교환하세요.
TID_DECO_EVENT_LIKE_YOUR_DESIGN,<COUNT>명이 농부님의 디자인을 좋아합니다!
TID_DECO_EVENT_SHOP,디자인 축제 상점
TID_DECO_SUBMIT_MISSED,안타깝게도 디자인 제출기한을 놓쳤습니다. 하지만 투표 단계 동안 다른 디자인에 투표하여 필름 롤을 획득할 수 있습니다!
TID_DECO_EVENT_VOTING_GO_TO_SHOP,디자인 축제 상점 열기
TID_DECO_EVENT_SUBMIT_AND_WAIT_TEXT,잘하셨어요! 투표 단계가 곧 종료됩니다. 완료한 작업에서 획득한 보상을 받는 걸 잊지 마세요.
TID_ANIMAL_ACCESSORY_HAT_BAT_HEADBAND,박쥐 머리띠
TID_ANIMAL_ACCESSORY_HAT_PILGRIM,필그림 모자
TID_ANIMAL_ACCESSORY_HAT_SNOWFLAKE_HEADBAND,눈꽃 머리띠
TID_ANIMAL_ACCESSORY_HAT_PARADE,퍼레이드 모자
TID_MYSTERY_BOX_DESCRIPTION_ADS,신비한 상자가 잠겨 있습니다!\n광고를 시청하여 열 수 있습니다.
TID_MYSTERY_BOX_DESCRIPTION_DIAMONDS_ADS,신비한 상자가 잠겨 있습니다!\n다이아몬드를 사용하거나 광고를 시청하여 열 수 있습니다.
TID_MYSTERY_CRATE_DESCRIPTION_ADS,발견한 보물 상자가 잠겨 있습니다!\n광고를 시청하여 열 수 있습니다.
TID_MYSTERY_CRATE_DESCRIPTION_DIAMONDS_ADS,발견한 보물 상자가 잠겨 있습니다!\n다이아몬드를 사용하거나 광고를 시청하여 열 수 있습니다.
TID_EVERGREEN_STARTER_OFFER,스타터 특별 상품
TID_EDIT_MODE_ERASER_UNDO_BUTTON_DISABLED_FLOATER,실행 취소할 변경사항이 없습니다.
TID_EDIT_MODE_ERASER_UNDO_BUTTON_TUTORIAL_TEXT,실행 취소 버튼을 사용해 변경을 취소할 수 있습니다.
TID_OSTRICHCHICK1,회색 아기 타조
TID_OSTRICHCHICK2,갈색 아기 타조
TID_DECO_EUPHORBIA_TRIGONA,채운각
TID_DECO_SICKLEBUSH,벨 미모사
TID_DECO_GIFTPILE_SANTA,선물 더미 산타
TID_ANDROID_NOTIFICATION_CHANNEL_DECO_EVENT,디자인 축제
TID_NOTIFICATIONS_SETTINGS_HEADLINE_DECO_EVENT,디자인 축제 알림
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_LIKES,좋아요 알림
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE,<LIKE_SENDER> 님 외 <OTHER_COUNT>명이 농부님의 디자인을 좋아합니다!
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_ONE_LIKE,<LIKE_SENDER> 님이 농부님의 디자인을 좋아합니다!
TID_DECO_EVENT_NEW_LIKE_NOTIFICATION_MESSAGE_NO_SENDER_NAME,<COUNT>명이 농부님의 디자인을 좋아합니다!
TID_EDIT_MODE_OBJECT_CONSTRUCTION_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,배치를 저장하고 활성화하면 건설을 시작합니다.
TID_EDIT_MODE_OBJECT_GROWTH_STARTS_WHEN_LAYOUT_SAVED_AND_ACTIVE,배치를 저장하고 활성화하면 작물이 성장하기 시작합니다
TID_NOTIFICATIONS_SETTINGS_DECO_EVENT_VOTES_AVAILABLE,투표 가능 알림
TID_DECO_EVENT_VOTES_AVAILABLE_NOTIFICATION_MESSAGE,다시 투표할 수 있습니다! 지금 마음에 드는 디자인에 투표하세요.
TID_CARVED_MUSHROOM_FENCE,버섯 나무 조각 울타리
TID_DECO_AUTUMN_SOUP,가을 수프
TID_DECO_AUTUMN_POND,가을 연못
TID_DECO_CHALLENGE_DECORATION,장식
TID_DECO_CHALLENGE_PLACE_DECO,<DECO> <NUM>개 배치하기
TID_DECO_CHALLENGE_REMOVE_OBST,장애물 <NUM>개 제거하기
TID_DECO_CHALLENGE_MOVE_DECO,<DECO> <NUM>개 옮기기
TID_DECO_CHALLENGE_SUBMIT,디자인 제출
TID_DECO_CHALLENGE_SEND_VOTE,디자인 <NUM>개에 좋아요 누르기
TID_DECO_CHALLENGE_GET_VOTE,좋아요 <NUM>개 받기
TID_DECO_CHALLENGE_PLACE_FENCE,<DECO> <NUM>개 배치하기
TID_DECO_CHALLENGE_PLACE_PATH,<DECO> <NUM>개 배치하기
TID_DECO_CHALLENGE_PLACE_FENCE_OR_PATH,<DECO> <NUM>개 배치하기
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TITLE,콘텐츠 다운로드 불가
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_TEXT,신규 게임 콘텐츠를 다운로드할 수 없습니다. 기기에 충분한 여유 공간이 있는지 확인한 후 다시 시도해 주세요.
TID_NATIVE_DIALOG_CHRONOS_CONTENT_DOWNLOAD_FAILED_BUTTON,다시 시도
TID_DECO_EVENT_MAIN_CHALLENGE_DESC,디자인을 제출하기 위해 필요합니다.
TID_NO_REAL_NAME,실명은 사용하지 마세요.
TID_DECO_EVENT_INTRO_STEP1_CONFIRM_BUTTON,좋아요!
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NAME,"<NAME> 님, 안녕하세요!"
TID_DECO_EVENT_INTRO_STEP1_GREETING_HEADER_NONAME,봉주르!
TID_DECO_EVENT_INTRO_STEP1_GREETING_BODY,"제 이름은 바티스트입니다. 탁월한 사진작가죠. 최고의 농장 사진을 찍기 위해 곳곳을 돌아다니고 있습니다만, 제 컬렉션에 특별한 작품을 추가할 수 있도록 도와주시겠어요?"
TID_DECO_EVENT_INTRO_STEP2_CONFIRM_BUTTON,물론이죠!
TID_DECO_EVENT_INTRO_STEP2_GREETING_HEADER,<THEME NAME CHRONOS>
TID_DECO_EVENT_INTRO_STEP2_GREETING_BODY,주어진 주제를 충실히 따라야 좋은 결과를 얻을 수 있습니다. 쉿... 이 숨겨진 구역에서 걸작을 탄생시킬 수 있어요!
TID_DECO_EVENT_INTRO_STEP3_CONFIRM_BUTTON,감사합니다!
TID_DECO_EVENT_INTRO_STEP3_GREETING_BODY,디자인을 시작하기 전까지 준비할 시간이 있습니다. 행운을 빕니다!
TID_DECO_EVENT_INTRO_STEP4_CONFIRM_BUTTON,어떻게 참여하나요?
TID_DECO_EVENT_INTRO_STEP4_GREETING_HEADER,디자인을 시작하세요!
