TID,DE
TID_DECO_STABLE_FENCE,Stabiler Zaun
TID_DECO_APPLE_BOBBING,Äpfeltauchen
TID_DECO_CARVED_TURKEY,Geschnitzter Truthahn
TID_DECO_HORNOF_PLENTY,Füllhorn
TID_DECO_BIGGEST_CROP,Größte Ernte
TID_DECO_STALK_LANTERN,Schleich um die Laterne
TID_DECO_PUMPKIN_ARCH,Kürbisbogen
TID_DECO_HALLOWEENPATH,Halloween-Pfad
TID_DECO_LUNAR_SWING,Mondschaukel
TID_DECO_LOVELY_TRAMPOLINE,Reizendes Trampolin
TID_DECO_CHERRY_BLOSSOM,Kirschblüte
TID_DECO_CHICK_SURPRISE,Küken-Überraschung
TID_DECO_PILOT_TRAINING,Flugstunden
TID_DECO_BUTTERFLY_OASIS,Schmetterling-Oase
TID_DECO_SEED_SPITTING,Kerne-Wettspucken
TID_DECO_TOURIST_ATTRACTION,Touristenattraktion
TID_DECO_KNITTER_CHICKS,Strickküken
TID_DECO_HALLOWEEN_COSTUME,Halloween-Kostüm
TID_DECO_SNOW_DEER,Schneehirsch
TID_DECO_WRAPPING_PAPERS,Geschenkpapier
TID_DECO_BUNNY_SCROLL,Häschen-Schriftrolle
TID_DECO_BUNNY_GUARDIANS,Häschenwächter
TID_DECO_SKY_LANTERN,Himmelslaternen-Teich
TID_DECO_EASTER_PLANTER,Oster-Pflanzkorb
TID_DECO_EASTER_ARCH,Osterbogen
TID_DECO_EASTER_BALLOON,Osterballon
TID_DECO_EASTER_TILE,Osterkachel
TID_DECO_BUNNY_HEDGE,Häschenhecke
TID_DECO_ICELANDSTATUE,Trollfontäne
TID_DECO_MAROCCOSTATUE,Geschäftiger Marktplatz
TID_DECO_SWITZERLANDSTATUE,Käsekuh
TID_DECO_INDONESIASTATUE,Stille Glocke
TID_DECO_UKRAINESTATUE,Erdenmonument
TID_DECO_TURKEYSTATUE,Hütchenwächter
TID_DECO_ROMANIASTATUE,Ziegengraf
TID_DECO_FINLANDSTATUE,Winter-Wunderland
TID_DECO_VENETIAN_GNOME,Venezianischer Zwerg
TID_DECO_VENETIAN_BRIDGE,Venezianische Brücke
TID_DECO_VENETIAN_RIDE,Venezianisches Karussell
TID_DECO_VENETIAN_FENCE,Venezianischer Zaun
TID_GIFT_WRAPPING_STATION,Geschenke-Einpackstation
TID_GIFT_WRAPPING_STATION_DESCRIPTION,Stellt als Geschenke verpackte Produkte her
TID_MISTLETOE,Winterbeeren
TID_MISTLETOE_DESCRIPTION,"Besonderer Gegenstand für das Weihnachtsereignis. Mehr bekommst du, indem du besondere Schiffskisten füllst. Tausche sie gegen Geschenkpakete vom Postboten ein!"
TID_DECO_VENETIAN_CANAL,Venezianischer Kanal
TID_SEASONAL_OBJECT_CANT_BE_USED_ANYMORE,Kann nicht mehr verwendet werden. Das Ereignis ist fast vorbei!
TID_UNABLE_TO_PURCHASE_RESOURCE_MAXED_OUT,Kann nicht gekauft werden. Du besitzt bereits die maximal erlaubte Menge dieses Gegenstands!
TID_DECO_BULRUSH,Rohrkolben
TID_DECO_LAWN_MOVER,Rasenmäher
TID_DECO_POPPY_FIELD,Mohnblumenfeld
TID_GIFT_BOX1,Schneeflockengeschenk
TID_GIFT_BOX2,Grünes Geschenk
TID_GIFT_BOX3,Gestapeltes Geschenk
TID_GIFT_BOX4,Langes Geschenk
TID_GIFT_BOX_DESCRIPTION,Kann in der Geschenke-Einpackstation hergestellt werden. Zeitlich begrenztes Produkt!
TID_CUSTOMIZATION_WINTER2022,Winter
TID_EVENT_GOTO,Gehe zum Ereignis!
TID_HOLIDAY_BOAT_TITLE,Weihnachtsgeschenk-Schiffsereignis!
TID_HOLIDAY_BOAT_TEXT,"Es ist Weihnachtszeit und die Schiffe auf dem Fluss wollen alle ein paar zeitlich begrenzte Geschenke! Fülle Kisten mit Präsenten, um Winterbeeren zu erhalten, die du gegen besondere Belohnungen aus dem Geschenkkatalog des Postboten eintauschen kannst.\n\nWenn das Ereignis vorbei ist, werden deine restlichen Winterbeeren in Münzen umgewandelt."
TID_SEASONAL_REWARD_TITLE,Das Weihnachtsereignis ist vorbei!
TID_SEASONAL_REWARD_TEXT,"Wo ist die Zeit hin? Wir hatten eine Menge Weihnachtsspaß, haben Geschenke eingepackt und diese dann in die Welt verschickt.\n\nDeine restlichen Winterbeeren wurden in Münzen umgewandelt."
TID_SEASONAL_OBJECT_TEXT,"Während dieses Ereignisses bekommst du ein zeitlich begrenztes Produktionsgebäude für deine Farm. Mit der Geschenke-Einpackstation kannst du ausschließlich während des Weihnachtsereignisses Geschenkartikel herstellen, um diese dann auf Schiffen zu verschicken.\n\nNachdem das Ereignis vorbei ist, wird dieses besondere Produktionsgebäude von deiner Farm entfernt!"
TID_SEASONAL_OBJECT_TITLE,Besonderes Weihnachts-Produktionsgebäude!
TID_EVENT_ENDED_TITLE,Das Ereignis ist zu Ende.
TID_EVENT_ENDED_TEXT,"Komm später wieder, um mehr Ereignisse zu entdecken!"
TID_DECO_CRESCENT_TENT,Halbmondzelt
TID_DECO_CRESCENT_SWING,Halbmondschaukel
TID_DECO_CRESCENT_TILE,Halbmondkachel
TID_DECO_CRESCENT_FENCE,Halbmondzaun
TID_DECO_FIGURESKATER_GNOME,Eiskunstläufer-Zwerg
TID_DECO_CURLING_RINK,Curling-Ring
TID_DECO_OLYMPIC_METALISTS,Klassische Medaillengewinner
TID_DECO_ORNAMENT_TOWER,Schmuckturm
TID_DECO_SANTAS_GIFTS,Geschenke vom Weihnachtsmann
TID_DECO_TREE_MARKET,Baummarkt
TID_DECO_VENETIAN_MASKS,Venezianische Masken
TID_POPUP_OPEN_EXTERNAL_URL_TITLE,Link öffnen
TID_POPUP_OPEN_EXTERNAL_URL,Dieser Link öffnet eine Seite außerhalb des Spiels. <url> öffnen?
TID_POPUP_OPEN_EXTERNAL_URL_CONFIRM_YES,Öffnen
TID_POPUP_OPEN_EXTERNAL_URL_CONFIRM_NO,Abbrechen
TID_NO_GLOBAL_EVENT_ONGOING,Momentan läuft kein globales Ereignis. Schau später wieder vorbei!
TID_SEASONAL_GIFT_SOLD_OUT,Ausverkauft!
TID_SEASONAL_GIFT_COMING_IN,Kommt in
TID_SEASONAL_GIFT_LEAVING_IN,N. m. verfügbar in
TID_SEASONAL_GIFT_NO_LONGER_AVAILABLE,Nicht mehr verfügbar
TID_SEASONAL_GIFT_NOT_YET_AVAILABLE,Noch nicht verfügbar
TID_WHEEL_SPIN_LIMIT_REACHED,Tageslimit erreicht
TID_DECO_RAINBOW_LIGHTS,Regenbogenlichter
TID_DECO_RAINBOW_UMBRELLAS,Regenbogenschirme
TID_DECO_RAINBOW_TENT,Regenbogenzelt
TID_DECO_RAINBOW_PATH,Regenbogenweg
TID_VERIFY_AGE,Bitte bestätige dein Alter!
TID_ADVANCE_SETTINGS_SHOW_VIDEOS_ADS_HEADER,Werbung
TID_ADVANCE_SETTINGS_SHOW_VIDEOS_ADS_TEXT,Teilen von Daten für Personalisierung von Werbung erlauben
TID_VIDEO_ADS_CONSENT,"Hay Day bittet um die Berechtigung, deine Daten in Anwendungen und auf Websites anderer Anbieter zu sammeln.\n\nDie Daten werden zur Zielgruppenauswertung, Analyse und Verbesserung unserer Dienste verwendet."
TID_PRIVACY_POLICY,Datenschutzrichtlinien
TID_PELICAN1,Krauskopfpelikan
TID_PELICAN2,Brillenpelikan
TID_PELICAN3,Braunpelikan
TID_PELICAN_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_WAFFLE_MAKER,Waffeleisen
TID_WAFFLE_MAKER_DESCRIPTION,Produziert Waffeln
TID_PRODUCT_PLAIN_WAFFLES,Einfache Waffeln
TID_PRODUCT_BREAKFAST_WAFFLES,Frühstückswaffeln
TID_PRODUCT_BERRY_WAFFLES,Waffeln mit Beeren
TID_PRODUCT_CHOCOLATE_WAFFLES,Schokowaffeln
TID_WAFFLE_MAKER_PRODUCT_DESCRIPTION,Im Waffeleisen produzieren
TID_ASPARAGUS_SOUP,Spargelsuppe
TID_PRODUCT_ASPARAGUS_QUICHE,Spargel-Quiche
TID_PRODUCT_GRILLED_ASPARAGUS,Gegrillter Spargel
TID_POMEGRANATETREE,Granatapfelbaum
TID_TREE_POMEGRANATETREE_DESCRIPTION,Dreimal ernten
TID_POMEGRANATE,Granatapfel
TID_PRODUCT_POMEGRANATE_DESCRIPTION,Von Granatapfelbaum ernten
TID_NOT_ENOUGH_RESOURCES_NO_DIAMONDS,Nicht genug Rohstoffe!
TID_PRODUCT_POMEGRANATECAKE,Granatapfeltorte
TID_PRODUCT_POMEGRANATETEA,Granatapfeltee
TID_ORANGE_SALAD,Orangensalat
TID_FENCES_DESCRIPTION,"Verbinde Teile, um einen Zaun zu erstellen"
TID_PATHS_DESCRIPTION,"Verbinde Teile, um einen Weg zu erstellen"
TID_HEDGES_DESCRIPTION,"Verbinde Teile, um eine Hecke zu erstellen"
TID_DITCH_DESCRIPTION,"Verbinde Teile, um einen Wassergraben zu erstellen"
TID_CANAL_DESCRIPTION,"Verbinde Teile, um einen Kanal zu erstellen"
TID_WALL_DESCRIPTION,"Verbinde Teile, um eine Mauer zu erstellen"
TID_SURVEY_COMPLETED_TITLE,Umfrage abgeschlossen
TID_SURVEY_COMPLETED_TEXT,"Danke für das Ausfüllen unserer Umfrage! Dein Feedback ist von unschätzbarem Wert, da es uns dabei hilft, das Spiel besser zu machen.\n\nEuer Hay Day-Team"
TID_DECO_JOCKEYS_CORNER,Jockey-Ecke
TID_DECO_STARTING_GATES,Startboxen
TID_DECO_RACE_WINNER,Rennsieger
TID_DECO_SPECTATORS_STAND,Tribüne
TID_DECO_HORSECARE_AREA,Pferdepflege-\nbereich
TID_DECO_HORSESHOE_FENCE,Hufeisenhecke
TID_DECO_TEST,Testdekoration
TID_SILO_UPGRADE_FOR_FREE_TITLE,Gratis verbessern
TID_SILO_UPGRADE_FOR_FREE_TEXT,Deine eigenen Verbesserungs-\ngegenstände werden nicht genutzt.
TID_CHOCOBUNNY,Schokohäschen
TID_CHOCOBUNNY_DESCRIPTION,"Besondere Leckerei für das Osterereignis. Mehr bekommst du, indem du besondere Schiffskisten füllst. Tausche sie gegen Geschenkpakete vom Postboten ein!"
TID_EASTER_EGG1,Indigofarbenes Ei
TID_EASTER_EGG2,Kirschei
TID_EASTER_EGG3,Königliches Ei
TID_EASTER_EGG4,Pfauenei
TID_EASTER_EGG_DESCRIPTION,In Schokoladeneimaschine produzieren. Zeitlich begrenztes Produkt!
TID_EASTER_EGG_MAKER,Schokoladeneimaschine
TID_EASTER_EGG_MAKER_DESCRIPTION,Produziert gefüllte Schokoladeneier
TID_TIME_CUT_DESCRIPTION,Reduziere deine Produktionszeit durch das Ansehen einer Werbung um <TIME>.
TID_VISIT_HAMBURGER_MENU_ADD_FRIEND,Freund hinzufügen
TID_VISIT_HAMBURGER_MENU_ALREADY_FRIENDS,Bereits befreundet
TID_VISIT_HAMBURGER_MENU_INVITE,Einladen
TID_VISIT_HAMBURGER_MENU_INVITE_IN_SAME_NEIGHBORHOOD,In derselben Gemeinschaft
TID_VISIT_HAMBURGER_MENU_INVITE_SENT,Einladung gesendet
TID_VISIT_HAMBURGER_MENU_REPORT_PICTURE,Bild melden
TID_REPORT_PROFILE_PICTURE_TITLE,Profilbild melden
TID_REPORT_PROFILE_PICTURE_TEXT,"Bist du sicher, dass du das Profilbild melden möchtest?"
TID_REPORT_PROFILE_PICTURE_DONE,Profilbild gemeldet!
TID_DECO_PARK_BENCH,Parkbank
TID_DECO_PARK_FOUNTAIN,Parkbrunnen
TID_DECO_PARK_PATH,Parkweg
TID_REPUTATION_POINTS,Rufpunkte
TID_TIME_CUT_IS_ACTIVE,Zeitverkürzung ist jetzt aktiv
TID_NEXT_IN,Nächstes Mal in:
TID_TIME_CUTS_LEFT,Verbleibende Zeitverkürzungen:
TID_ACTIVATE_TIME_CUT,Aktivieren
TID_FREE_FOREST_DESTRUCTION_TOOLTIP,"Entferne gratis Bäume, Sträucher und Felsen! Beeil dich – die Gratisphase hält nur für begrenzte Zeit an."
TID_DECO_BIRD_WATCHTOWER,Vogelbeobachtungs-\nturm
TID_DECO_YARD_SWING,Gartenschaukel
TID_DECO_ROOT_CELLAR,Rübenkeller
TID_DECO_AWARDED_ROSES,Preisgekrönte Rosen
TID_DECO_TRELLIS_GARDEN,Gerüstgarten
TID_DECO_GARDEN_FLOWERS,Gartenblumen
TID_DECO_CLOTHES_DRYER,Wäschetrockner
TID_DECO_FESTIVE_STAGE,Festliche Bühne
TID_DECO_RAILROAD_FENCE,Eisenbahnzaun
TID_DECO_FLOWERSHOP_FENCE,Blumenladenzaun
TID_DECO_FLOWER_TILE,Blumenkachel
TID_DECO_SPRING_BENCH,Frühlingsbank
TID_DECO_DUCK_POND,Ententeich
TID_DECO_SNOWDROP,Schneeglöckchen
TID_DECO_TROPICAL_PAPERLANTERN,Tropische Papierlaterne
TID_DECO_TROPICAL_FLAMINGO,Tropischer Flamingo
TID_DECO_TROPICAL_BENCH,Tropische Bank
TID_DECO_TROPICAL_STAND,Tropischer Stand
TID_DECO_TROPICAL_PICNIC,Tropisches Picknick
TID_DECO_TROPICAL_FENCE,Tropischer Zaun
TID_REENGAGEMENT_TAP_TO_CONTINUE,"Tippe, um fortzufahren"
TID_REENGAGEMENT_WELCOME_1,Hallo? Wer ist da?
TID_REENGAGEMENT_WELCOME_2,"Oh, du bist‘s! Willkommen zurück.\n\nIch habe die Dinge hier geregelt, während du im Urlaub warst. Wie war‘s so?"
TID_REENGAGEMENT_WELCOME_3,"Eventuell bist du immer noch im \qFerienmodus\q, wie die Jugend es nennt.\n\nLass mich dir doch ein paar Tipps geben, um dich wieder in Form für deine Farm zu bringen."
TID_REENGAGEMENT_ORDER_BOARD_TEXT,"Zunächst einmal ist hier die Bestelltafel. Wähle die Bestellungen aus, die du abschließen möchtest, und verkaufe dann deine Waren für Münzen und EP. Den Rest übernimmt der Lieferwagen."
TID_REENGAGEMENT_FARMPASS_TEXT,Du willst dein Geschäft ausbauen? Hier kannst du mit dem Farmpass mehr Aufgaben abschließen (und mehr Belohnungen verdienen).
TID_REENGAGEMENT_THUMBS_UP,"Eine Sache noch. Schau dir die Gegenstände auf deiner Farm genau an, um weitere Funktionen zu finden. Es warten sicherlich einige auf dich – du musst dich nur ein wenig umschauen!"
TID_REENGAGEMENT_REWARDS_TEXT,"Hier, nutze das, um deinen Fortschritt zu beschleunigen!"
TID_REENGAGEMENT_REWARDS_BUTTON,Klasse!
TID_REENGAGEMENT_THANKS_BUTTON1,Cool!
TID_REENGAGEMENT_THANKS_BUTTON2,Großartig!
TID_REENGAGEMENT_THANKS_BUTTON3,"Danke, Greg!"
TID_REENGAGEMENT_VISITORS_TEXT,Behalte deine Farmbesucher im Auge. In den nächsten <DAYS> Tagen machen sie echt gute Angebote.
TID_REENGAGEMENT_TOM_TEXT,"Erinnerst du dich an Tom? Er meinte, er hat etwas für dich. Geh ihn lieber suchen."
TID_REENGAGEMENT_FOREST_TEXT,"Bäume, Sträucher und Felsen zu entfernen, ist in den nächsten <DAYS> Tagen gratis. Kein Problem."
TID_REENGAGEMENT_BARN_FULL,"Ups! Die Scheune ist voll, aber keine Sorge ...\nIch habe eine Gratis-Verbesserung für dich organisiert. Viel Spaß damit!"
TID_REENGAGEMENT_SILO_FULL,"Ups! Der Silo ist voll, aber keine Sorge ...\nIch habe eine Gratis-Verbesserung für dich organisiert. Viel Spaß damit!"
TID_REENGAGEMENT_SILO_FULL_PRO_TIP,"Profi-Tipp: Verwende den Straßenverkauf, schließe Lieferwagenbestellungen ab und befülle Schiffskisten, um freien Raum zu schaffen!"
TID_SEASONAL_EASTER_REWARD_TITLE,Das Osterereignis ist vorbei!
TID_SEASONAL_EASTER_REWARD_TEXT,"Diese Ostereier herzustellen hat so viel Spaß gemacht, aber jetzt ist die Zeit abgelaufen!\n\nKeine Sorge, deine restlichen Schokohäschen wurden in Münzen umgewandelt."
TID_SEASONAL_EASTER_OBJECT_TEXT,"Während dieses Ereignisses bekommst du ein zeitlich begrenztes Produktionsgebäude für deine Farm. Mit der Ostereimaschine kannst du ausschließlich während des Osterereignisses Geschenkartikel herstellen, um diese dann auf Schiffen zu verschicken.\n\nNachdem das Ereignis vorbei ist, wird dieses besondere Produktionsgebäude von deiner Farm entfernt!"
TID_SEASONAL_EASTER_OBJECT_TITLE,Oster-Produktionsgebäude!
TID_TIME_CUT_PERCENT_DESCRIPTION,Reduziere deine Produktionszeit durch das Ansehen einer Werbung um <PERCENT> %.
TID_BOOSTER_PACK_4,Schübepaket 4
TID_MUTED_FEATURE_DISABLED_MESSAGE,"Du wurdest stummgeschaltet. Unter ,,Hilfe und Support\q erfährst du mehr."
TID_MUTED_POPUP_TITLE,Du wurdest stummgeschaltet
TID_MUTED_POPUP_BUTTON,Verstanden
TID_WARNING_POPUP_TITLE,Du wurdest verwarnt
TID_WARNING_POPUP_BUTTON,Verstanden
TID_DAILY_REWARD,Tagesbelohnung
TID_DECO_FLYING_GOAT,Fliegende Ziege
TID_DECO_HIT_OR_MISS,Wurfspiel
TID_DECO_POPPING_BALLOONS,Ballondarts
TID_DECO_FITTING_ROOM,Ankleideraum
TID_DECO_BUNNY_SURPRISE,Hasenüberraschung
TID_DECO_BUNNY_SPRINGER,Hasen-Federwipptier
TID_DECO_CARVED_BUNNY,Geschnitzter Hase
TID_DECO_EGG_HUNT,Ostereiersuche
TID_DECO_BUNNY_BOUNCY,Hüpfendes Häschen
TID_DECO_CARNIVAL_LAMP,Karnevalslaternenpfahl
TID_DECO_CARNIVAL_BALLOON,Karnevalsballon
TID_DECO_CARNIVAL_CANON,Karnevalskanone
TID_DECO_CARNIVAL_SURPRISE,Karnevalsüberraschung
TID_DECO_CARNIVAL_PUPPIES,Karnevalswelpen
TID_DECO_CARNIVAL_TRACTOR,Karnevalstraktor
TID_DECO_CARNIVAL_GATE,Karnevalstor
TID_DECO_CARNIVAL_CAROUSEL,Karnevalskarussell
TID_DECO_CARNIVAL_JESTER,Karnevalsnarr
TID_DECO_CARNIVAL_BOAT,Karnevalsschiff
TID_LOGIN_RESTRICTED_BY_LOCATION,Die Anmeldung wird an deinem aktuellen Standort nicht unterstützt.
TID_DECO_CRAB_STATUE,Krebsstatue
TID_DECO_PEARL_GUARDIANS,Perlenwächter
TID_DECO_CRAB_FLOATER,Aufblasbare Krabbe
TID_DECO_SURFBOARDS,Surfbretter
TID_DECO_RATTAN_TABLE,Rattantisch
TID_DECO_BARREL_FENCE,Fasszaun
TID_HERON1,Speerreiher
TID_HERON2,Dreifarbenreiher
TID_HERON3,Kappenreiher
TID_HERON_DESCRIPTION,"Füttern, um Punkte zu sammeln"
TID_PRODUCT_OMELET_COLORFUL,Buntes Omelett
TID_PRODUCT_OMELET_SPRING,Frühlingsomelett
TID_PRODUCT_OMELET_RICE,Reisomelett
TID_PRODUCT_OMELET_CHEESE,Käseomelett
TID_PRODUCT_OMELET_POTATO,Kartoffelomelett
TID_OMELET_MAKER_PRODUCT_DESCRIPTION,Am Omelettstand produzieren
TID_OMELET_MAKER,Omelettstand
TID_OMELET_MAKER_DESCRIPTION,Produziert Omeletts
TID_DECO_PUMPKIN_GNOME,Kürbiszwerg
TID_DECO_APPLE_HARVESTING,Apfelernte
TID_DECO_MUSHROOM_TABLE,Pilztisch
TID_DECO_AUTUMN_UMBRELLA,Herbstschirm
TID_DECO_AUTUMN_LAUNGER,Herbstliege
TID_DECO_AUTUMN_PAVILION,Herbstlaube
TID_DECO_GRAVEL_GRAY,Grauer Schotterweg
TID_DECO_GRAVEL_WHITE,Weißer Schotterweg
TID_DECO_GRAVEL_PASTEL,Pastellfarbener Schotterweg
TID_DECO_GRAVEL_BROWN,Bronzefarbener Schotterweg
TID_DECO_GRAVEL_PATTERN,Schotterweg mit Muster
TID_LEAFYTREE_SMALL2,Kleiner lila Baum
TID_LEAFYTREE_SMALL3,Kleiner roter Baum
TID_LEAFYTREE_SMALL4,Kleiner oranger Baum
TID_LEAFYTREE_SMALL5,Kleiner gelber Baum
TID_LEAFYTREE_SMALL6,Kleiner lebhafter Baum
TID_LEAFYTREE_SMALL7,Kleiner dunkler Laubbaum
TID_LEAFYTREE_SMALL8,Kleiner Winterbaum
TID_DECO_WINTER_TREE,Winterbaum
TID_BIRTHDAY_TASK_NEXT_IN,Nächste in:
TID_BIRTHDAY_TASK_EXPIRED,Abgelaufen
TID_BIRTHDAY_TASK_CLAIM,Abholen
TID_BIRTHDAY_TASK_TAKE_TASK,Annehmen
TID_BIRTHDAY_TASK_RENEW_TASK,Erneuern
TID_BIRTHDAY_TASK_ADD_ONE_TASK_TEXT,Du kannst der Reihe weitere Aufgaben hinzufügen.
TID_BIRTHDAY_TASK_ADD_ONE_TASK_BUTTON,Eine Aufgabe hinzufügen
TID_BIRTHDAY_TASKS_LEFT,Aufgabenreihe
TID_BIRTHDAY_TASKS_LEFT_TODAY,Heutige Aufgabenreihe
TID_BIRTHDAY_TASKS_DONE_TITLE,Abgeschlossen
TID_BIRTHDAY_TASKS_DONE_TODAY_TITLE,Heute abgeschlossen
TID_BIRTHDAY_TASKS_REMAINING_TOOLTIP,"Die Gesamtzahl an Aufgaben in diesem Ereignis ist begrenzt!\n\nÜberlege es dir gut, bevor du Aufgaben löschst – du könntest die Punkte am Ende des Belohnungspfads brauchen."
TID_BIRTHDAY_TASKS_REMAINING_TODAY_TOOLTIP,"Die Anzahl an kostenlosen Aufgaben, die du pro Tag übernehmen kannst, ist begrenzt! Alle <HOURS> Stunden kommen weitere Aufgaben hinzu.\n\nAufgaben können nicht angesammelt werden, also erledige so viele wie möglich pro Tag, um die maximale Punktzahl zu erreichen."
TID_BIRTHDAY_REWARD_ALREADY_CLAIMED,Die Belohnung wurde bereits abgeholt.
TID_BIRTHDAY_REWARD_NOT_ENOUGH_POINTS,Für diese Belohnung werden mehr Punkte benötigt.
TID_BIRTHDAY_EVENT_ENDS_IN,Ereignis endet in <TIME>
TID_BIRTHDAY_EVENT_TIME_TO_COLLECT_REWARDS,Zeit zum Sammeln der Belohnungen: <TIME>
TID_BIRTHDAY_DISCARD_TASK_POPUP_TITLE,Löschen bestätigen?
TID_BIRTHDAY_DISCARD_TASK_POPUP_NO,Abbrechen
TID_BIRTHDAY_DISCARD_TASK_POPUP_YES,Löschen
TID_BIRTHDAY_DISCARD_TASK_POPUP_DESCRIPTION,"Bist du sicher? Du wirst die Punkte verlieren, und die Aufgabe zählt trotzdem für dein Limit an Tagesaufgaben."
TID_BIRTHDAY_TASK_NOTE,Du kannst nur an einer Aufgabe gleichzeitig arbeiten.
TID_BIRTHDAY_TASK_ACTIVE,Aktive Aufgabe
TID_BIRTHDAY_TASK_OTHER_ACTIVE,"Du musst deine aktive Aufgabe abschließen, bevor du eine neue annehmen kannst."
TID_BIRTHDAY_EVENT_TOOLTIP_POINTS,Punkte
TID_BIRTHDAY_EVENT_TOOLTIP_POINTS_TO_NEXT_REWARD,Zur nächsten Belohnung
TID_BIRTHDAY_EVENT_INFO_TITLE,So funktioniert‘s
TID_BIRTHDAY_EVENT_INFO_STEP1,Wähle eine Aufgabe von der Tafel.
TID_BIRTHDAY_EVENT_INFO_STEP2,Schließe Aufgaben ab und verdiene Punkte.
TID_BIRTHDAY_EVENT_INFO_STEP3,Schalte Belohnungen mit Punkten frei.
TID_BIRTHDAY_EVENT_INFO_STEP4,Sammle Punkte und gewinne Rangbelohnungen.
TID_BIRTHDAY_EVENT_INFO_DESCRIPTION,"Aufgaben können entfernt werden, doch die Gesamtzahl an Aufgaben ist begrenzt."
TID_BIRTHDAY_EVENT_INFO_DAILY_DESCRIPTION,"Aufgaben können entfernt werden, doch die Gesamtzahl an täglichen Aufgaben ist begrenzt."
TID_BIRTHDAY_EVENT_INFO_DESCRIPTION_LEADERBOARD,"Aufgaben können entfernt werden, doch die Gesamtzahl an Aufgaben ist begrenzt. Die Rangliste bleibt auch nach dem Abschließen des Belohnungspfads aktiv. Vergiss nicht, deine Belohnungen einzufordern!"
TID_BIRTHDAY_EVENT_INFO_DAILY_DESCRIPTION_LEADERBOARD,"Aufgaben können entfernt werden, doch die Gesamtzahl an täglichen Aufgaben ist begrenzt. Die Rangliste bleibt auch nach dem Abschließen des Belohnungspfads aktiv. Vergiss nicht, deine Belohnungen einzufordern!"
TID_BIRTHDAY_EVENT_COMPLETE_TITLE,Glückwunsch!
TID_BIRTHDAY_EVENT_COMPLETE_TITLE_BUT_LEADERBOARD_ACTIVE,Spiele weiter für Ranglisten-Belohnungen.
TID_BIRTHDAY_EVENT_ENDED_TITLE,Das Ereignis ist zu Ende!
TID_BIRTHDAY_EVENT_ALL_DAILY_TASKS_DONE,Weitere Aufgaben in:\n<TIME>
TID_BIRTHDAY_EVENT_REMEMBER_TO_CLAIM_YOUR_REWARDS,Sieh dir das nächste Mal die Ranglisten an.
TID_BIRTHDAY_EVENT_FINAL_RANK_TEXT,Erreichter Platz: <RANK>. Deine Belohnungen:
TID_BIRTHDAY_EVENT_DISCARD_EXPIRED_TASK_FIRST_FLOATER_TEXT,Lösche oder reaktiviere zuerst die abgelaufene Aufgabe.
TID_PLACEHOLDER_PRODUCT,Placeholder - change asset once ready
TID_PLACEHOLDER_PRODUCT_DESCRIPTION,Placeholder - change asset once ready
TID_ADVANCE_SETTINGS_CHOOSE_YOUR_FARM_POPUP,Wähle dein Farm-Pop-up
TID_ADVANCE_SETTINGS_CHOOSE_YOUR_FARM_POPUP_HEADER,Alte Kontoauswahl
TID_CHOOSE_ACCOUNT_POPUP_DONT_SHOW_AGAIN,Nicht noch einmal zeigen
TID_CHOOSE_ACCOUNT_POPUP_DONT_SHOW_AGAIN_DESCRIPTION,Du kannst das Pop-up in den erweiterten Einstellungen erneut aktivieren.
TID_CUSTOMIZATION_BIRTHDAY2023,Geburtstagskarneval
TID_TOOLTIP_LINK_GO_TO,Gehe zu
TID_NH_FAMILY_FRIENDLY,Familienfreundlich
TID_NH_FAMILY_FRIENDLY_DESCRIPTION,"Da jeder einer familienfreundlichen Gemeinschaft beitreten kann, gelten hier zusätzliche Regeln, um die Sicherheit unserer jüngsten Spieler zu gewährleisten."
TID_DECO_LIFEGUARD,Badeaufsicht
TID_DECO_SUN_LOUNGERS,Sonnenliegen
TID_DECO_POOL_PARTY,Poolparty
TID_DECO_RUSTIC_PICNIC,Rustikales Picknick
TID_DECO_TALLEST_SUNFLOWER,Höchste Sonnenblume
TID_DECO_HOOPLA,Ringwerfen
TID_DECO_APPLE_THROWING,Apfelwerfen
TID_DECO_BROWN_SUNFLOWER_PATH,Brauner Sonnenblumen-Weg
TID_DECO_MINT_SUNFLOWER_PATH,Mintfarbener Sonnenblumen-Weg
TID_DECO_SUNFLOWER_FENCE,Sonnenblumenzaun
TID_MEERKAT_PUP1,Rotes Erdmännchen-Baby
TID_MEERKAT_PUP2,Braunes Erdmännchen-Baby
TID_DECO_SAVANNAH_CACTUS,Savannenkaktus
TID_DECO_DRY_GRASS,Trockenes Gras
TID_CROP_ASPARAGUS,Spargel
TID_PRODUCTION_TIME_CUT_DONE_TOOLTIP_TEXT,Deine Produktionszeit ist reduziert:
TID_PRODUCTION_TIME_CUT_DONE_TOOLTIP_BUTTON,Klasse!
TID_DECO_CRAB_HIDEOUT,Krabbenversteck
TID_DECO_BEACH_CORALS,Strandkorallen
TID_DECO_RATTAN_BENCH,Rattanbank
TID_GENERIC_COLLECTION_TASK,Sammlungsaufgabe:\n<NUMBER>-mal <FRUIT>
TID_DECO_SURF_RENTAL_STAND,Surfbrettverleih
TID_DECO_WICKER_BENCH,Rattanbank
TID_DECO_PUMPKIN_FENCE,Kürbiszaun
TID_DECO_WICKER_FENCE,Rattanzaun
