TID,JP
TID_DAILY_TASK_TUTORIAL_3,1カ月間毛糸を集め続けて、大きなミステリーボックスを獲得！
TID_DAILY_TASK_TUTORIAL_4,お仕事を毎日完了して編み物の連続記録を継続！
TID_DAILY_TASK_TUTORIAL_5,報酬ロードは毎月更新されます。毛糸をたくさん集めて、更新される前にすべてのミステリーボックスを開けましょう！
TID_DAILY_TASK_TUTORIAL_TITLE,今日のお仕事の仕組み
TID_KNITSTREK_LOST_WARNING,編み物の連続記録が途切れました！
TID_START_OVER,最初からやり直す
TID_KNITSTREAK_WALLET,パッチスタッシュ
TID_KNITSTREAK_WALLET_1,パッチがあれば、途切れた編み物の連続記録を修復できます。
TID_KNITSTREAK_WALLET_2,パッチは、編み物の連続記録が途切れると自動的に適用されます。
TID_KNITSTREAK_ADD_PATCH,パッチを購入
TID_KNITSTREAK_TUTORIAL_1,毎日1件以上のお仕事を完了しましょう。
TID_KNITSTREAK_TUTORIAL_2,毎日1件のお仕事を完了するたびに、スカーフが長くなります。
TID_KNITSTREAK_TUTORIAL_3,お仕事を1日逃すとスカーフに穴が開きますが、パッチで修復できます。
TID_KNITSTREAK_TUTORIAL_4,パッチは、パッチスタッシュやミステリーボックスから手に入れましょう。
TID_KNEATSTREAK_TUTORIAL_TITLE,編み物の連続記録の仕組み
TID_KNITSTREAK_TUTORIAL_5,毎日1件以上のお仕事を完了すると、編み物の連続記録が更新されます！
TID_KNITSTREAK_TUTORIAL_6,パッチが足りなくなった場合でも、ダイヤモンドを使って連続記録を継続することができます。
TID_KNITSTREAK_TUTORIAL_7,編み物の連続記録が2週間以上途切れてしまった場合、スカーフは修復できずに記録は最初からのスタートになります。
TID_KNITSTREAK_SHOW_BADGE,編み物の連続記録のバッジを訪問者に自慢しましょう
TID_DAILY_TASKS_FTUE_BUBBLE_TEXT,こんにちは、私はメイヴィス。グレッグとは昔なじみなの。農業のイロハを教えてくれない？
TID_DAILY_TASKS_FTUE_BUTTON,いいよ！
TID_ANIMAL_ACCESSORY_HAT_VALENTINE_HEADBAND,バレンタインのカチューシャ
TID_DECO_WANNABE_CUPID,憧れのキューピッド
TID_DECO_LOVE_TUNNEL,愛のトンネル
TID_DECO_VALENTINE_SWING,バレンタインのブランコ
TID_DECO_HEART_GROUP,たくさんのハート
TID_DECO_CARVED_DRAGON,龍の彫刻
TID_COUNTY_FAIR_BONUS_ROUND_INFO_TEXT,カウンティーフェアのバスケットをいっぱいにしてラッキーボーナスをもらいましょう。ボーナスには最大で<ROUND_COUNT>回のラウンドがあります。\n\nパネルをタップして賞品を確認しましょう。一定数のパネルを開くことで次のラウンドへ進めます。次のラウンドでは、さらに豪華な賞品が用意されています。\n\n爆弾を引くと、前のラウンドも含めてそれまでに集めたすべての賞品を失ってしまいますが、ダイヤモンドを使えば賞品を失わずにラッキーボーナスを続行することができます。\n\n爆弾が出るリスクが高すぎると感じたら、いつでも「終了」ボタンを押してラッキーボーナスを終了し、賞品を受け取りましょう。
TID_SEASONAL_GIFT_AMOUNT_AVAILABLE,入手可能：
TID_SEASONAL_GIFT_SECOND_CHANCE_TO_GET,2つ目の入手チャンス！
TID_SEASONAL_GIFT_PRICE_CHANGE_TO_DIAMONDS,価格変換：
TID_DECO_CRESCENT_CENTER,三日月のガゼボ
TID_DECO_BRASS_TUBA,真ちゅうのチューバ
TID_DECO_SILVER_SAXOPHONE,銀のサックス
TID_DECO_RED_GUITAR,赤いギター
TID_DECO_IRISH_FLOWERBED,三色花壇
TID_DECO_IRISH_BAND,アニマル音楽隊
TID_DECO_RIVERDANCE_SHEEPS,ダンシングシープ
TID_DECO_LEPRACHAUN_GNOME,レプラコーンのノーム
TID_DECO_LEPRACHAUN_HIDEOUT,レプラコーンの隠れ家
TID_DECO_DROWNING_SHAROCK,クローバーのブーケ
TID_DECO_SHAMROCK_PATH,クローバーの道
TID_DECO_MUSICAL_FENCE,音符の柵
TID_DECO_CARROT_FENCE,ニンジンの柵
TID_DECO_BLOOMING_BRACELETS,ブレスレットの木
TID_DECO_GOAT,ヤギストライカー
TID_DECO_STREETFOOD_SELLERS,商いをする動物
TID_DECO_CLOCKWORKS,カラクリ大時計
TID_DECO_MAGICAL_CARPETS,色とりどりのじゅうたん
TID_DECO_PEACEFUL_PLACE,頂きに立つヒツジ
TID_DECO_PUMPING_IRON,ベンチプレス
TID_DECO_PIT_STOP,ピットストップ
TID_DECO_CAKE_FIGHT,ケーキファイト
TID_DECO_DANCE_HALL,ダンスホール
TID_DECO_SLINGING_RANGE,ぱちんこ射撃場
TID_DECO_FRESH_LEMONADE,レモネードスタンド
TID_DECO_SPLASHY_FUN,噴水マット
TID_DECO_BEACH_VOLLEY,ビーチバレー
TID_DECO_THROWING_CANS,缶倒し
TID_DECO_CROSS_STITCHING,秋の刺繍
TID_DECO_DRACULAS_APPRENTICES,不気味な吸血鬼
TID_DECO_PUMPKIN_PYRAMID,カボチャのピラミッド
TID_DECO_WOOD_CUTTERS,ウッドチョッパー
TID_DECO_TUBE_SLEDDING,スノーチュービング
TID_DECO_BIG_BANG,ロケットの大冒険
TID_DECO_HOLIDAY_SPIRIT,ホリデーの楽しみ
TID_DECO_CARROT_BENCH,ニンジンのベンチ
TID_DECO_CARROT_GAZEBO,ニンジンのガゼボ
TID_DECO_CARROT_HOUSE,ニンジンの家
TID_DECO_CARROT_CART,ニンジンのカート
TID_DECO_CHOCOLATE_BELLS,チョコレートの鐘
TID_DECO_CHOCOLATE_EGG_PLANTER,タマゴプランター
TID_DECO_EGG_WORKSHOP,タマゴ工房
TID_DECO_EGG_WORKSHOP_SIGN,工房の看板
TID_DECO_GLIMMERING_EGG,ファンシーエッグ
TID_DECO_RUNNAWAY_EGG,エッグハント
TID_DECO_EGGCELLENT_SURPRISE,エッグセレントなサプライズ
TID_DECO_DERBY_FENCE,馬のフェンス
TID_DECO_GRAND_PRIZE,賞品用バケツ
TID_DECO_HORSESHOE_BENCH,蹄鉄のベンチ
TID_DECO_PLACEMENT_BOARD,リボンボード
TID_DECO_PLACING_JUDGES,アニマル審査員
TID_DECO_SNACKS_CART,スナックのカート
TID_DECO_ESPELETIA,エスペレティア
TID_DECO_BANANA_PLANT,バナナプラント
TID_FLAMINGO1,アンデスフラミンゴ
TID_FLAMINGO2,ベニイロフラミンゴ
TID_FLAMINGO3,オオフラミンゴ
TID_FLAMINGO_DESCRIPTION,エサをあげれば\n経験値がもらえます
TID_COUNTY_FAIR_INSTRUCTIONS,カウンティーフェアのバスケットをいっぱいにしてリボンを入手し、報酬を集めましょう。
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_TITLE,バスケットの破棄の確認
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_NO,キャンセル
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_YES,破棄
TID_COUNTY_FAIR_DISCARD_CRATE_POPUP_DESCRIPTION,このバスケットを破棄しますか？
TID_COUNTY_FAIR_TOOLTIP_TITLE,アイテムを配達すると獲得：
TID_COUNTY_FAIR_TOOLTIP_DELIVER_BUTTON,配達
TID_COUNTY_FAIR_DAILY_REWARDS_TITLE,本日の報酬
TID_COUNTY_FAIR_DAILY_REWARDS_RESET_TIMER,本日の報酬のリセットまで：<TIME>
TID_COUNTY_FAIR_ENDS_IN,終了まで：<TIME>
TID_COUNTY_FAIR_DAY_TEXT,<DAY>日目（全<DAY_COUNT>日）
TID_COUNTY_FAIR_NEXT_CRATE_IN_TIME,次まで：
TID_COUNTY_FAIR_REWARD_ALREADY_CLAIMED,この報酬は回収済みです
TID_COUNTY_FAIR_REWARD_NOT_ENOUGH_POINTS,この報酬をアンロックするにはリボンがもっと必要です
TID_ANIMAL_ACCESSORY_HAT_BUCKET_EASTER,ニンジンの帽子
TID_COUNTY_FAIR_LUCKY_BONUS_TICKET,ラッキーボーナスチケット
TID_COUNTY_FAIR_LUCKY_BONUS_TICKET_DESCRIPTION,このチケットがあるとラッキーボーナスのゲームをプレイできます！
TID_COUNTY_FAIR_RIBBON,リボン
TID_COUNTY_FAIR_RIBBON_DESCRIPTION,リボンを集めてカウンティーフェアのイベントを進めましょう。
TID_COUNTY_FAIR_PLAY_LUCKY_BONUS_BUTTON,ボーナスをプレイ
TID_KNITSTREAK_REFILL_BUTTON,修復
TID_COUNTY_FAIR_STREAK_POPUP_HEADER,カウンティーフェアのカレンダー
TID_COUNTY_FAIR_STREAK_POPUP_TEXT,毎日バスケットをいっぱいにしてスタンプを押し、特別な報酬を受け取りましょう！
TID_COUNTY_FAIR_STREAK_POPUP_REVIVE_STREAK_BUTTON,修復
TID_COUNTY_FAIR_DAY_ITEM_RIBBONS_REQUIRED,必要な数：
TID_COUNTY_FAIR_DAY_ITEM_TODAY,今日
TID_COUNTY_FAIR_REWARDS_POPUP_HEADER,カウンティーフェアの報酬
TID_COUNTY_FAIR_REWARDS_DAY_ITEM_DAY,日数
TID_COUNTY_FAIR_STREAK_POPUP_REWARDS,報酬
TID_COUNTY_FAIR_STREAK_POPUP_INFO_1,必要な数のリボンを集めて、カウンティーフェアのスタンプを毎日押しましょう。
TID_COUNTY_FAIR_STREAK_POPUP_INFO_2,カウンティーフェアのカレンダーを埋めて、特別なイベント報酬を受け取りましょう。
TID_COUNTY_FAIR_STREAK_POPUP_INFO_3,ダイヤモンドを使用すれば、スタンプを逃した日にもスタンプを押すことができます。逃したスタンプは、カウンティーフェアのイベント終了時にも押すことができます。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_HEADER,カウンティーフェアの仕組み
TID_COUNTY_FAIR_EVENT_INFO_POPUP_DESCRIPTION,バスケットを破棄すると、クールダウン後に新しいバスケットが現れます。更新される前に本日の報酬のバーをいっぱいにしましょう。報酬は、必要な数のリボンを集めると自動的に回収されます。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_CRATE,バスケットをいっぱいにするとリボンを入手します。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_DAILY_PROGRESS_BAR,リボンでバーをいっぱいにすると本日の報酬を獲得できます。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_SYSTEM,毎日プレイしてスタンプを押し、特別な報酬を受け取りましょう。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_EXP_AND_CASH,バスケットをいっぱいにすると経験値とコインを獲得します。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_THRESHOLD,リボンを集めて、ラッキーボーナスチケットを受け取りましょう。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_RANDOM,バスケットをいっぱいにすると、ラッキーボーナスチケットが手に入る場合もあります。
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_VISIBLE,特定のバスケットをいっぱいにすると、ラッキーボーナスチケットが手に入ります。
TID_ESSENTIALS_OIL_LAB,精油メーカー
TID_ESSENTIALS_OIL_LAB_DESCRIPTION,精油を作れます
TID_PRODUCT_ESSENTIAL_OIL_LEMON,レモン精油
TID_PRODUCT_ESSENTIAL_OIL_MINT,ミント精油
TID_PRODUCT_ESSENTIAL_OIL_GINGER,ジンジャー精油
TID_ESSENTIALS_OIL_LAB_PRODUCT_DESCRIPTION,精油メーカーで作れます
TID_OSTRICH_HOUSE,ダチョウの巣
TID_OSTRICH_HOUSE_SHOP_DESCRIPTION,<CAPACITY>羽のダチョウが暮らせます
TID_OSTRICH1,灰色のダチョウ
TID_OSTRICH2,茶色のダチョウ
TID_EASTER_EGG1_24,チョコレートの牛
TID_EASTER_EGG2_24,チョコレートのニワトリ
TID_EASTER_EGG3_24,チョコレートのブタ
TID_EASTER_EGG4_24,チョコレートのヤギ
TID_COUNTY_FAIR_STATS_BONUS_GAMES_EARNED,ラッキーボーナス
TID_COUNTY_FAIR_STATS_XP_EARNED,獲得経験値
TID_COUNTY_FAIR_STATS_COINS_EARNED,獲得コイン
TID_COUNTY_FAIR_STATS_RIBBONS_EARNED,獲得リボン
TID_COUNTY_FAIR_STATS_DELIVERIES_COMPLETED,完了した配達
TID_COUNTY_FAIR_ENDED_STREAK_COMPLETE_MESSAGE,カウンティーフェアのカレンダーが埋まりました！
TID_COUNTY_FAIR_ENDED_STREAK_NOT_COMPLETE_MESSAGE,カウンティーフェアのカレンダーが埋まりませんでした！スタンプを押しなおして、特別なイベント報酬をアンロックしましょう。
TID_COUNTY_FAIR_ENDED_REWARDS_BUTTON,報酬一覧
TID_COUNTY_FAIR_ENDED_BONUS_LEFT,残りのラッキーボーナスチケット：<NUM>
TID_COUNTY_FAIR_ENDED_BANNER_HEADER,カウンティーフェアが終了！
TID_COUNTY_FAIR_TODAYS_BONUS_TICKETS,今日のボーナス：<NUM>/<MAX>
TID_DAILY_TASKS_NEW_WEEKLY,次の今週のお仕事まで：
TID_DAILY_TASKS_MONTH_ENDS_IN,報酬ロードの更新まで：<TIME>
TID_CHOCOBUNNY_TRUCKS_EXCHANGE_DESCRIPTION,イースターイベントの特別アイテムです。特別なトラックのお仕事を完了して、どんどん集めましょう！集めたチョコレートバニーは、特別イベントのカタログギフトと交換できます。
TID_CHOCOBUNNY_BOATS_EXCHANGE_DESCRIPTION,イースターイベントの特別アイテムです。特別な船のお仕事を完了して、どんどん集めましょう！集めたチョコレートバニーは、特別イベントのカタログギフトと交換できます。
TID_MISTLETOE_TRUCKS_EXCHANGE_DESCRIPTION,ホリデーイベントの特別アイテムです。トラックのお仕事を完了して、どんどん集めましょう！集めた特別アイテムは、イベントのカタログギフトと交換できます。
TID_MISTLETOE_BOATS_EXCHANGE_DESCRIPTION,ホリデーイベントの特別アイテムです。船のお仕事を完了して、どんどん集めましょう！集めた特別アイテムは、イベントのカタログギフトと交換できます。
TID_EVENT_CATALOG_CONFIRMATION_TITLE,トレードを確認
TID_EVENT_CATALOG_CONFIRMATION_BUTTON,報酬を受け取る
TID_EVENT_CATALOG_NEED_MORE_RESOURCES_CANT_BUY_TEXT,トレードを完了するには、足りない資源を入手してください。
TID_COUNTY_FAIR_NOTIFICATION_EVENT_ENDED_GENERIC,カウンティーフェアが終了しました！
TID_COUNTY_FAIR_NOTIFICATION_DAILY_STREAK_ACHIEVED,カウンティーフェアのカレンダースタンプを押しました！
TID_COUNTY_FAIR_NOTIFICATION_EVENT_STREAK_ACHIEVED,カウンティーフェアのカレンダーが埋まりました！
TID_VOUCHERS_NOTE,お持ちのチケットはこちらで確認できます！
TID_DAILY_TASKS_CLAIM_REWARDS,報酬を回収
TID_DAILY_TASKS_DAILY_TASK_TOOLTIP_TITLE,今日のお仕事
TID_DAILY_TASKS_WEEKLY_TASK_TOOLTIP_TITLE,今週のお仕事
TID_STREAK_TASK_VALLEY_FUEL_SPIN_ONE,渓谷で燃料ルーレットを1回まわす
TID_STREAK_TASK_VALLEY_FUEL_SPIN,渓谷で燃料ルーレットを<NUMBER>回まわす
TID_STREAK_TASK_VALLEY_DAILY_QUESTS_ONE,渓谷でデイリークエストを1個完了する
TID_STREAK_TASK_VALLEY_DAILY_QUESTS,渓谷でデイリークエストを<NUMBER>個完了する
TID_STREAK_TASK_VALLEY_REQUEST_ONE,渓谷でリクエストを1個完了する
TID_STREAK_TASK_VALLEY_REQUEST,渓谷でリクエストを<NUMBER>個完了する
TID_DAILY_TASKS_OPEN_UNCLAIMED_CHEST_FIRST,まず未回収の宝箱を開けてください！
TID_DAILY_TASKS_KNITSTREAK_INFO,編み物の連続記録は、今日のお仕事を途切れることなくクリアし続けた日数です。
TID_DAILY_TASKS_KNITSTREAK_DAYS,日
TID_DAILY_TASKS_KNITSTREAK_DAY,日
TID_KNITSTREAK_MISSED_DAYS,編み物の連続記録が途切れました！パッチを<NUM>個使って修復しますか？
TID_KNITSTREAK_WALLET_YOU_HAVE,パッチを<NUM>個持っています
TID_KNITSTREAK_WALLET_MAX,購入数の上限：<NUM>
TID_STREAK_TASK_WEEKLY_COINS,コインを<NUMBER>枚獲得する
TID_STREAK_TASK_WEEKLY_EXP,経験値を<NUMBER>ポイント獲得する
TID_STREAK_TASK_WEEKLY_HARVEST,作物を<NUMBER>個収穫する
TID_STREAK_TASK_VALLEY_SPEND_FUEL,渓谷で燃料を<NUMBER>個消費する
TID_STREAK_TASK_DAILY_CHOP_TREE_ONE,木を1本切る
TID_STREAK_TASK_DAILY_CHOP_TREE,木を<NUMBER>本切る
TID_STREAK_TASK_WEEKLY_FP_POINTS,農場パスポイントを<NUMBER>ポイント集める
TID_STREAK_TASK_WEEKLY_DAILY_TASKS,今日のお仕事を<NUMBER>件完了する
TID_KNITSTREAK_TUTORIAL_DAYS,25
TID_KNITSTREAK_TUTORIAL_PATCHES,9
TID_DAILY_TASKS_MISSED_DAYS_OVER_MAX,編み物の連続記録が<MISSED>日間途切れています。<MAX_MISSED>日以上途切れると修復できなくなり、記録がリセットされます。
TID_KNITSTREAK_TUTORIAL_8,パッチスタッシュをタップして、さらにパッチを手に入れましょう。
TID_DAILY_TASKS_COMING_SOON,レベル<LEVEL>で今日のお仕事がアンロックされます！
TID_DAILY_TASKS_TOOLTIP_MYSTERY_BOX_TITLE,ミステリーボックス
TID_DAILY_TASKS_TOOLTIP_BIG_MYSTERY_BOX_TITLE,大きなミステリーボックス
TID_DAILY_TASKS_TOOLTIP_REWARD_CLAIMED,報酬は回収済みです
TID_STREAK_TASK_USE_MINE_ONE,鉱山で鉱石を1回採掘する
TID_STREAK_TASK_USE_MINE,鉱山で鉱石を<NUMBER>回採掘する
TID_STREAK_TASK_CLEAR_ROCK_ONE,岩を取り除く
TID_STREAK_TASK_CLEAR_ROCK,岩を<NUMBER>個取り除く
TID_STREAK_TASK_DRAIN_SWAMP_ONE,沼を取り除く
TID_STREAK_TASK_DRAIN_SWAMP,沼を<NUMBER>個取り除く
TID_DECO_DUCK_FISHING,アヒル釣り
TID_STREAK_TASK_MONTH_CHANGED,新しい月がスタート！
TID_ANIMAL_ACCESSORY_HAT_GOLDENWEEK_FLOWER,花の帽子
TID_DECO_MEDITERRANEAN_SPOUTER,地中海の水飲み場
TID_DECO_MEDITERRANEAN_WELL,地中海の井戸
TID_DECO_MEDITERRANEAN_WATERMILL,地中海の水車
TID_DECO_MEDITERRANEAN_FOUNTAIN,地中海の噴水
TID_DECO_MEDITERRANEAN_SPA,地中海の浴場
TID_DECO_GARDENING_WORKSPACE,庭仕事の作業台
TID_DECO_SAMURAI_HELMET,武士の兜
TID_DECO_FESTIVAL_BUS,お祭りのバス
TID_DECO_WISTERIA_BRIDGE,藤の咲く橋
TID_DECO_JOYFUL_STROLLERS,お散歩日和
TID_DECO_FLOWER_SHRINE,花の神社
TID_DECO_FISH_KITE,鯉のぼり
TID_DECO_KOTO_DRUMMER,太鼓奏者
TID_DECO_WISH_BOARD,絵馬の奉納所
TID_DECO_KOI_FENCE,鯉のフェンス
TID_DECO_FISH_PATH,魚のタイル
TID_DECO_MIXED_FLOWERS,色とりどりの花壇
TID_DECO_HUMMINGBIRD_FEEDER,ハチドリのエサ台
TID_DECO_STONEMASONS_PATH,石工のタイル
TID_DECO_SPRING_BUTTERFLY,春のチョウ
TID_DECO_SPRING_CATERPILLAR,春のイモ虫
TID_DECO_SPRING_CATS,春のネコ
TID_DECO_HONEYCOMB_PATH,巣蜜のタイル
TID_DECO_GARDENER_GNOME,庭仕事ノーム
TID_DECO_GARDENERS_SHED,庭用の小屋
TID_DECO_GARDENERS_PERGOLA,庭用のパーゴラ
TID_DECO_TULIP_PATCH,チューリップの花
TID_DECO_GREENHOUSE,温室
TID_DECO_VINE_TRELLIS,ツタのフェンス
TID_DECO_LEAD_SINGER,メインボーカル
TID_DECO_BAND_POSTER,バンドのポスター
TID_DECO_GUITARIST,ギター奏者
TID_DECO_IDOLS,憧れのロックスター
TID_DECO_DO_THE_TWIST,ツイストダンサー
TID_DECO_DRUMMER,ドラマー
TID_DECO_MEET_AND_GREET,ファン交流会
TID_DECO_BILLBOARD,会場の看板
TID_DECO_CHECKERED_PATH,チェックタイル
TID_DECO_VELVET_ROPE_FENCE,ベルベットロープ
TID_DECO_STICKER_BOOK_SEASON_ENDS_IN,コレクションシーズン終了まで：<TIME>
TID_DECO_STICKER_BOOK_BIRTHDAY_2024_COLLECTION,ロックンロール・バースデー
TID_DECO_STICKER_BOOK_COVER_TITLE,<NAME>のデコレーションコレクション
TID_DECO_STICKER_BOOK_COLLECTION_COMPLETE,コレクション完成！
TID_DECO_STICKER_BOOK_COLLECTED_COUNT,集めた数：<COUNT>/<MAX>
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_TITLE,コレクション報酬
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_DECO_TEXT,このデコレーションは、シーズン終了までにコレクションのデコレーションをすべて入手すると獲得できます！
TID_DECO_STICKER_BOOK_MILESTONE_REWARD_TOOLTIP_DECO_TEXT,このデコレーションは、シーズン終了までにコレクションのデコレーションを<NUMBER>個入手すると獲得できます！
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_NON_DECO_TEXT,この報酬は、シーズン終了までにコレクションのデコレーションをすべて入手すると獲得できます！
TID_DECO_STICKER_BOOK_MILESTONE_REWARD_TOOLTIP_NON_DECO_TEXT,この報酬は、シーズン終了までにコレクションのデコレーションを<NUMBER>個入手すると獲得できます！
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_COLLECTED_TEXT,デコレーションを入手しました！
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_NOT_AVAILABLE_TEXT,このデコレーションはもう入手できません。
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_AVAILABLE_TIME_TEXT,入手可能期間：<TIME>
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS,農場パス
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS_AVAILABLE,このデコレーションは農場パスで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS_NOT_YET_AVAILABLE,このデコレーションは農場パスで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT,お仕事イベント
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT_AVAILABLE,このデコレーションはお仕事イベントで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT_NOT_YET_AVAILABLE,このデコレーションはお仕事イベントで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR,カウンティーフェア
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR_AVAILABLE,このデコレーションはカウンティーフェアイベントで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR_NOT_YET_AVAILABLE,このデコレーションはカウンティーフェアイベントで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER,ショップセール
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER_AVAILABLE,このデコレーションはショップセールで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER_NOT_YET_AVAILABLE,このデコレーションはショップセールで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER,期間限定セール
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER_AVAILABLE,このデコレーションは期間限定セールで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER_NOT_YET_AVAILABLE,このデコレーションは期間限定セールで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP,デコレーションショップ
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP_AVAILABLE,このデコレーションはデコレーションショップで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP_NOT_YET_AVAILABLE,このデコレーションはデコレーションショップで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE,イベントカタログ
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE_AVAILABLE,このデコレーションはイベントカタログで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE_NOT_YET_AVAILABLE,このデコレーションはイベントカタログで入手可能になります。
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT,協力イベント
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_AVAILABLE,このデコレーションは協力イベントで入手可能です。
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_NOT_YET_AVAILABLE,このデコレーションは協力イベントで入手可能になります。
TID_DECO_STICKER_BOOK_COMING_SOON,デコレーションブックはレベル<LEVEL>でアンロックされます
TID_DECO_STICKER_BOOK_REWARD_ALREADY_CLAIMED,この報酬は入手済みです！
TID_DECO_STICKER_BOOK_MILESTONE_REACHED,報酬が獲得可能です！
TID_DECO_STICKER_BOOK_SEASONAL_CURRENCY_REWARD_DESC,未回収の通貨は、シーズン終了時にコインに変換されます。
TID_YARN_POINT,毛糸ポイント
TID_YARN_POINT_DESCRIPTION,毛糸ポイントは今日のお仕事で獲得できます
TID_DECO_SHOP_FILTER_HEADER,絞り込み
TID_DECO_CAT_NEW_DECO_SHOP_DERBY,ダービー
TID_DECO_CAT_NEW_DECO_SHOP_VALLEY,渓谷
TID_DECO_CAT_NEW_DECO_SHOP_FARM_PASS,農場パス
TID_DECO_CAT_NEW_DECO_SHOP_ALL,すべて
TID_DECO_CAT_NEW_DECO_SHOP_NOT_IN_STORAGE,ショップ全体
TID_ANIMAL_ACCESSORY_HAT_ROCKNROLL_WIG,ロカビリーのカツラ
TID_NEW_DECO_SHOP_HEADER_ALL_DECORATION,デコレーション一覧
TID_NEW_DECO_SHOP_HEADER_STORAGE,デコレーション保管庫
TID_NEW_DECO_SHOP_HEADER_SEASONAL,シーズンデコレーション
TID_THEME_CHINESE_NEW_YEAR,旧正月
TID_THEME_VALENTINES,バレンタイン
TID_THEME_EASTER,イースター
TID_THEME_SUMMER,夏
TID_THEME_HALLOWEEN,ハロウィン
TID_THEME_AUTUMN,秋
TID_THEME_WINTER,冬
TID_THEME_CHRISTMAS,クリスマス
TID_THEME_NEW_YEAR,新年
TID_THEME_RAMADAN,ラマダン
TID_ANIMAL_ACCESSORY_HAT_SQUAD_WIZARD,魔法使いの帽子
TID_DECO_SQUAD_COLLABORATION,スーパーグレッグ像
TID_DECO_STICKER_BOOK_TUTORIAL_TITLE,コレクションの仕組み
TID_DECO_STICKER_BOOK_TUTORIAL_1,デコレーションコレクションが新しく登場したら確認しましょう。
TID_DECO_STICKER_BOOK_TUTORIAL_2,対象のデコレーションをすべて手に入れて、コレクションを完成させましょう。
TID_DECO_STICKER_BOOK_TUTORIAL_3,コレクションを完成させると、コレクション報酬がアンロックされます。
TID_DECO_STICKER_BOOK_TUTORIAL_4,期間限定のデコレーションもあるのでお見逃しなく！
TID_FARM_PASS_EARLY_BIRD_PASS_NAME,早割り農場パスセット
TID_FARM_PASS_EARLY_BIRD_SILO_CAPACITY,シーズン終了までサイロの容量 +<NUM>
TID_FARM_PASS_EARLY_BIRD_WAREHOUSE_CAPACITY,シーズン終了まで納屋の容量 +<NUM>
TID_COUNTY_FAIR_INSTRUCTIONS_DAILY_LIMIT_REACHED,引き続き、カウンティーフェアのバスケットにアイテムを詰めて、経験値とコインを稼ぎましょう。
TID_FARM_PASS_EARLY_BIRD_BANNER,早割りセット！
TID_DECO_STICKER_BOOK_COLLECTION_INFO_TITLE,対象のデコレーション
TID_DECO_STICKER_BOOK_ALL_COLLECTIONS_INFO_TITLE,すべてのコレクション
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_COMPLETE,完成したコレクション
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_UPCOMING,次のコレクション
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_ACTIVE,収集中のコレクション
