TID,SV
TID_PEANUTS,Jordnötter
TID_PEANUTS_DESCRIPTION,Samla in från ekorrträdet
TID_SQUIRREL_HOUSE,Ekorrhus
TID_DERBY_BUNNY_DERBY_BUNNY_TOOLTIP_ALREADY_CAUGHT_SUMMARY_TEXT,Du fångade kaninen! Det kan dyka upp fler kaniner senare.\n\nSammanlagt <COUNT>/<MAX> kaniner infångade.
TID_DERBY_BUNNY_DERBY_BUNNY_TOOLTIP_MAX_BUNNIES_SUMMARY_TEXT,Slutför <NUMBER> kaninuppdrag för att fånga kaninen!\n\nSammanlagt <COUNT>/<MAX> kaniner infångade.
TID_POP_GIFT_BOX_TOOLTIP_TITLE,Pop-låda
TID_POP_GIFT_BOX_TOOLTIP_TEXT,Samla in och besök Hay Day Pop för att hämta den här lådan
TID_POP_PROMO_COMING_SOON,Nå nivå <LEVEL> för att låsa upp Pop-lådor!
TID_POP_PROMO_UNLOCKED_TITLE,Pop-lådor
TID_POP_PROMO_LOCKED_TITLE,Hay Day Pop är här!
TID_POP_PROMO_UNLOCKED_INFO_TEXT,Spela Hay Day Pop för att få Pop-lådor!
TID_POP_PROMO_LOCKED_INFO_DESCRIPTION,Koppla dina gårdar i Hay Day och Hay Day Pop till ditt Supercell-ID för att få extra belöningar!
TID_POP_PROMO_UNLOCKED_INFO_DESCRIPTION,"Du kan hitta Pop-lådor i dalen, derbyt, hemliga lådor, samt bil- och båtbeställningar. Koppla din Hay Day Pop-gård till ditt Supercell-ID för att lägga beslag på dem!"
TID_POP_PROMO_UNLOCKED_INFO_TROUBLE_TOOLTIP_TITLE,Problem med lådorna?
TID_POP_PROMO_UNLOCKED_INFO_TROUBLE_TOOLTIP_TEXT,Kolla in handledningen!
TID_POP_PROMO_POP_BOX_INVENTORY_TEXT,<COUNT>/<MAX>
TID_POP_PROMO_HD_BOX_INVENTORY_DESCIPTION,Veckans belöningar i Hay Day Pop:
TID_POP_PROMO_HD_BOX_INVENTORY_TEXT,<COUNT>/<MAX>
TID_POP_PROMO_UNLOCKED_CLAIM_BUTTON,Hämta
TID_POP_PROMO_UNLOCKED_REWARD_CLAIMED_AMOUNT,<COUNT>x
TID_POP_PROMO_UNLOCKED_REWARD_CLAIMED_TEXT,Hämtad
TID_POP_GIFT_BOX,Pop-låda
TID_POP_GIFT_BOX_DESCRIPTION,Spela Hay Day Pop för att få Pop-lådor
TID_POP_REWARD_BOX,HD-låda
TID_POP_REWARD_BOX_DESCRIPTION,Spela Hay Day Pop för att få HD-lådor
TID_POP_PROMO_POP_BOX_CAPACITY,Pop-lådor: <COUNT>/<MAX>
TID_POP_PROMO_HD_BOX_CAPACITY,HD-lådor: <COUNT>/<MAX>
TID_POP_PROMO_REWARD_CLAIM_BUTTON,OK
TID_POP_PROMO_REWARD_CLAIM_INFO_TEXT,Insamlade HD-lådor den här veckan: <COUNT>/<MAX>
TID_POP_PROMO_REWARD_WEEKLY_LIMIT,Du kan inte samla in fler HD-lådor den här veckan! Veckogränsen nollställs om <TIME>
TID_POP_PROMO_REWARD_PLAY_POP_TO_COLLECT_HD_BOXES,Spela Hay Day Pop för att samla in fler HD-lådor!
TID_POP_PROMO_INSTALL_TEXT,Ladda ner Hay Day Pop och få fina belöningar i HD-lådor!
TID_POP_PROMO_INSTALL_BUTTON,Skaffa Hay Day Pop
TID_POP_PROMO_LOCKED_POP_BOX_FLOATER_TEXT,Samla in Pop-lådor i Hay Day och hämta dem i Hay Day Pop!
TID_POP_PROMO_LOCKED_NOTICE_TEXT,Har du fler än en gård? Kontrollerat att du är på rätt gård när du kopplar till ditt Supercell ID!
TID_POP_PROMO_UNLOCKED_NOTICE_TEXT,Tryck på infoknappen om du vill veta mer!
TID_POP_PROMO_UNLOCKED_POP_BOX_FLOATER_TEXT,Du har samlat in <COUNT>/<MAX> Pop-lådor den här veckan. Veckogränsen nollställs om <TIME>
TID_POP_PROMO_UNLOCKED_INVENTORY_RESETS_IN_TEXT,Veckogränsen nollställs om <TIME>
TID_POP_PROMO_LOCKED_CONNECT_TO_SCID,Koppla till Supercell-ID för att hämta HD-lådor!
TID_POP_PROMO_INSTALL_POP_BUTTON,Skaffa Hay Day Pop
TID_POP_PROMO_INSTALL_CONNECT_SCID_FIRST_TEXT,Ladda ner Hay Day Pop och koppla dina gårdar till ditt Supercell-ID för att få extra belöningar!
TID_POP_PROMO_INSTALL_POP_TEXT,Ladda ner Hay Day Pop nu och koppla spelet till ditt Supercell-ID för att få extra belöningar!
TID_POP_PROMO_INSTALL_UNLOCKED_NOTICE_TEXT,Tryck på infoknappen om du vill veta mer!
TID_POP_PROMO_INSTALL_LOCKED_NOTICE_TEXT,Har du fler än en gård? Kontrollera att du är på rätt gård när du kopplar till ditt Supercell-ID!
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_TOOLTIP,<BUILDING> har nu <PARAM> ekorrhus.
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_DESCRIPTION,Samla oskalade jordnötter för att få stjärnor och skaffa fler ekorrhus!
TID_SQUIRREL_GATHERER_MASTERY_INFO_POPUP_PROGRESS,<COUNT>/<COUNT_LIMIT> oskalade jordnötter
TID_SQUIRREL_GATHERER_MASTERY_STAR_GAIN_POPUP_DESCRIPTION,Du har nu <PARAM> ekorrhus i ditt <BUILDING>. Köp nya ekorrar i butiken.
TID_SQUIRREL_GATHERER_SHOP_DESCRIPTION,Samlar in oskalade jordnötter
TID_SQUIRREL_GATHERER_HABITAT_HUD_BUTTON_TOOLTIP,Fler oskalade jordnötter behövs
TID_DECO_POP_PROMO,Hay Day Pop-staty
TID_DECO_POP_PROMO_DESCRIPTION,En unik Hay Day Pop-prydnad
TID_BUY_DIAMONDS_CANNOT_PURCHASE,Köpet misslyckades. Försök igen senare.
TID_ACHIEVEMENT_SQUIRRELS,Lurviga vänner
TID_ACHIEVEMENT_SQUIRRELS_DESCRIPTION,Ha <NUMBER> ekorrar
TID_ACHIEVEMENT_PEANUTS,Knäck nöten!
TID_ACHIEVEMENT_PEANUTS_DESCRIPTION,Skörda <NUMBER> jordnötter
TID_DECO_SHEEPBALLOON,Fårballong
TID_DECO_BUTTERFLYBALLOONS,Fjärilsballonger
TID_DECO_BIRTHDAYBENCH,Födelsedagsbänk
TID_DECO_BIRTHDAYTENT,Födelsedagstält
TID_PRODUCT_BACONFRIES,Baconpommes
TID_PRODUCT_CHILIPOPPERS,Friterad chili
TID_PRODUCT_HANDPIES,Handgjord paj
TID_PRODUCT_JELLYSANDWICH,Macka med jordnötssmör och sylt
TID_CANDIED_PEANUTS,Honungsrostade jordnötter
TID_PRODUCT_PEANUT_NOODLE,Jordnötsnudlar
TID_DEEP_FRYER,Fritös
TID_DEEP_FRYER_PRODUCT_DESCRIPTION,Tillagas i fritösen
TID_DEEP_FRYER_DESCRIPTION,Friterar saker
TID_ADVANCED_EVENT_TOOLTIP,Nå detta personliga evenemangsmål för att få bonusbelöningar!
TID_TOP_RIGHT_HUD_COMBO_TASK_PROGRESS_TOOLTIP,Slutför inom <TIME LEFT> för att få <RACE POINTS> derbypoäng!
TID_PEANUT_PODS,Oskalade jordnötter
TID_DECO_JOSHUA_TREE,Yuccapalm
TID_DECO_SAVANNAH_GRASS,Savanngräs
TID_DECO_PINEAPPLE_LILY,Tofslilja
TID_DECO_WATERING_HOLE,Vattenhål
TID_DECO_POP_PROMO_LOCKED,Ladda ner Hay Day Pop och koppla spelet till Supercell-ID för att låsa upp!
TID_POP_PROMO_DECO_DELIVERY_TITLE,Ny prydnad!
TID_POP_PROMO_DECO_DELIVERY_TEXT,Tack för att du spelar Hay Day och Hay Day Pop! Här får du en ny prydnad. Ha det det så kul!
TID_MODULAR_PEDESTAL,Piedestalprydnad
TID_CUSTOM_DECORATIONS_OPTIONS_CLASSIC,Klassisk
TID_CUSTOM_DECORATIONS_OPTIONS_FLORAL,Blommig
TID_CUSTOM_DECORATIONS_OPTIONS_RUSTIC,Rustik
TID_CUSTOM_DECORATIONS_OPTIONS_DAISIES,Prästkragar
TID_CUSTOM_DECORATIONS_OPTIONS_LILACS,Syrener
TID_CUSTOM_DECORATIONS_OPTIONS_TULIPS,Tulpaner
TID_CUSTOM_DECORATIONS_OPTIONS_METAL,Metall
TID_CUSTOM_DECORATIONS_OPTIONS_VASE,Vas
TID_CUSTOM_DECORATIONS_OPTIONS_BIRDBATH,Fågelbad
TID_CUSTOM_DECORATIONS_OPTIONS_MONKEY,Apa
TID_ZEBRA_CALF1,Brun zebraunge
TID_ZEBRA_CALF2,Grå zebraunge
TID_ZEBRA_CALF1_DESCRIPTION,Mata för att samla poäng
TID_ZEBRA_CALF2_DESCRIPTION,Mata för att samla poäng
TID_DECO_SHIPWRECK,Skeppsvrak
TID_DECO_WAVY_BUSH,Vågig buske
TID_DECO_HAMMOCK,Hammock
TID_DECO_FISH_FENCE,Fiskstaket
TID_DECO_PINECONES,Tallkottar
TID_NOTIFICATION_PEANUTS_READY,Jordnötterna kan nu samlas in!
TID_FARM_POINT,Passpoäng
TID_FARM_POINT_DESCRIPTION,Klara passmål för att få passpoäng!
TID_FARM_PASS_TAB_TASKS,Mål
TID_FARM_PASS_TAB_REWARDS,Passväg
TID_FARM_PASS_TAB_PERKS,Förmåner
TID_FARM_PASS_SEASON_INFO_TOOLTIP_TITLE,Säsongstid
TID_FARM_PASS_SEASON_INFO_TOOLTIP_TEXT,Säsongen slutar om <TIME>
TID_FARM_PASS_SEASON_INFO_TOOLTIP_SEASON_OVER_TEXT,Säsongen är slut. Kom tillbaka när nästa börjar!
TID_FARM_PASS_INFO_TITLE1,Välkommen till gårdspasset!
TID_FARM_PASS_INFO_TITLE2,Så deltar du
TID_FARM_PASS_INFO_TITLE3,Passmål
TID_FARM_PASS_INFO_TITLE4,Belöningar
TID_FARM_PASS_INFO_TITLE5,Förmåner
TID_FARM_PASS_INFO_TITLE6,Hattar
TID_FARM_PASS_INFO_TITLE7,Samla kycklingar
TID_FARM_PASS_INFO_TITLE8,Ännu mer av gårdspasset!
TID_FARM_PASS_INFO_PAGE1,"Gårdspasset ger dig extrabelöningar och roliga förmåner som förbättrar spelet! Klara mål för att få passpoäng och se kycklingen gå längs vägen mot dina belöningar. Vissa mål byts dagligen medan andra varar hela säsongen! En gårdspassäsong varar under en månad, från första till sista dagen i månaden.\n\nBelöningarna varierar mellan säsonger och kan vara allt från samlarföremål och roliga förmåner till exklusiva accessoarer att klä ut dina djur med!"
TID_FARM_PASS_INFO_PAGE2,Alla kan vara med på det roliga genom att klara mål och samla belöningar från gratisvägen. För att få belöningarna för gårdspasset måste du däremot betala för gårdspasset.
TID_FARM_PASS_INFO_PAGE3,"Varje dag får du tre enkla passmål att klara för att få passpoäng. De byts varje dag, så skynda dig!\n\nDessutom finns det större säsongsmål, som du kan klara på egen hand så länge säsongen varar. Om du klarar dem får du ännu fler passpoäng. Nya säsongsmål läggs till varje vecka."
TID_FARM_PASS_INFO_PAGE3_SAMPLE_DAILY_TASK,Slutför en varubilsbeställning
TID_FARM_PASS_INFO_PAGE3_SAMPLE_DAILY_TASK_COUNT,1/1
TID_FARM_PASS_INFO_PAGE3_SAMPLE_ACTIVE_TASK,Mata 3 vuxna katter
TID_FARM_PASS_INFO_PAGE3_SAMPLE_ACTIVE_TASK_COUNT,0/3
TID_FARM_PASS_INFO_PAGE3_SAMPLE_ACTIVE_POINTS_COUNT,50
TID_FARM_PASS_INFO_PAGE4,"Belöningsvägen är indelad så att belöningarna i nedre halvan är gratis för alla, medan de i övre halvan är för de som köpt gårdspasset. När du köper gårdspasset får du tillgång till alla säsongens belöningar, förutsatt att du klarar tillräckligt många mål. Bland belöningarna ingår samlarföremål, XP, mynt och förmåner.\n\n"
TID_FARM_PASS_INFO_PAGE5,"Förmåner förbättrar din spelupplevelse. Ta reda på vad olika förmåner gör under fliken Förmåner, eller genom att trycka på dem på belöningsvägen.\n\nDe flesta förmåner är aktiva under hela säsongen medan andra är engångsbelöningar. För vissa förmåner får du välja mellan flera olika alternativ.\n\n"
TID_FARM_PASS_INFO_PAGE6,Dessutom så ger varje säsong dig en exklusiv accessoar som du kan klä ut dina djur med. Du får behålla de här accessoarerna för evigt och kan klä ut så många djur du vill i dem!
TID_FARM_PASS_INFO_PAGE7,I början av varje gårdspassäsong rymmer de busiga små kycklingarna. Det är upp till dig att få tillbaka dem genom att komma ikapp dem på gårdspassvägen.
TID_FARM_PASS_INFO_PAGE7_PART2,Allt du behöver göra är att klara passmål som flyttar fram din kyckling. Vissa kycklingar hittar du hos gratisbelöningarna och andra hos gårdspassbelöningarna.\n\nKycklingarna du hittar håller till vid passbyggnaden fram tills nästa säsong börjar. Sedan rymmer de igen!
TID_FARM_PASS_INFO_PAGE8,För de bönder som är sugna på en utmaning finns det ännu mer gårdspass!
TID_FARM_PASS_INFO_PAGE8_PART2,När du är klar med huvudvägen i gårdspasset kan du välja att fortsätta och låsa upp belöningarna i partypasset och festivalpasset!
TID_FARM_PASS_PERKTAB_SUBTEXT,Aktiva förmåner varar hela säsongen
TID_FARM_PASS_BUTTON_FARM_PASS,Gårdspass
TID_FARM_PASS_BUTTON_FREE,Gratis
TID_FARM_PASS_FREE_WHEEL_SPIN,Gratis gårdspass-\nnurr
TID_FARM_PASS_CLAIM_REWARDS_BUTTON,Tidigare belöningar
TID_FARM_PASS_HUD_TITLE,Gårdspass
TID_FARM_PASS_HUD_TIME_SEASON_OVER_TEXT,Säsongen är över!
TID_FARM_PASS_GET_PASS_BUTTON,Skaffa passet
TID_FARM_PASS_PERK_EXTRA_SLOT_GENERIC,Extra produktionsplats!
TID_FARM_PASS_PERK_EXTRA_SLOT_TAG,Extra plats för <BUILDING>
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_GENERIC,"Få 2 extra produktionsplatser för en produktionsbyggnad! Välj mellan <BUILDING1>, <BUILDING2> och <BUILDING3>."
TID_FARM_PASS_DESCRIPTION_PERK_EXTRA_SLOT_TAG,Få 2 extra platser för <BUILDING>! Gäller under hela passäsongen.
TID_FARM_PASS_PERK_NEIGHBORHOOD_GIFT_DIAMONDS,Ge bort diamanter
TID_FARM_PASS_DESCRIPTION_PERK_NEIGHBORHOOD_GIFT_DIAMONDS,Ge dina grannar diamanter!
TID_FARM_PASS_PERK_EXTRA_WHEEL_SPIN,Gratis snurr på lyckohjulet
TID_FARM_PASS_PERK_EXTRA_WHEEL_SPIN_DESC,"Få ett gratis snurr på lyckohjulet varje dag, fram till säsongens slut!"
TID_FARM_PASS_FLOATER_LEVEL_LOCKED_COLLECT_FARM_POINT_TEXT,Få ett passpoäng till för att låsa upp!
TID_FARM_PASS_FLOATER_LEVEL_LOCKED_COLLECT_FARM_POINTS_TEXT,Få <NUMBER> passpoäng till för att låsa upp!
TID_FARM_PASS_FLOATER_LEVEL_LOCKED_REWARD_COLLECT_FARM_POINT_TEXT,Få ett passpoäng till för att låsa upp den här belöningen!
TID_FARM_PASS_FLOATER_LEVEL_LOCKED_REWARD_COLLECT_FARM_POINTS_TEXT,Få <NUMBER> passpoäng till för att låsa upp den här belöningen!
TID_FARM_PASS_FLOATER_LEVEL_LOCKED_PASS_REWARD_COLLECT_FARM_POINT_TEXT,Skaffa gårdspasset och få ett passpoäng till för att låsa upp den här belöningen!
TID_FARM_PASS_FLOATER_LEVEL_LOCKED_PASS_REWARD_COLLECT_FARM_POINTS_TEXT,Skaffa gårdspasset och få <NUMBER> gårdspoäng till för att låsa upp den här belöningen!
TID_FARM_PASS_FLOATER_REWARD_ALREADY_COLLECTED_TEXT,Belöningen har redan hämtats!
TID_FARM_PASS_REWARD_AMOUNT,<COUNT>x
TID_FARM_PASS_FLOATER_COLLECT_PREVIOUS_LEVEL_REWARDS_FIRST_TEXT,Hämta tidigare belöningar först!
TID_FARM_PASS_PERKS_DIVIDER_TITLE,Andra förmåner är tillgängliga den här säsongen!
TID_FARM_PASS_PERKS_DIVIDER_DESCRIPTION,Klara passmål för att låsa upp nya fördelar längs gårdspassvägen.
TID_NEIGHBORHOOD_GIFT_CLAIM_ERROR_NOT_PART_OF_NB,Kan inte hämta gåvan. Du tillhör inte längre det här kvarteret.
TID_NEIGHBORHOOD_GIFT_CLAIM_ERROR_GIFT_EXPIRED,Kan inte hämta gåvan. Den har redan utgått eller hämtats.
TID_NEIGHBORHOOD_GIFT_CLAIM_ERROR_CHANGED_NB,Kan inte hämta gåvan. Du har bytt kvarter.
TID_NEIGHBORHOOD_GIFT_CLAIM_ERROR_ALREADY_CLAIMED,Kan inte hämta gåvan. Du har redan hämtat den här gåvan.
TID_NEIGHBORHOOD_GIFT_CLAIM_ERROR_CLAIMING_IN_PROCESS,Försöker hämta gåva...
TID_NEIGHBORHOOD_GIFT_CLAIMED_SUCCESSFULLY,Gåvan hämtades!
TID_NEIGHBORHOOD_GIFT_SENDER_MESSAGE,Du har skickat en gårdspassgåva till dina grannar!
TID_NEIGHBORHOOD_GIFT_RECEIVER_MESSAGE,\q<NAME>\q har erbjudit dig en gårdspassgåva!
TID_NEIGHBORHOOD_GIFT_CLAIMED_MESSAGE,\q<NAME>\q har erbjudit en gårdspassgåva. Du har redan hämtat din!
TID_NEIGHBORHOOD_GIFT_CLAIM_GIFT_BTN,Hämta gåva!
TID_FARM_PASS_TASK_TITLE_DAILY,Dagsmål
TID_FARM_PASS_TASK_TITLE_ACTIVE,Säsongsmål
TID_ANIMAL_ACCESSORY_HAT,Djuraccessoar
TID_ANIMAL_ACCESSORY_HAT_DESCRIPTION,Unika accessoarer till dina djur
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PINK,Rosa partyhatt
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_PURPLE,Lila partyhatt
TID_ANIMAL_ACCESSORY_HAT_BIRTHDAY_RAINBOW,Färgglad partyhatt
TID_ANIMAL_ACCESSORY_HAT_BEANIE_GREEN,Grön mössa
TID_ANIMAL_ACCESSORY_HAT_BEANIE_PURPLE,Lila mössa
TID_ANIMAL_ACCESSORY_HAT_BEANIE_HAY,Hömössa
TID_ANIMAL_ACCESSORY_HAT_BEANIE_RED,Röd mössa
TID_ANIMAL_ACCESSORY_HAT_CAP_PROPELLER,Propellerkeps
TID_ANIMAL_ACCESSORY_HAT_CAP_BASEBALL,Basebollkeps
TID_ANIMAL_ACCESSORY_HAT_CAP_POMPOM,Tofskeps
TID_ANIMAL_ACCESSORY_HAT_EMPEROR_RED,Röd kejsarhatt
TID_ANIMAL_ACCESSORY_HAT_EMPEROR_GREEN,Grön kejsarhatt
TID_ANIMAL_ACCESSORY_HAT_EMPEROR_BLUE,Blå kejsarhatt
TID_ANIMAL_ACCESSORY_HAT_SWISS_GREEN,Grön alphatt
TID_ANIMAL_ACCESSORY_HAT_SWISS_BLUE,Blå alphatt
TID_ANIMAL_ACCESSORY_HAT_SWISS_BROWN,Brun alphatt
TID_ANIMAL_ACCESSORY_HAT_SWISS_GRAY,Grå alphatt
TID_ANIMAL_ACCESSORY_HAT_COWBOY_BROWN,Brun cowboyhatt
TID_ANIMAL_ACCESSORY_HAT_COWBOY_COGNAG,Lädercowboyhatt
TID_ANIMAL_ACCESSORY_HAT_COWBOY_SAND,Sandcowboyhatt
TID_ANIMAL_ACCESSORY_HAT_COWBOY_PINK,Rosa cowboyhatt
TID_FARM_PASS_REWARD_BUNDLE_TOOLTIP_TITLE,Det här belöningspaketet innehåller:
TID_EXCLUSIVE,Exklusivt!
TID_TIME_D,<D> dagar kvar
TID_DECO_ROCKINGCHAIR,Gungstol
TID_DECO_FALLTABLE,Höstbord
TID_DECO_DARKFENCE,Mörkt staket
TID_DECO_BROOMSTICKS,Kvastar
TID_DECO_HALLOWEENALTAR,Halloweenaltare
TID_DECO_BUBBLINGCAULDRON,Bubblande kittel
TID_FARM_PASS_CHICKEN_POINTS_SIGN_TEXT,<COUNT>
TID_FARM_PASS_ACCSTAB_TITLE,Djuraccessoarer
TID_FARM_PASS_ACCSTAB_SUBTEXT,Få en ny accessoar för varje gårdspass!\nVälj en hatt först!
TID_FARM_PASS_GET_FARM_PASS_POPUP_BUTTON,Skaffa gårdspasset!
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE,Skaffa gårdspasset
TID_FARM_PASS_GET_FARM_PASS_POPUP_TITLE_GENERAL_POP_UP,Du får de här belöningarna:
TID_FARM_PASS_GET_FARM_PASS_POPUP_LEARN_MORE_BOX,Läs mer
TID_FARM_PASS_GET_FARM_PASS_POPUP_SEASON_COUNTDOWN_LABEL,Pågående säsong:
TID_FARM_PASS_COMING_SOON,Nå nivå <LEVEL> för att låsa upp gårdspasset!
TID_FARM_PASS_NEXT_EVENT_START,Nästa gårdspassäsong börjar om: <TIME>
TID_FARM_PASS_EVENT_PAUSED,Gårdspasset är pausat! Några kycklingar har sprungit bort och vi försöker hitta dem så snabbt som möjligt. Kom tillbaka senare!
TID_FARM_PASS_NO_EVENT,Kom tillbaka senare för nästa gårdspassäsong!
TID_FARM_PASS_TASK_DAILY_TIME_LEFT,Dagsmålen nollställs om:
TID_FARM_PASS_TASK_MORE_TASKS_ARRIVE_IN,Fler säsongsmål om:
TID_DERBY_AVAILABLE_TASKS_TEXT,Tillgängliga uppdrag:
TID_DERBY_AVAILABLE_TASKS_AMOUNT,<AVAILABLE_TASK> / <TOTAL_TASK>
TID_FARM_PASS_PERK_POPUP_CHOICE_BUILDING,Välj en byggnad:
TID_FARM_PASS_PERK_POPUP_EXTRA_SLOT_INFO,Den här förmånen ger den byggnad du har valt 2 extra produktionsplatser fram till säsongens slut.
TID_FARM_PASS_PERK_POPUP_TITLE,Förmån upplåst!
TID_FARM_PASS_PERK_GIFT_BUTTON,Skicka nu!
TID_FARM_PASS_PERK_ACTIVATE_BUTTON,Aktivera!
TID_FARM_PASS_ACCSTAB_SELECT_HAT_FLOATER,Välj en hatt först!
TID_FARM_PASS_PERK_INACTIVE_TEXT,Inaktiv
TID_FARM_PASS_PERK_ACTIVE_TEXT,Aktiv
TID_FARM_PASS_PERK_GIFT_INACTIVE_TEXT,Hämtad
TID_FARM_PASS_PERK_GIFT_ACTIVE_TEXT,Skickad
TID_FARM_PASS_PAUSED_TITLE,Gårdspass
TID_FARM_POINT_PROGRESS,Passpoäng: <COUNT>/<MAX>
TID_FARM_PASS_NOTIFICATION_TASK_COMPLETE,Gårdspassmål avklarat!
TID_FARM_PASS_PERK_EXTRA_BOOSTER,Extra aktiv boosterplats
TID_DECO_PRETZELCOW,Kringelko
TID_DECO_GOLDELEPHANT,Gyllene elefant
TID_DECO_USALIBERTY,Damstaty
TID_GORILLA01,Silverhårig gorilla
TID_GORILLA02,Brun gorilla
TID_GORILLA_HOUSE,Gorillahus
TID_BABY_CHICKEN,Kyckling
TID_FARMPASS_PERKTAB_PERKINFO_REQUIRES_FARMPASS,Kräver gårdspass
TID_FARMPASS_CLAIM_HAT_POPUP_TITLE,Du fick en ny hatt!
TID_FARMPASS_PERKTAB_PERKINFO_POINT_TEXT,<COUNT> passpoäng för att låsa upp
TID_FARM_PASS_TASK_EMPTY_TITLE,Alla mål har slutförts!
TID_FARM_PASS_TASK_EMPTY_INFO,Kom tillbaka om ett tag.
TID_FARM_PASS_ROAD_FINISH_TITLE,GRATTIS!
TID_FARM_PASS_ROAD_FINISH_SUBTEXT,Du slutförde den här säsongens gårdspass!
TID_FARM_PASS_ROAD_FINISH_FREE_INFO,"Skaffa gårdspasset för att få alla kvarvarande belöningar, inklusive förmånerna!"
TID_FARM_PASS_ROAD_FINISH_INFO,Njut av alla förmåner till säsongens slut!
TID_FARM_PASS_PERK_EXTRA_NEIGHBORHOOD_REQUEST,Extra kvartersförfrågningar
TID_FARM_PASS_PERK_EXTRA_NEIGHBORHOOD_REQUEST_DESC,Placera ut två kvartersförfrågningar samtidigt. Varar till säsongens slut!
TID_FARM_PASS_OFFER_HAT_TITLE,Säsongsexklusivt!
TID_FARM_PASS_OFFER_HAT_INFO,<NAME>! För alla gårdsdjur
TID_FARM_PASS_OFFER_PERKS_TITLE,Ändrar allt!
TID_FARM_PASS_OFFER_PERKS_INFO,Förbättra spelet med fantastiska förmåner!
TID_FARM_PASS_OFFER_RESOURCES_TITLE,Mängder av användbara saker!
TID_FARM_PASS_OFFER_RESOURCES_INFO,Få fantastiska resurser till din gård!
TID_DECO_TALL_ALOE_FEROX,Bitter aloe
TID_DECO_SAINTPAULIA,Afrikansk viol
TID_DECO_AFRICAN_LILY,Afrikansk lilja
TID_DECO_PINCUSHION_SHRUBS,Nåldyna
TID_FARM_PASS_PURCHASE_DISABLED_ENDOFSEASON_TEXT,Det går inte längre att köpa gårdspasset
TID_FARM_PASS_PURCHASE_SUCCESS_TEXT,Köpet lyckades
TID_FARM_PASS_ACCSTAB_GUIDETEXT,Tryck på en hatt för att välja den och tryck sedan på djuren!
TID_FARM_PASS_PERK_EXTRA_BOOSTER_DESC,Få en extra plats för aktiva boosters. Varar till säsongens slut!
TID_FARM_PASS_PERK_EXTRA_FUEL_SPIN_DESC,Få ett extra snurr på bränslehjulet varje dag. Varar till säsongens slut!
TID_FARM_PASS_PERK_EXTRA_FUEL_SPIN,Gratis snurr på bränslehjulet
TID_FARM_PASS_PERK_NEIGHBORHOOD_GIFT_NO_HOOD,Gå med i ett kvarter för att nyttja den här förmånen!
TID_FARM_PASS_TASK_PLANT_CROP,Plantera <NUMBER> st <CROP>
TID_FARM_PASS_TASK_HARVEST_CROP,Skörda <NUMBER> st <CROP>
TID_FARM_PASS_TASK_CAR_ORDER_ONE,Slutför en varubilsbeställning
TID_FARM_PASS_TASK_CAR_ORDERS,Slutför <NUMBER> varubilsbeställningar
TID_FARM_PASS_TASK_BOAT_ORDER_ONE,Fyll och skicka iväg en båt
TID_FARM_PASS_TASK_BOAT_ORDERS,Fyll och skicka iväg <NUMBER> båtar
TID_FARM_PASS_TASK_BOAT_CRATE_ONE,Fyll en båtlår
TID_FARM_PASS_TASK_BOAT_CRATES,Fyll <NUMBER> båtlårar
TID_FARM_PASS_TASK_FEED_ANIMAL_ONE,Mata ett bondgårdsdjur
TID_FARM_PASS_TASK_FEED_ANIMALS,Mata <NUMBER> bondgårdsdjur
TID_FARM_PASS_TASK_FEED_CHICKENS,Mata <NUMBER> hönor
TID_FARM_PASS_TASK_FEED_COWS,Mata <NUMBER> kor
TID_FARM_PASS_TASK_FEED_SHEEP,Mata <NUMBER> får
TID_FARM_PASS_TASK_FEED_PIGS,Mata <NUMBER> grisar
TID_FARM_PASS_TASK_FEED_GOATS,Mata <NUMBER> getter
TID_FARM_PASS_TASK_CATCH_FISH_ONE,Fånga en fisk med ett drag
TID_FARM_PASS_TASK_CATCH_FISH,Fånga <NUMBER> fiskar med drag
TID_FARM_PASS_TASK_PRODUCE_BUILDING,Starta produktionen av <NUMBER> produkter från <BUILDING>
TID_FARM_PASS_TASK_COLLECT_BUILDING,Samla <NUMBER> produkter från <BUILDING>
TID_FARM_PASS_TASK_CATCH_DUCK_LOBSTER,Fånga <NUMBER> ankor eller humrar
TID_FARM_PASS_TASK_CATCH_DUCK_ONE,Fånga en anka
TID_FARM_PASS_TASK_CATCH_LOBSTER_ONE,Fånga en hummer
TID_FARM_PASS_TASK_CATCH_DUCK,Fånga <NUMBER> ankor
TID_FARM_PASS_TASK_CATCH_LOBSTER,Fånga <NUMBER> humrar
TID_FARM_PASS_TASK_HARVEST_ANY_FIELDS,Skörda <NUMBER> grödor
TID_FARM_PASS_TASK_FEED_CAT_ONE,Mata en vuxen katt
TID_FARM_PASS_TASK_FEED_CAT,Mata <NUMBER> vuxna katter
TID_FARM_PASS_TASK_FEED_HORSE_ONE,Mata en häst
TID_FARM_PASS_TASK_FEED_HORSE,Mata <NUMBER> hästar
