TID,PT
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_THRESHOLD,Consiga fitas suficientes para receber ingressos do bônus da sorte.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_RANDOM,Cestas aleatórias dão ingressos do bônus da sorte quando cheias.
TID_COUNTY_FAIR_EVENT_INFO_POPUP_TUTORIAL_STREAK_BONUS_VISIBLE,Cestas específicas dão ingressos do bônus da sorte quando cheias.
TID_ESSENTIALS_OIL_LAB,Laboratório de óleos essenciais
TID_ESSENTIALS_OIL_LAB_DESCRIPTION,Produz óleos essenciais.
TID_PRODUCT_ESSENTIAL_OIL_LEMON,Óleo essencial de limão
TID_PRODUCT_ESSENTIAL_OIL_MINT,Óleo essencial de hortelã
TID_PRODUCT_ESSENTIAL_OIL_GINGER,Óleo essencial de gengibre
TID_ESSENTIALS_OIL_LAB_PRODUCT_DESCRIPTION,Produza no laboratório de óleos essenciais
TID_OSTRICH_HOUSE,Ninho de avestruz
TID_OSTRICH_HOUSE_SHOP_DESCRIPTION,Abriga <CAPACITY> avestruzes.
TID_OSTRICH1,Avestruz cinza
TID_OSTRICH2,Avestruz marrom
TID_EASTER_EGG1_24,Vaca de chocolate
TID_EASTER_EGG2_24,Galinha de chocolate
TID_EASTER_EGG3_24,Porco de chocolate
TID_EASTER_EGG4_24,Cabra de chocolate
TID_COUNTY_FAIR_STATS_BONUS_GAMES_EARNED,Bônus da sorte
TID_COUNTY_FAIR_STATS_XP_EARNED,Pontos de experiência obtidos
TID_COUNTY_FAIR_STATS_COINS_EARNED,Moedas obtidas
TID_COUNTY_FAIR_STATS_RIBBONS_EARNED,Fitas obtidas
TID_COUNTY_FAIR_STATS_DELIVERIES_COMPLETED,Entregas completadas
TID_COUNTY_FAIR_ENDED_STREAK_COMPLETE_MESSAGE,Você completou o calendário da Feira Municipal!
TID_COUNTY_FAIR_ENDED_STREAK_NOT_COMPLETE_MESSAGE,Você não completou o calendário da Feira Municipal! Restaure selos anteriores para liberar a recompensa especial do evento.
TID_COUNTY_FAIR_ENDED_REWARDS_BUTTON,Visão das recompensas
TID_COUNTY_FAIR_ENDED_BONUS_LEFT,Ingressos restantes: <NUM>
TID_COUNTY_FAIR_ENDED_BANNER_HEADER,Feira Municipal encerrada!
TID_COUNTY_FAIR_TODAYS_BONUS_TICKETS,Bônus de hoje: <NUM>/<MAX>
TID_DAILY_TASKS_NEW_WEEKLY,Próxima tarefa semanal em:
TID_DAILY_TASKS_MONTH_ENDS_IN,Caminho de recompensas atualizado em <TIME>
TID_CHOCOBUNNY_TRUCKS_EXCHANGE_DESCRIPTION,Brinde especial do evento de Páscoa. Consiga mais completando pedidos do caminhão. Troque por presentes do catálogo do evento!
TID_CHOCOBUNNY_BOATS_EXCHANGE_DESCRIPTION,Brinde especial do evento de Páscoa. Consiga mais enchendo caixas do barco. Troque por presentes do catálogo do evento!
TID_MISTLETOE_TRUCKS_EXCHANGE_DESCRIPTION,Item especial do evento de Natal. Consiga mais completando pedidos do caminhão. Troque por presentes do catálogo do evento!
TID_MISTLETOE_BOATS_EXCHANGE_DESCRIPTION,Item especial do evento de Natal. Consiga mais enchendo caixas do barco. Troque por presentes do catálogo do evento!
TID_EVENT_CATALOG_CONFIRMATION_TITLE,Confirmar troca
TID_EVENT_CATALOG_CONFIRMATION_BUTTON,Obter recompensa
TID_EVENT_CATALOG_NEED_MORE_RESOURCES_CANT_BUY_TEXT,Obtenha os recursos que faltam para completar a troca.
TID_COUNTY_FAIR_NOTIFICATION_EVENT_ENDED_GENERIC,A Feira Municipal acabou!
TID_COUNTY_FAIR_NOTIFICATION_DAILY_STREAK_ACHIEVED,Selo do calendário da Feira Municipal recebido!
TID_COUNTY_FAIR_NOTIFICATION_EVENT_STREAK_ACHIEVED,Você completou o calendário da Feira Municipal!
TID_VOUCHERS_NOTE,Seus vales armazenados estão aqui!
TID_DAILY_TASKS_CLAIM_REWARDS,Pegar recompensas
TID_DAILY_TASKS_DAILY_TASK_TOOLTIP_TITLE,Tarefa diária
TID_DAILY_TASKS_WEEKLY_TASK_TOOLTIP_TITLE,Tarefa semanal
TID_STREAK_TASK_VALLEY_FUEL_SPIN_ONE,Use a roleta de combustível no vale 1 vez
TID_STREAK_TASK_VALLEY_FUEL_SPIN,Use a roleta de combustível no vale <NUMBER> vezes
TID_STREAK_TASK_VALLEY_DAILY_QUESTS_ONE,Complete 1 missão diária no vale
TID_STREAK_TASK_VALLEY_DAILY_QUESTS,Complete <NUMBER> missões diárias no vale
TID_STREAK_TASK_VALLEY_REQUEST_ONE,Atenda 1 pedido no vale
TID_STREAK_TASK_VALLEY_REQUEST,Atenda <NUMBER> pedidos no vale
TID_DAILY_TASKS_OPEN_UNCLAIMED_CHEST_FIRST,Abra primeiro os baús não resgatados!
TID_DAILY_TASKS_KNITSTREAK_INFO,Sua sequência de tricô é o número de dias consecutivos em que você completou tarefas diárias da fazenda.
TID_DAILY_TASKS_KNITSTREAK_DAYS,dias
TID_DAILY_TASKS_KNITSTREAK_DAY,dia
TID_KNITSTREAK_MISSED_DAYS,A sua sequência de tricô foi rompida! Usar emblemas (<NUM>) para remendar?
TID_KNITSTREAK_WALLET_YOU_HAVE,Emblemas no estoque: <NUM>
TID_KNITSTREAK_WALLET_MAX,Limite de compra: <NUM>
TID_STREAK_TASK_WEEKLY_COINS,Ganhe <NUMBER> moedas.
TID_STREAK_TASK_WEEKLY_EXP,Colete <NUMBER> pontos de experiência.
TID_STREAK_TASK_WEEKLY_HARVEST,Colha qualquer plantação (<NUMBER>).
TID_STREAK_TASK_VALLEY_SPEND_FUEL,Gaste combustível no vale (<NUMBER>).
TID_STREAK_TASK_DAILY_CHOP_TREE_ONE,Corte 1 árvore.
TID_STREAK_TASK_DAILY_CHOP_TREE,Corte <NUMBER> árvores.
TID_STREAK_TASK_WEEKLY_FP_POINTS,Colete <NUMBER> pontos do passe rural.
TID_STREAK_TASK_WEEKLY_DAILY_TASKS,Complete tarefas diárias (<NUMBER>).
TID_KNITSTREAK_TUTORIAL_DAYS,25
TID_KNITSTREAK_TUTORIAL_PATCHES,9
TID_DAILY_TASKS_MISSED_DAYS_OVER_MAX,"Sua sequência de tricô está rompida há <MISSED> dias. Só é possível emendar sequências rompidas há, no máximo, <MAX_MISSED> dias. A sequência de tricô será reiniciada."
TID_KNITSTREAK_TUTORIAL_8,Toque no estoque de emblemas para obter mais emblemas.
TID_DAILY_TASKS_COMING_SOON,Alcance o nível <LEVEL> para liberar as tarefas diárias!
TID_DAILY_TASKS_TOOLTIP_MYSTERY_BOX_TITLE,Caixa surpresa
TID_DAILY_TASKS_TOOLTIP_BIG_MYSTERY_BOX_TITLE,Caixa surpresa grande
TID_DAILY_TASKS_TOOLTIP_REWARD_CLAIMED,Recompensa já resgatada
TID_STREAK_TASK_USE_MINE_ONE,Escave minérios da mina 1 vez.
TID_STREAK_TASK_USE_MINE,Escave minérios da mina <NUMBER> vezes.
TID_STREAK_TASK_CLEAR_ROCK_ONE,Remova 1 pedra.
TID_STREAK_TASK_CLEAR_ROCK,Remova <NUMBER> pedras.
TID_STREAK_TASK_DRAIN_SWAMP_ONE,Limpe 1 poça.
TID_STREAK_TASK_DRAIN_SWAMP,Limpe <NUMBER> poças.
TID_DECO_DUCK_FISHING,Pesca de patos
TID_STREAK_TASK_MONTH_CHANGED,Um novo mês começou!
TID_ANIMAL_ACCESSORY_HAT_GOLDENWEEK_FLOWER,Chapéu de flor
TID_DECO_MEDITERRANEAN_SPOUTER,Bebedouro mediterrâneo
TID_DECO_MEDITERRANEAN_WELL,Poço mediterrâneo
TID_DECO_MEDITERRANEAN_WATERMILL,Moinho mediterrâneo
TID_DECO_MEDITERRANEAN_FOUNTAIN,Fonte mediterrânea
TID_DECO_MEDITERRANEAN_SPA,Spa mediterrâneo
TID_DECO_GARDENING_WORKSPACE,Balcão de jardinagem
TID_DECO_SAMURAI_HELMET,Capacete de samurai
TID_DECO_FESTIVAL_BUS,Ônibus do festival
TID_DECO_WISTERIA_BRIDGE,Ponte de glicínias
TID_DECO_JOYFUL_STROLLERS,Passeio sereno
TID_DECO_FLOWER_SHRINE,Templo de flores
TID_DECO_FISH_KITE,Birutas de carpa
TID_DECO_KOTO_DRUMMER,Porco no taiko
TID_DECO_WISH_BOARD,Placas de orações
TID_DECO_KOI_FENCE,Cerca de carpas
TID_DECO_FISH_PATH,Azulejos de carpas
TID_DECO_MIXED_FLOWERS,Canteiro florido
TID_DECO_HUMMINGBIRD_FEEDER,Bebedouro de beija-flor
TID_DECO_STONEMASONS_PATH,Pavimento de pedra
TID_DECO_SPRING_BUTTERFLY,Borboleta primaveril
TID_DECO_SPRING_CATERPILLAR,Lagarta primaveril
TID_DECO_SPRING_CATS,Gatos primaveris
TID_DECO_HONEYCOMB_PATH,Pavimento de colmeia
TID_DECO_GARDENER_GNOME,Gnomo jardineiro
TID_DECO_GARDENERS_SHED,Paiol de jardim
TID_DECO_GARDENERS_PERGOLA,Pérgula de jardim
TID_DECO_TULIP_PATCH,Tufo de tulipas
TID_DECO_GREENHOUSE,Estufa
TID_DECO_VINE_TRELLIS,Treliça de vinhas
TID_DECO_LEAD_SINGER,Cantando de galo
TID_DECO_BAND_POSTER,Pôster da banda
TID_DECO_GUITARIST,Guitarrista
TID_DECO_IDOLS,Celebridades
TID_DECO_DO_THE_TWIST,Rock na pista
TID_DECO_DRUMMER,Batera
TID_DECO_MEET_AND_GREET,Encontro com os fãs
TID_DECO_BILLBOARD,Placa pro show
TID_DECO_CHECKERED_PATH,Piso quadriculado
TID_DECO_VELVET_ROPE_FENCE,Cordão de isolamento
TID_DECO_STICKER_BOOK_SEASON_ENDS_IN,A temporada de coleções termina em: <TIME>
TID_DECO_STICKER_BOOK_BIRTHDAY_2024_COLLECTION,Aniversário Rock & Roll
TID_DECO_STICKER_BOOK_COVER_TITLE,Coleções de decorações de <NAME>
TID_DECO_STICKER_BOOK_COLLECTION_COMPLETE,Coleção completa!
TID_DECO_STICKER_BOOK_COLLECTED_COUNT,Coletadas: <COUNT>/<MAX>
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_TITLE,Recompensa da coleção
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_DECO_TEXT,Consiga todas as decorações da coleção antes que a temporada termine para ganhar esta decoração!
TID_DECO_STICKER_BOOK_MILESTONE_REWARD_TOOLTIP_DECO_TEXT,Consiga <NUMBER> decorações da coleção antes que a temporada termine para ganhar esta decoração!
TID_DECO_STICKER_BOOK_REWARD_TOOLTIP_NON_DECO_TEXT,Colete todas as decorações da coleção antes que a temporada termine para ganhar esta recompensa!
TID_DECO_STICKER_BOOK_MILESTONE_REWARD_TOOLTIP_NON_DECO_TEXT,Consiga <NUMBER> decorações da coleção antes que a temporada termine para ganhar esta recompensa!
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_COLLECTED_TEXT,Decoração obtida!
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_NOT_AVAILABLE_TEXT,A decoração não está mais disponível.
TID_DECO_STICKER_BOOK_DECO_TOOLTIP_AVAILABLE_TIME_TEXT,Disponível por <TIME>
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS,Passe rural
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS_AVAILABLE,A decoração está disponível no passe rural.
TID_DECO_STICKER_BOOK_SOURCE_FARM_PASS_NOT_YET_AVAILABLE,A decoração estará disponível no passe rural.
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT,Evento de tarefas
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT_AVAILABLE,A decoração está disponível no evento de tarefas.
TID_DECO_STICKER_BOOK_SOURCE_TASK_EVENT_NOT_YET_AVAILABLE,A decoração estará disponível em um evento de tarefas.
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR,Feira Municipal
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR_AVAILABLE,A decoração está disponível na Feira Municipal.
TID_DECO_STICKER_BOOK_SOURCE_COUNTY_FAIR_NOT_YET_AVAILABLE,A decoração estará disponível na Feira Municipal.
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER,Oferta da loja
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER_AVAILABLE,A decoração está disponível em uma oferta da loja.
TID_DECO_STICKER_BOOK_SOURCE_SHOP_OFFER_NOT_YET_AVAILABLE,A decoração estará disponível em uma oferta da loja.
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER,Oferta por tempo limitado
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER_AVAILABLE,A decoração está disponível em uma oferta por tempo limitado.
TID_DECO_STICKER_BOOK_SOURCE_TIME_LIMITED_OFFER_NOT_YET_AVAILABLE,A decoração estará disponível em uma oferta por tempo limitado.
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP,Loja de decorações
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP_AVAILABLE,A decoração está disponível na loja de decorações.
TID_DECO_STICKER_BOOK_SOURCE_DECO_SHOP_NOT_YET_AVAILABLE,A decoração estará disponível na loja de decorações.
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE,Catálogo de eventos
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE_AVAILABLE,A decoração está disponível no catálogo de eventos.
TID_DECO_STICKER_BOOK_SOURCE_SEASONAL_CATALOGUE_NOT_YET_AVAILABLE,A decoração estará disponível no catálogo de eventos.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT,Evento global
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_AVAILABLE,A decoração está disponível no evento global.
TID_DECO_STICKER_BOOK_SOURCE_GLOBAL_EVENT_NOT_YET_AVAILABLE,A decoração estará disponível em um evento global.
TID_DECO_STICKER_BOOK_COMING_SOON,O catálogo de coleção de decorações é liberado no nível <LEVEL>.
TID_DECO_STICKER_BOOK_REWARD_ALREADY_CLAIMED,Você já coletou esta recompensa!
TID_DECO_STICKER_BOOK_MILESTONE_REACHED,Você conquistou esta recompensa!
TID_DECO_STICKER_BOOK_SEASONAL_CURRENCY_REWARD_DESC,As moedas especiais não resgatadas serão convertidas em moedas normais após o fim da temporada.
TID_YARN_POINT,Pontos de lã
TID_YARN_POINT_DESCRIPTION,Pontos de lã são obtidos nas tarefas diárias da fazenda.
TID_DECO_SHOP_FILTER_HEADER,Filtrar por
TID_DECO_CAT_NEW_DECO_SHOP_DERBY,Corrida
TID_DECO_CAT_NEW_DECO_SHOP_VALLEY,Vale
TID_DECO_CAT_NEW_DECO_SHOP_FARM_PASS,Passe rural
TID_DECO_CAT_NEW_DECO_SHOP_ALL,Tudo
TID_DECO_CAT_NEW_DECO_SHOP_NOT_IN_STORAGE,Loja completa
TID_ANIMAL_ACCESSORY_HAT_ROCKNROLL_WIG,Peruca retrô
TID_NEW_DECO_SHOP_HEADER_ALL_DECORATION,Todas as decorações
TID_NEW_DECO_SHOP_HEADER_STORAGE,Decorações guardadas
TID_NEW_DECO_SHOP_HEADER_SEASONAL,Decorações sazonais
TID_THEME_CHINESE_NEW_YEAR,Ano-Novo Lunar
TID_THEME_VALENTINES,Valentine's Day
TID_THEME_EASTER,Páscoa
TID_THEME_SUMMER,Verão
TID_THEME_HALLOWEEN,Halloween
TID_THEME_AUTUMN,Outono
TID_THEME_WINTER,Inverno
TID_THEME_CHRISTMAS,Natal
TID_THEME_NEW_YEAR,Ano-Novo
TID_THEME_RAMADAN,Ramadã
TID_ANIMAL_ACCESSORY_HAT_SQUAD_WIZARD,Chapéu de mago
TID_DECO_SQUAD_COLLABORATION,Estátua do Super Greg
TID_DECO_STICKER_BOOK_TUTORIAL_TITLE,Tutorial da coleção de decorações
TID_DECO_STICKER_BOOK_TUTORIAL_1,Veja as novas coleções de decorações assim que ficarem disponíveis.
TID_DECO_STICKER_BOOK_TUTORIAL_2,Obtenha todas as decorações de uma coleção para completá-la.
TID_DECO_STICKER_BOOK_TUTORIAL_3,Completar uma coleção libera uma recompensa específica.
TID_DECO_STICKER_BOOK_TUTORIAL_4,Algumas decorações ficam disponíveis por um período limitado. Fique de olho!
TID_FARM_PASS_EARLY_BIRD_PASS_NAME,Pacote do passe rural dos adiantados
TID_FARM_PASS_EARLY_BIRD_SILO_CAPACITY,+<NUM> espaços do silo até o fim da temporada.
TID_FARM_PASS_EARLY_BIRD_WAREHOUSE_CAPACITY,+<NUM> espaços do celeiro até o fim da temporada.
TID_COUNTY_FAIR_INSTRUCTIONS_DAILY_LIMIT_REACHED,Continue enchendo cestas da Feira Municipal para ganhar XP e moedas.
TID_FARM_PASS_EARLY_BIRD_BANNER,Pacote dos adiantados!
TID_DECO_STICKER_BOOK_COLLECTION_INFO_TITLE,Nesta coleção
TID_DECO_STICKER_BOOK_ALL_COLLECTIONS_INFO_TITLE,Todas as coleções
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_COMPLETE,Coleção completa
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_UPCOMING,Coleção futura
TID_DECO_STICKER_BOOK_COLLECTION_ITEM_ACTIVE,Coleção ativa
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_COMPLETE_TEXT,Coleção completa!
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_CHEER_TEXT,Você conseguiu!
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_NAME_TEXT,"Parabéns, <NAME>!"
TID_DECO_STICKER_BOOK_POPUP_TAP_TO_CONTINUE_TEXT,Toque para continuar
TID_DECO_STICKER_BOOK_COMPLETE_POPUP_YOUR_REWARD_TEXT,Sua recompensa
TID_DECO_STICKER_BOOK_NEW_COLLECTION_POPUP_TEXT,Nova coleção!
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_TEXT,A temporada acabou!
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_COLLECTED_TEXT,Decorações obtidas: <COUNT>/<MAX>
TID_DECO_STICKER_BOOK_SEASON_END_POPUP_TIMER,Próxima temporada em: <TIME>
TID_ICON_CATALOGUE_FLOWER_BLUE,Flor azul
TID_ICON_CATALOGUE_CURRENCY_FLOWER_BLUE_DESCRIPTION,Item especial do evento atual. Troque por recompensas incríveis do catálogo!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PURPLE,Flor roxa
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PURPLE_DESCRIPTION,Item especial do evento atual. Troque por recompensas incríveis do catálogo!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_WHITE,Flor branca
TID_ICON_CATALOGUE_CURRENCY_FLOWER_WHITE_DESCRIPTION,Item especial do evento atual. Troque por recompensas incríveis do catálogo!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_YELLOW,Flor amarela
TID_ICON_CATALOGUE_CURRENCY_FLOWER_YELLOW_DESCRIPTION,Item especial do evento atual. Troque por recompensas incríveis do catálogo!
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PINECONE,Pinha
TID_ICON_CATALOGUE_CURRENCY_FLOWER_PINECONE_DESCRIPTION,Item especial do evento atual. Troque por recompensas incríveis do catálogo!
TID_BIRTHDAY_BALLOON_MAKER,Máquina de balões
TID_BIRTHDAY_BALLOON_MAKER_DESCRIPTION,Produz balões de aniversário.
TID_BIRTHDAY_BALLOON1_24,Balão de guitarra
TID_BIRTHDAY_BALLOON2_24,Balão musical
TID_BIRTHDAY_BALLOON3_24,Balão de disco
TID_BIRTHDAY_BALLOON4_24,Balão xadrez
TID_BIRTHDAY_BALLOON_DESCRIPTION,Produza na máquina de balões. Produto por tempo limitado!
TID_OFFER_CONTENTS_FARM_PASS_3_ENTRY,"Passe rural original, festivo e de festival"
TID_DECO_STICKER_BOOK_COVER_COLLECTED_TEXT,Decorações obtidas: <NUM>
TID_DECO_STICKER_BOOK_COVER_INFO_TEXT,Preencha as páginas coletando decorações!
TID_SHOP_GET_MORE_DIAMONDS,Obtenha mais diamantes
TID_DECO_STICKER_BOOK_TUTORIAL_5,Visite a fazenda de outros jogadores para ver as coleções deles!
TID_DECO_STICKER_BOOK_DECO_IS_SOLD,Você não tem mais a decoração.
TID_DECO_STICKER_BOOK_DECO_IN_STORAGE,Está no seu depósito.
TID_DECO_STICKER_BOOK_DECO_IN_FARM,Está na sua fazenda.
TID_DECO_STICKER_BOOK_DECO_IN_TOWN,Está na sua cidade.
TID_DECO_SUMMER_FAIR_WHEEL,Roleta do festival
TID_DECO_SUMMER_FAIR_FUN,Cabra ao alvo
TID_DECO_SUMMER_FAIR_RIDE,Galinha maluca
TID_DECO_SUMMER_FAIR_CUTOUT,Painel de fotos
TID_DECO_SUMMER_FAIR_DARTS,Jogo de dardos
TID_DECO_HARLEQUIN_GNOME,Gnomo da corte
TID_DECO_SUMMER_GAMES_TORTCH,Tocha de Olímpia
TID_DECO_SUMMER_GAMES_GATE,Portão de Olímpia
TID_DECO_SUMMER_GAMES_AUDIENCE,Plateia de Olímpia
TID_DECO_SUMMER_GAMES_STARTLINE,Corredores de Olímpia
TID_DECO_SUMMER_GAMES_STAND,Torcida de Olímpia
TID_DECO_SUMMER_GAMES_BOXER,Pugilista de Olímpia
TID_DECO_SUMMER_GAMES_SWIMMERS,Nadadores de Olímpia
TID_DECO_SUMMER_GAMES_PINGPONG,Mesa-tenistas de Olímpia
TID_DECO_SUMMER_GAMES_GYMNASTICS,Ginasta de Olímpia
TID_DECO_SUMMER_GAMES_MEDALS,Medalhas de Olímpia
TID_DECO_DUCK_DIVING,Pato tchibum
TID_DECO_TIPPING_DUCK,Pato d'água
TID_DECO_AQUARIUM,Aquário
TID_DECO_MOSAIC_WELL,Fonte de azulejos
TID_DECO_POOLTOY_STACK,Brinquedos de praia
TID_DECO_POOLSIDE_TABLE,Mesa de praia
TID_DECO_BEACH_RENTALS,Lojinha de praia
TID_DECO_POOLSIDE_PLANTER,Canteiro da piscina
TID_DECO_POOL_MUSIC,Vitrola da piscina
TID_DECO_BOWLING_PIG,Boliche do festival
TID_DECO_FLOWERY_CRATE,Caixote de flores
TID_DECO_FLOWER_GOAT,Cabra florida
TID_DECO_STRAW_CHICKEN,Galinha de palha
TID_DECO_FLOWER_GATE,Portão de flores
TID_DECO_BEE_KEEPER,Apicultor
TID_DECO_WILD_GRASS_PATCH,Caminho de capim
TID_DECO_LOG_FENCE,Cerca de troncos
TID_DECO_KIOSK_FENCE,Cerca do quiosque
TID_DECO_MEDITERRANEAN_FENCE,Cerca mediterrânea
TID_DECO_MEDITERRANEAN_PATH,Azulejo mediterrâneo
TID_DECO_SUMMER_FENCE,Cerca de verão
TID_DECO_STRAW_PATH,Caminho de palha
TID_DECO_POOL_AREA_FENCE,Cerca da piscina
TID_DECO_LEMON_PATH,Caminho de limão
TID_DECO_POOLTILE_PATH,Azulejo da piscina
TID_DECO_SUMMER_GAMES_TRACK,Pista de Olímpia
TID_DECO_STICKER_BOOK_COLLECTION_2,Coleção Eu <3 Hay Day
TID_DECO_STICKER_BOOK_COLLECTION_3,Coleção da Feira da Estação
TID_DECO_STICKER_BOOK_COLLECTION_4,Coleção da piscina
TID_DECO_STICKER_BOOK_COLLECTION_5,Coleção da praia
TID_DECO_STICKER_BOOK_COLLECTION_6,Coleção dos Campeões de Olímpia
TID_DECO_STICKER_BOOK_COLLECTION_7,Coleção de Olímpia
TID_DECO_STICKER_BOOK_COLLECTION_8,Coleção do aquário
TID_DECO_STICKER_BOOK_COLLECTION_9,Coleção aconchegante
TID_DECO_STICKER_BOOK_COLLECTION_10,Coleção de outono
TID_DECO_STICKER_BOOK_COLLECTION_11,Coleção da Oktoberfest
TID_DECO_STICKER_BOOK_COLLECTION_12,Coleção macabra
TID_DECO_STICKER_BOOK_COLLECTION_13,Coleção de Halloween
TID_DECO_STICKER_BOOK_COLLECTION_14,O inverno está chegando
TID_DECO_STICKER_BOOK_COLLECTION_15,Jantar de Ação de Graças
TID_DECO_STICKER_BOOK_COLLECTION_16,Banquete de Ação de Graças
TID_DECO_STICKER_BOOK_COLLECTION_17,Festividades natalinas
TID_DECO_STICKER_BOOK_COLLECTION_18,Celebrações de Natal
TID_DECO_STICKER_BOOK_COLLECTION_19,Festividades de Natal
TID_DECO_STICKER_BOOK_COLLECTION_20,Diversão de inverno
TID_CHANGE_CONSENT_TITLE,Gerenciar preferências de consentimento
TID_CHANGE_CONSENT_BUTTON,Gerenciar
TID_GACHA_SEQUENCE_HEADER,Resgate suas recompensas!
TID_GACHA_SEQUENCE_FOOTER,Toque para abrir!
TID_GACHA_SEQUENCE_FOOTER_END,Toque para continuar
TID_GACHA_SUMMARY_HEADER,Estas são as suas recompensas
TID_GACHA_SUMMARY_CLAIM_BUTTON,Legal!
TID_GACHA_PROBABILITIES_HEADER,Recompensas garantidas
TID_GACHA_PROBABILITIES_HEADER_BONUS,Recompensas bônus
TID_SEASONAL_CATALOGUE_INFO_MYSTERY_BOX,Caixas surpresa contêm prêmios aleatórios. Toque na caixa para ver o que você pode ganhar.
TID_SEASONAL_CATALOGUE_INFO_TIME_LIMITATION,"Os prêmios ficam disponíveis por tempo limitado. Depois de um tempo, novos prêmios aparecem."
TID_GACHA_PILL_NUM_REWARDS,Ganhe <COUNT> recompensas!
TID_GACHA_PILL_RANGE_REWARDS,Ganhe pelo menos <MIN> recompensas!
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TRUCK,Complete pedidos do caminhão para receber flores azuis.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_BOAT,Complete pedidos do barco para receber flores azuis.
TID_CATALOG_INFO_FLOWER_BLUE_EXCHANGE,Troque flores azuis por prêmios no catálogo.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_TASK,Ganhe flores azuis no evento de tarefas atual.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_SHOP,Compre flores azuis na loja.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_WHEEL,Ganhe flores azuis na roda da sorte.
TID_CATALOG_INFO_FLOWER_BLUE_SOURCE_ADS,Assista a anúncios para ganhar flores azuis.
TID_CATALOG_INFO_FLOWER_BLUE_CONVERSION,As flores azuis remanescentes serão convertidas em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TRUCK,Complete pedidos do caminhão para ganhar flores roxas.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_BOAT,Complete pedidos do barco para ganhar flores roxas.
TID_CATALOG_INFO_FLOWER_PURPLE_EXCHANGE,Troque flores roxas por prêmios no catálogo.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_TASK,Ganhe flores roxas no evento de tarefas atual.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_SHOP,Compre flores roxas na loja.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_WHEEL,Ganhe flores roxas na roda da sorte.
TID_CATALOG_INFO_FLOWER_PURPLE_SOURCE_ADS,Assista a anúncios para ganhar flores roxas.
TID_CATALOG_INFO_FLOWER_PURPLE_CONVERSION,As flores roxas remanescentes serão convertidas em moedas quando o evento do catálogo terminar.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TRUCK,Complete pedidos do caminhão para receber flores brancas.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_BOAT,Complete pedidos do barco para receber flores brancas.
TID_CATALOG_INFO_FLOWER_WHITE_EXCHANGE,Troque flores brancas por prêmios no catálogo.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_TASK,Ganhe flores brancas no evento de tarefas atual.
TID_CATALOG_INFO_FLOWER_WHITE_SOURCE_SHOP,Compre flores brancas na loja.
